seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k141_651963	10887	No terminal repeats	NA	11	11	0.9831	NA	4	13.7080	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
k141_177053	5985	No terminal repeats	NA	7	11	0.9831	NA	5	9.7952	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1097135	13529	No terminal repeats	NA	15	11	0.9830	NA	8	23.8089	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_899859	8180	No terminal repeats	NA	12	11	0.9830	NA	4	18.2929	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_180168	5948	No terminal repeats	NA	9	11	0.9830	NA	0	10.4125	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_308595	3814	No terminal repeats	NA	8	11	0.9829	NA	4	13.5117	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Drexlerviridae
k141_1126100	4531	No terminal repeats	NA	7	11	0.9829	NA	1	9.7530	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_484774	11889	No terminal repeats	NA	13	11	0.9829	NA	2	17.1828	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_402167	3472	No terminal repeats	NA	4	11	0.9828	NA	3	6.6189	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1359917	3040	No terminal repeats	NA	3	11	0.9828	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_459605	4041	No terminal repeats	NA	4	11	0.9827	NA	3	6.8653	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1130280	6211	No terminal repeats	NA	9	11	0.9827	NA	1	13.3319	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_353056	5456	No terminal repeats	NA	5	11	0.9827	NA	1	8.1612	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1108721	8052	No terminal repeats	NA	13	11	0.9826	NA	0	17.0967	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_460734	9953	No terminal repeats	NA	13	11	0.9826	NA	4	18.5755	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_312002	4572	No terminal repeats	NA	7	11	0.9826	NA	2	8.5630	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1022717	4920	No terminal repeats	NA	11	11	0.9826	NA	0	15.4645	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_867908	3345	No terminal repeats	NA	5	11	0.9826	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1393820	8082	No terminal repeats	NA	10	11	0.9826	NA	3	14.5039	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Casjensviridae
k141_1134839	10953	No terminal repeats	NA	12	11	0.9826	NA	4	15.1734	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_651295	3423	No terminal repeats	NA	5	15	0.9826	NA	1	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1318846	6124	No terminal repeats	NA	7	11	0.9826	NA	3	8.2826	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_100217	5756	No terminal repeats	NA	8	11	0.9826	NA	5	12.9882	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_83303	2898	No terminal repeats	NA	3	11	0.9825	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1392124	5481	No terminal repeats	NA	3	11	0.9825	NA	1	4.9240	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_440048	11042	No terminal repeats	NA	15	11	0.9825	NA	2	15.4645	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_319390	6330	No terminal repeats	NA	5	11	0.9824	NA	0	6.6053	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_664239	3868	No terminal repeats	NA	6	11	0.9824	NA	2	9.2720	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_531556	4742	No terminal repeats	NA	6	11	0.9824	NA	4	9.3940	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_859466	7560	No terminal repeats	NA	10	11	0.9824	NA	5	14.4730	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_354273	3184	No terminal repeats	NA	3	11	0.9824	NA	3	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
k141_827925	4575	No terminal repeats	NA	4	11	0.9823	NA	2	6.0863	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_494040	2121	No terminal repeats	NA	3	15	0.9823	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_154640	3663	No terminal repeats	NA	5	11	0.9823	NA	0	6.8725	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1381690	6030	No terminal repeats	NA	5	11	0.9823	NA	1	6.0184	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_249559	6621	No terminal repeats	NA	7	11	0.9823	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1062765	4089	No terminal repeats	NA	7	11	0.9823	NA	1	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_966484	3034	No terminal repeats	NA	5	11	0.9822	NA	0	6.8400	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1312010	3681	No terminal repeats	NA	7	11	0.9822	NA	3	9.9453	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1428494	3132	No terminal repeats	NA	7	11	0.9822	NA	3	10.3074	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1371602	4550	No terminal repeats	NA	8	11	0.9822	NA	1	8.2221	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_229675	13333	No terminal repeats	NA	15	11	0.9821	NA	3	19.3476	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_847003	4461	No terminal repeats	NA	7	11	0.9821	NA	0	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_545938	3646	No terminal repeats	NA	5	11	0.9821	NA	0	6.5152	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1393718	7433	No terminal repeats	NA	6	11	0.9820	NA	2	6.5898	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_247195	11253	No terminal repeats	NA	16	11	0.9820	NA	3	22.8041	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_953780	13078	No terminal repeats	NA	17	11	0.9819	NA	6	25.9758	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_444338	8843	No terminal repeats	NA	7	11	0.9819	NA	1	11.3873	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_473299	2137	No terminal repeats	NA	6	11	0.9819	NA	1	9.9074	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1207743	7444	No terminal repeats	NA	10	11	0.9818	NA	2	13.1213	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_749989	4194	No terminal repeats	NA	6	11	0.9818	NA	1	6.7001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_40036	6043	No terminal repeats	NA	6	11	0.9818	NA	0	8.5818	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Intestiviridae
k141_925436	5630	No terminal repeats	NA	5	11	0.9818	NA	4	8.1194	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_203675	6839	No terminal repeats	NA	17	11	0.9817	NA	0	14.6093	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_288440	30366	No terminal repeats	NA	36	11	0.9817	NA	3	25.7831	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_593371	7704	No terminal repeats	NA	13	11	0.9817	NA	2	15.1782	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_272491	3153	No terminal repeats	NA	3	11	0.9817	NA	1	4.7246	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_459252	2863	No terminal repeats	NA	12	11	0.9817	NA	2	15.1497	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1300468	12535	No terminal repeats	NA	7	11	0.9817	NA	0	11.8096	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_359834	16927	No terminal repeats	NA	21	11	0.9816	NA	2	11.6808	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_604797	2719	No terminal repeats	NA	5	15	0.9816	NA	1	6.8189	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_113884	11369	No terminal repeats	NA	12	11	0.9816	NA	4	13.5372	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1183423	9116	No terminal repeats	NA	9	11	0.9816	NA	1	11.0885	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_783859	11262	No terminal repeats	NA	13	11	0.9816	NA	3	15.4640	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_878609	1183	No terminal repeats	NA	3	11	0.9816	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1101509	2580	No terminal repeats	NA	4	11	0.9815	NA	3	6.3669	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_298034	19443	No terminal repeats	NA	27	11	0.9815	NA	2	22.8860	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_924224	5786	No terminal repeats	NA	9	11	0.9815	NA	7	11.2467	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_838049	9431	No terminal repeats	NA	12	11	0.9815	NA	2	14.1770	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1406178	2594	No terminal repeats	NA	3	15	0.9815	NA	0	5.1453	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_342116	2499	No terminal repeats	NA	6	11	0.9814	NA	2	8.4395	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1188256	3058	No terminal repeats	NA	4	11	0.9814	NA	3	6.1519	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_776767	1984	No terminal repeats	NA	6	11	0.9814	NA	1	8.0798	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1086887	4463	No terminal repeats	NA	15	11	0.9814	NA	0	14.5698	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_363857	4705	No terminal repeats	NA	7	11	0.9814	NA	4	9.3403	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_861481	13100	No terminal repeats	NA	22	11	0.9813	NA	2	28.0744	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_514414	1603	No terminal repeats	NA	3	11	0.9813	NA	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Straboviridae
k141_78586	4719	No terminal repeats	NA	4	11	0.9813	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_459858	2944	No terminal repeats	NA	8	11	0.9813	NA	0	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1155767	4980	No terminal repeats	NA	8	11	0.9813	NA	2	6.7694	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_592812	3420	No terminal repeats	NA	6	11	0.9813	NA	4	9.6860	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_747271	6218	No terminal repeats	NA	7	11	0.9812	NA	3	9.3608	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
k141_757181	3677	No terminal repeats	NA	4	11	0.9812	NA	3	5.8970	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_349484	3129	No terminal repeats	NA	5	11	0.9812	NA	2	8.5058	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_801364	5935	No terminal repeats	NA	17	11	0.9812	NA	0	6.3335	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_99672	3005	No terminal repeats	NA	4	11	0.9812	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1145486	3588	No terminal repeats	NA	5	11	0.9811	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1179556	4197	No terminal repeats	NA	6	11	0.9811	NA	0	9.9441	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1336448	9882	No terminal repeats	NA	7	11	0.9811	NA	3	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_936784	2355	No terminal repeats	NA	4	15	0.9811	NA	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Straboviridae
k141_1101906	3744	No terminal repeats	NA	3	11	0.9811	NA	0	4.9365	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_914560	1513	No terminal repeats	NA	3	11	0.9811	NA	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1140517	3020	No terminal repeats	NA	5	11	0.9811	NA	2	7.5746	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_611852	4402	No terminal repeats	NA	6	11	0.9811	NA	3	7.8683	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1301904	14265	No terminal repeats	NA	16	11	0.9810	NA	0	23.5782	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_79886	3678	No terminal repeats	NA	8	11	0.9810	NA	5	13.7463	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1363602	1668	No terminal repeats	NA	3	15	0.9810	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae
k141_1372533	4167	No terminal repeats	NA	9	11	0.9810	NA	0	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_84947	8076	No terminal repeats	NA	9	11	0.9809	NA	0	8.4285	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1398291	3095	No terminal repeats	NA	7	11	0.9809	NA	0	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_775168	5157	No terminal repeats	NA	7	11	0.9809	NA	3	7.6013	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1380439	13034	No terminal repeats	NA	15	11	0.9809	NA	4	14.6101	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae
k141_499939	6237	No terminal repeats	NA	13	11	0.9809	NA	0	20.3932	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_586239	2277	No terminal repeats	NA	4	11	0.9809	NA	1	6.8666	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1418857	27136	No terminal repeats	NA	47	11	0.9808	NA	9	60.6267	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_820992	2661	No terminal repeats	NA	3	11	0.9808	NA	2	4.8502	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_581706	53898	No terminal repeats	NA	59	11	0.9808	NA	1	31.3257	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1308644	6130	No terminal repeats	NA	8	11	0.9808	NA	1	12.0128	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1267182	2339	No terminal repeats	NA	4	11	0.9808	NA	1	6.2006	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_16880	33455	No terminal repeats	NA	35	11	0.9808	NA	5	14.2781	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1402690	6844	No terminal repeats	NA	10	11	0.9808	NA	2	15.1109	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_323644	5873	No terminal repeats	NA	9	11	0.9808	NA	2	13.0443	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1410670	2116	No terminal repeats	NA	4	15	0.9807	NA	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae
k141_230742	5331	No terminal repeats	NA	5	11	0.9807	NA	0	4.6747	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_647345	3730	No terminal repeats	NA	6	11	0.9807	NA	3	6.9685	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_386260	11099	No terminal repeats	NA	12	11	0.9807	NA	2	15.9482	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_186792	11933	No terminal repeats	NA	11	11	0.9807	NA	1	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1192141	30787	No terminal repeats	NA	33	11	0.9807	NA	1	23.6010	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1401506	3142	No terminal repeats	NA	4	11	0.9807	NA	3	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
k141_1367244	2843	No terminal repeats	NA	5	11	0.9807	NA	0	5.1162	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_568262	3942	No terminal repeats	NA	8	11	0.9807	NA	1	9.9543	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_899108	2507	No terminal repeats	NA	7	11	0.9807	NA	1	6.3682	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1286089	11848	No terminal repeats	NA	11	11	0.9807	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_722138	2535	No terminal repeats	NA	3	11	0.9806	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1465482	73699	DTR	NA	100	11	0.9806	NA	7	67.5996	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_133501	2988	No terminal repeats	NA	6	11	0.9806	NA	0	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1141017	5455	No terminal repeats	NA	7	11	0.9806	NA	0	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1155641	7710	No terminal repeats	NA	11	11	0.9806	NA	5	12.5352	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_675193	5121	No terminal repeats	NA	8	11	0.9806	NA	2	7.8636	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_982963	4970	No terminal repeats	NA	7	11	0.9805	NA	1	7.7064	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_916254	1257	No terminal repeats	NA	3	11	0.9805	NA	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
k141_26481	28625	No terminal repeats	NA	24	11	0.9805	NA	1	11.9047	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_949950	10677	No terminal repeats	NA	16	11	0.9805	NA	6	19.1020	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_428416	72209	DTR	NA	87	11	0.9805	NA	5	62.3056	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_422114	4873	No terminal repeats	NA	8	11	0.9805	NA	4	8.7791	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1320328	2826	No terminal repeats	NA	5	15	0.9804	NA	1	8.4150	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae
k141_254243	1907	No terminal repeats	NA	4	11	0.9804	NA	4	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_872130	3254	No terminal repeats	NA	3	11	0.9804	NA	1	4.7074	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_270236	3109	No terminal repeats	NA	4	11	0.9804	NA	2	6.5173	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_967382	7793	No terminal repeats	NA	8	11	0.9804	NA	2	6.6552	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_43840	6685	No terminal repeats	NA	8	11	0.9804	NA	0	9.8179	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1444052	2559	No terminal repeats	NA	4	11	0.9804	NA	0	6.6244	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1455816	2760	No terminal repeats	NA	3	11	0.9804	NA	1	4.9948	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_189286	18866	No terminal repeats	NA	26	11	0.9803	NA	0	9.8030	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_915574	4063	No terminal repeats	NA	6	11	0.9803	NA	2	6.2693	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_365715	2617	No terminal repeats	NA	4	11	0.9803	NA	1	6.5170	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1049410	3970	No terminal repeats	NA	6	11	0.9803	NA	0	7.6526	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1144814	5300	No terminal repeats	NA	8	11	0.9803	NA	1	10.9707	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1297370	10904	No terminal repeats	NA	22	11	0.9803	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Straboviridae
k141_1374930	11157	No terminal repeats	NA	5	11	0.9803	NA	2	5.1528	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_31847	61319	No terminal repeats	NA	48	11	0.9803	NA	4	23.0098	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1179918	6889	No terminal repeats	NA	11	11	0.9803	NA	2	13.5813	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1302594	3836	No terminal repeats	NA	5	11	0.9803	NA	1	6.4658	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_280274	4463	No terminal repeats	NA	4	11	0.9803	NA	2	6.0946	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_655056	4907	No terminal repeats	NA	4	11	0.9803	NA	2	5.1431	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_850516	3046	No terminal repeats	NA	6	11	0.9803	NA	1	7.8793	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_545906	8045	No terminal repeats	NA	8	11	0.9803	NA	1	8.0541	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1400991	9350	No terminal repeats	NA	11	11	0.9802	NA	1	10.4088	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_944769	2424	No terminal repeats	NA	4	11	0.9802	NA	2	6.6275	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_327554	11696	No terminal repeats	NA	15	11	0.9802	NA	2	19.5691	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
