set	sample_id	contig_id	ORF_ID	Best_Hit_ARO	ARO	Cut_Off	Best_Identities	Percentage_Length_of_Reference_Sequence	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Antibiotic	matched_to_genomad	genomad_context	chromosome_score	plasmid_score	virus_score
RM2016_USA_crossstudy_additional8	SRR5007116	k141_248553	k141_248553_201 # 206887 # 207561 # -1 # ID=32198_201;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.501	vanY gene in vanF cluster	3002958	Strict	33.16	76.45	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_248692	k141_248692_43 # 51596 # 52837 # -1 # ID=32451_43;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.517	vanT gene in vanG cluster	3002972	Strict	36.32	58.01	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_17524	k141_17524_9 # 5403 # 5663 # -1 # ID=33331_9;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.510	vanY gene in vanM cluster	3002961	Strict	37.66	36.91	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin; teicoplanin	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_249514	k141_249514_35 # 32359 # 33465 # 1 # ID=34371_35;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.471	vanT gene in vanG cluster	3002972	Strict	34.22	51.69	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_713863	k141_713863_9 # 9202 # 12348 # -1 # ID=35455_9;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.623	adeF	3000777	Strict	45.47	98.96	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_136277	k141_136277_3 # 758 # 1882 # -1 # ID=36515_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.532	vanT gene in vanG cluster	3002972	Strict	36.76	52.53	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_251045	k141_251045_1 # 589 # 1884 # 1 # ID=36881_1;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.581	vanW gene in vanI cluster	3003724	Strict	36.63	115.55	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_251931	k141_251931_44 # 42670 # 45876 # 1 # ID=38708_44;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.495	adeF	3000777	Strict	41.55	100.85	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_369871	k141_369871_3 # 2190 # 3314 # -1 # ID=39324_3;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.500	vanT gene in vanG cluster	3002972	Strict	36.81	52.53	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_252783	k141_252783_2 # 1907 # 2641 # -1 # ID=39991_2;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=4bp;gc_cont=0.276	vanY gene in vanB cluster	3002956	Strict	29.78	91.04	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_21450	k141_21450_3 # 820 # 1602 # 1 # ID=40580_3;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.725	vanY gene in vanM cluster	3002961	Strict	34.21	112.02	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin; teicoplanin	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_253548	k141_253548_2 # 259 # 1035 # -1 # ID=41535_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.547	vanW gene in vanI cluster	3003724	Strict	35.54	69.17	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_595344	k141_595344_4 # 2272 # 4143 # -1 # ID=41723_4;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.567	vanW gene in vanI cluster	3003724	Strict	30.56	167.02	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_22581	k141_22581_47 # 46015 # 47967 # 1 # ID=42760_47;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.484	vanT gene in vanG cluster	3002972	Strict	33.69	91.29	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_718369	k141_718369_35 # 40754 # 41428 # -1 # ID=43376_35;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.507	vanY gene in vanF cluster	3002958	Strict	31.98	76.45	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_140218	k141_140218_2 # 351 # 1124 # -1 # ID=43383_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.523	vanW gene in vanI cluster	3003724	Strict	43.27	68.9	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_833590	k141_833590_6 # 8149 # 9267 # -1 # ID=44230_6;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.489	vanT gene in vanG cluster	3002972	Strict	33.79	52.25	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_719136	k141_719136_2 # 718 # 1518 # -1 # ID=44815_2;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.421	OXA-17	3001412	Strict	99.62	100.0	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	cloxacillin; oxacillin; cefalotin	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_256279	k141_256279_2 # 1201 # 1992 # 1 # ID=47417_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.652	Erm(51)	3007033	Strict	99.62	100.0	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	erythromycin; clarithromycin; clindamycin; azithromycin; pristinamycin IB	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_835675	k141_835675_4 # 3015 # 4352 # 1 # ID=47956_4;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.598	vanT gene in vanG cluster	3002972	Strict	32.97	62.64	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_144569	k141_144569_2 # 759 # 3944 # 1 # ID=50156_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.695	adeF	3000777	Strict	45.56	100.19	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_837767	k141_837767_10 # 7542 # 8651 # -1 # ID=51793_10;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.623	vanT gene in vanG cluster	3002972	Strict	33.7	51.83	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_600352	k141_600352_6 # 5230 # 5565 # -1 # ID=53348_6;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.506	qacJ	3007014	Strict	39.42	103.74	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_839627	k141_839627_6 # 6233 # 9349 # 1 # ID=55260_6;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=5bp;gc_cont=0.547	adeF	3000777	Strict	46.76	98.02	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_379003	k141_379003_3 # 1563 # 2687 # 1 # ID=55437_3;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.353	vanT gene in vanG cluster	3002972	Strict	33.7	52.53	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_725226	k141_725226_2 # 1181 # 4363 # -1 # ID=55578_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.666	adeF	3000777	Strict	83.38	100.09	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_147894	k141_147894_3 # 1618 # 2310 # 1 # ID=55800_3;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.478	vanY gene in vanB cluster	3002956	Strict	32.03	86.19	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_487942	k141_487942_2 # 627 # 1982 # -1 # ID=59022_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.471	vanT gene in vanG cluster	3002972	Strict	31.25	63.34	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_263314	k141_263314_1 # 3 # 1193 # -1 # ID=59830_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.526	vanW gene in vanI cluster	3003724	Strict	29.33	106.43	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_488462	k141_488462_6 # 4281 # 5456 # 1 # ID=60266_6;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.681	vanT gene in vanG cluster	3002972	Strict	33.24	54.92	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_151126	k141_151126_2 # 538 # 2508 # 1 # ID=61364_2;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.642	vanT gene in vanG cluster	3002972	Strict	34.06	92.13	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_33734	k141_33734_2 # 735 # 2654 # 1 # ID=63649_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.531	tet(W)	3000194	Strict	99.84	100.0	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_265815	k141_265815_11 # 16025 # 19195 # 1 # ID=63987_11;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.684	adeF	3000777	Strict	45.17	99.72	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_266188	k141_266188_1 # 62 # 871 # 1 # ID=64689_1;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=12bp;gc_cont=0.330	vanY gene in vanB cluster	3002956	Strict	30.39	100.37	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_266196	k141_266196_1 # 62 # 871 # 1 # ID=64705_1;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.331	vanY gene in vanB cluster	3002956	Strict	30.39	100.37	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_153020	k141_153020_18 # 20249 # 22711 # -1 # ID=64768_18;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.469	vanT gene in vanG cluster	3002972	Strict	32.61	115.17	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	False	chromosome_like	1		
RM2016_USA_crossstudy_additional8	SRR5007116	k141_605607	k141_605607_2 # 1059 # 2279 # 1 # ID=65545_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.504	EreA	3000361	Strict	97.78	100.0	macrolide antibiotic	antibiotic inactivation	macrolide esterase	erythromycin; roxithromycin; clarithromycin	False	chromosome_like	1		
