seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k141_15405	5695	No terminal repeats	9	11	0.9358	NA	0	2.3829	NA	NA
k141_26174	1163	No terminal repeats	2	11	0.9319	NA	1	1.2425	NA	NA
k141_13471	3354	No terminal repeats	5	11	0.9248	NA	0	1.3478	NA	NA
k141_46	2577	No terminal repeats	5	11	0.9053	NA	0	3.6712	NA	NA
k141_17071	1073	No terminal repeats	2	11	0.8990	NA	1	1.1540	NA	NA
k141_11044	3206	No terminal repeats	5	11	0.8966	NA	1	2.7122	F_traE	NA
k141_3534	3257	No terminal repeats	3	11	0.8883	NA	0	0.7661	NA	NA
k141_4918	1070	No terminal repeats	2	11	0.8715	NA	1	1.2225	NA	NA
k141_21335	1225	No terminal repeats	2	11	0.8574	NA	1	1.5023	NA	NA
k141_10842	1424	No terminal repeats	4	11	0.8523	NA	1	1.5384	B_traF	NA
k141_14179	1185	No terminal repeats	2	11	0.8390	NA	1	1.9820	T_virB10	NA
k141_25086	3799	No terminal repeats	5	11	0.8284	NA	0	0.4966	NA	NA
k141_31634	7256	No terminal repeats	8	11	0.8283	NA	0	2.4123	NA	NA
k141_25854	2178	No terminal repeats	2	11	0.8157	NA	1	1.1426	NA	NA
k141_24578	2064	No terminal repeats	2	11	0.8108	NA	1	1.4636	F_traE	NA
k141_2373	3107	No terminal repeats	2	11	0.8022	NA	0	0.7437	NA	NA
k141_12495	3435	No terminal repeats	5	11	0.8022	NA	0	0.3200	NA	NA
k141_1142	1694	No terminal repeats	3	11	0.7960	NA	1	0.9584	I_traM	NA
k141_7215	5102	No terminal repeats	5	11	0.7906	NA	0	0.8518	NA	NA
k141_3178	2897	No terminal repeats	4	11	0.7819	NA	0	0.5300	NA	NA
k141_8578	2566	No terminal repeats	3	11	0.7817	NA	0	0.2520	NA	NA
k141_23654	3095	No terminal repeats	3	11	0.7741	NA	0	0.3444	NA	NA
k141_29607	3275	No terminal repeats	4	11	0.7740	NA	0	1.2468	NA	NA
k141_13532	3829	No terminal repeats	4	11	0.7730	NA	0	2.0171	NA	NA
k141_8143	4420	No terminal repeats	4	11	0.7689	NA	0	0.6304	NA	NA
k141_272	3017	No terminal repeats	4	11	0.7421	NA	0	0.7832	NA	NA
