seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k141_838596	7448	No terminal repeats	NA	10	11	0.9833	NA	2	15.2702	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1142928	3274	No terminal repeats	NA	9	11	0.9832	NA	2	15.0470	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Straboviridae
k141_353728	7085	No terminal repeats	NA	9	11	0.9832	NA	1	13.1596	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1202508	1811	No terminal repeats	NA	4	11	0.9832	NA	1	6.6696	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_638820	4246	No terminal repeats	NA	5	11	0.9832	NA	3	8.3971	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_764291	6112	No terminal repeats	NA	7	11	0.9831	NA	3	10.1154	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1184774	5916	No terminal repeats	NA	8	11	0.9831	NA	2	11.4934	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_326606	5839	No terminal repeats	NA	8	11	0.9831	NA	0	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_1113553	7968	No terminal repeats	NA	7	11	0.9831	NA	3	9.6195	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_670120	3321	No terminal repeats	NA	5	11	0.9831	NA	0	8.2684	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_967107	2673	No terminal repeats	NA	4	11	0.9831	NA	2	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae
k141_1252201	5456	No terminal repeats	NA	5	11	0.9831	NA	0	8.4637	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1006424	12230	No terminal repeats	NA	12	15	0.9831	NA	3	17.1828	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_226048	11876	No terminal repeats	NA	16	11	0.9831	NA	4	22.1434	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_834919	9620	No terminal repeats	NA	9	15	0.9831	NA	2	12.6934	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae
k141_955134	5049	No terminal repeats	NA	4	11	0.9831	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1118383	3151	No terminal repeats	NA	4	11	0.9830	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_562861	13915	No terminal repeats	NA	9	11	0.9830	NA	3	13.6576	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_238580	6003	No terminal repeats	NA	7	11	0.9830	NA	2	10.1924	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_900029	4597	No terminal repeats	NA	4	11	0.9830	NA	2	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae
k141_906353	3373	No terminal repeats	NA	4	11	0.9830	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae
k141_569454	6117	No terminal repeats	NA	6	11	0.9830	NA	3	9.6389	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae
k141_818398	7368	No terminal repeats	NA	13	15	0.9830	NA	0	18.5762	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_943815	22938	No terminal repeats	NA	9	15	0.9829	NA	2	13.5698	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae
k141_800269	3835	No terminal repeats	NA	7	11	0.9829	NA	1	9.9189	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_958036	7644	No terminal repeats	NA	7	11	0.9829	NA	3	11.6812	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_949823	7364	No terminal repeats	NA	13	11	0.9829	NA	0	16.3999	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_339187	3353	No terminal repeats	NA	7	11	0.9829	NA	3	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1012950	3203	No terminal repeats	NA	10	11	0.9829	NA	1	15.3426	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Straboviridae
k141_15812	4662	No terminal repeats	NA	5	15	0.9829	NA	1	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_167458	6374	No terminal repeats	NA	8	11	0.9829	NA	1	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_982228	4461	No terminal repeats	NA	5	11	0.9829	NA	1	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_902020	4016	No terminal repeats	NA	4	11	0.9829	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_444792	7667	No terminal repeats	NA	9	11	0.9829	NA	2	13.1050	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_181434	3133	No terminal repeats	NA	4	11	0.9829	NA	0	6.5574	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_843997	3495	No terminal repeats	NA	4	11	0.9829	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae
k141_85524	3559	No terminal repeats	NA	4	11	0.9829	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_196554	2065	No terminal repeats	NA	3	11	0.9829	NA	1	4.4292	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_325465	5367	No terminal repeats	NA	5	11	0.9829	NA	0	7.4210	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1170201	12917	No terminal repeats	NA	12	11	0.9829	NA	6	18.9011	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_642063	7642	No terminal repeats	NA	10	11	0.9829	NA	6	14.9558	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_94398	4538	No terminal repeats	NA	8	11	0.9829	NA	1	11.9440	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_437325	8071	No terminal repeats	NA	11	15	0.9829	NA	0	15.4440	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_22751	7681	No terminal repeats	NA	11	11	0.9829	NA	0	13.6824	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1149513	14360	No terminal repeats	NA	17	11	0.9828	NA	3	23.0360	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_938786	3270	No terminal repeats	NA	6	11	0.9828	NA	3	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_433945	6873	No terminal repeats	NA	9	11	0.9828	NA	2	13.6957	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_990783	2639	No terminal repeats	NA	3	11	0.9828	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_936467	4458	No terminal repeats	NA	4	15	0.9828	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae
k141_1159586	2957	No terminal repeats	NA	4	11	0.9828	NA	1	6.6788	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_345908	2754	No terminal repeats	NA	6	11	0.9828	NA	2	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_523136	4309	No terminal repeats	NA	6	11	0.9828	NA	1	8.3971	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_256935	3556	No terminal repeats	NA	4	11	0.9828	NA	4	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
k141_1072673	4411	No terminal repeats	NA	4	11	0.9828	NA	2	6.6713	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_230507	3192	No terminal repeats	NA	4	15	0.9828	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_871914	2901	No terminal repeats	NA	3	11	0.9828	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_727211	3193	No terminal repeats	NA	6	11	0.9828	NA	4	9.9877	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1224867	13708	No terminal repeats	NA	13	11	0.9828	NA	2	16.1276	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_49279	3963	No terminal repeats	NA	5	11	0.9827	NA	1	8.5226	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_327201	7660	No terminal repeats	NA	9	11	0.9827	NA	4	13.5519	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_859071	4203	No terminal repeats	NA	4	11	0.9827	NA	2	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae
k141_974015	9641	No terminal repeats	NA	13	11	0.9827	NA	4	19.5369	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_123401	4718	No terminal repeats	NA	5	11	0.9827	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_871768	7661	No terminal repeats	NA	9	11	0.9827	NA	1	12.6366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae
k141_727238	1958	No terminal repeats	NA	5	11	0.9827	NA	1	7.7365	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_244232	3946	No terminal repeats	NA	8	11	0.9827	NA	3	11.6227	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1036976	4034	No terminal repeats	NA	4	11	0.9827	NA	0	6.8539	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_440554	3299	No terminal repeats	NA	4	11	0.9827	NA	2	6.4580	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae
k141_283081	11103	No terminal repeats	NA	10	11	0.9827	NA	1	13.7463	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_433664	3772	No terminal repeats	NA	5	11	0.9827	NA	1	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1130089	9703	No terminal repeats	NA	14	11	0.9827	NA	4	14.8158	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_510644	2081	No terminal repeats	NA	5	11	0.9826	NA	1	8.3971	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_473178	2501	No terminal repeats	NA	3	15	0.9826	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
k141_406465	4118	No terminal repeats	NA	6	11	0.9826	NA	2	9.9214	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1142349	7505	No terminal repeats	NA	8	11	0.9826	NA	0	11.8194	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_701637	10688	No terminal repeats	NA	23	11	0.9826	NA	0	32.6474	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1755	11456	No terminal repeats	NA	14	11	0.9826	NA	3	21.8669	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_368187	1981	No terminal repeats	NA	6	11	0.9826	NA	1	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Straboviridae
k141_278519	7214	No terminal repeats	NA	11	11	0.9826	NA	3	13.5198	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1036436	8138	No terminal repeats	NA	7	11	0.9826	NA	4	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
k141_51337	2620	No terminal repeats	NA	5	11	0.9826	NA	0	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_491715	5548	No terminal repeats	NA	7	11	0.9826	NA	0	10.3058	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_351081	1476	No terminal repeats	NA	4	11	0.9826	NA	2	6.3352	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1132816	2119	No terminal repeats	NA	4	11	0.9826	NA	1	6.3870	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae
k141_740085	5475	No terminal repeats	NA	7	11	0.9826	NA	4	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_823237	4828	No terminal repeats	NA	4	11	0.9826	NA	2	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_119057	3482	No terminal repeats	NA	6	11	0.9826	NA	1	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_658398	4102	No terminal repeats	NA	7	11	0.9826	NA	1	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_791427	5069	No terminal repeats	NA	5	11	0.9826	NA	2	7.3993	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_639568	4788	No terminal repeats	NA	6	15	0.9826	NA	1	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_256393	2800	No terminal repeats	NA	4	11	0.9826	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_85100	7563	No terminal repeats	NA	5	4	0.9825	NA	2	6.6558	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_143835	23321	No terminal repeats	NA	28	11	0.9825	NA	7	39.0217	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1125136	5241	No terminal repeats	NA	6	15	0.9825	NA	0	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_994288	7144	No terminal repeats	NA	13	11	0.9825	NA	7	21.8774	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Straboviridae
k141_477501	11279	No terminal repeats	NA	17	11	0.9825	NA	6	25.5799	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_595974	3792	No terminal repeats	NA	5	11	0.9825	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_874549	2033	No terminal repeats	NA	4	11	0.9825	NA	2	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_529747	3827	No terminal repeats	NA	8	11	0.9825	NA	3	10.4457	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_375386	3895	No terminal repeats	NA	7	11	0.9825	NA	3	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_327816	3109	No terminal repeats	NA	8	11	0.9825	NA	1	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1017984	3050	No terminal repeats	NA	3	11	0.9825	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_815845	4019	No terminal repeats	NA	9	11	0.9825	NA	6	14.6773	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_305815	2975	No terminal repeats	NA	5	11	0.9825	NA	1	8.3971	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_646699	2601	No terminal repeats	NA	5	11	0.9825	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_890029	4128	No terminal repeats	NA	6	11	0.9825	NA	1	8.4637	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_775608	19597	No terminal repeats	NA	38	11	0.9825	NA	0	49.4500	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1122483	7462	No terminal repeats	NA	9	11	0.9825	NA	1	15.1087	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_894896	8758	No terminal repeats	NA	10	11	0.9824	NA	2	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1017267	8314	No terminal repeats	NA	4	11	0.9824	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_541174	16581	No terminal repeats	NA	17	11	0.9824	NA	6	25.1970	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_556315	2968	No terminal repeats	NA	4	11	0.9824	NA	1	6.7545	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1206872	4347	No terminal repeats	NA	6	11	0.9824	NA	0	8.3749	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_243362	5365	No terminal repeats	NA	5	11	0.9824	NA	3	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_213757	6061	No terminal repeats	NA	9	11	0.9824	NA	0	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1250473	3606	No terminal repeats	NA	5	11	0.9824	NA	3	8.3716	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_60736	3294	No terminal repeats	NA	5	11	0.9824	NA	2	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_802748	1156	No terminal repeats	NA	3	11	0.9824	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1181832	2727	No terminal repeats	NA	4	11	0.9824	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_240999	4547	No terminal repeats	NA	4	11	0.9824	NA	1	6.4424	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_804779	4080	No terminal repeats	NA	6	11	0.9824	NA	2	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
k141_1017553	3566	No terminal repeats	NA	7	11	0.9824	NA	0	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_892170	1687	No terminal repeats	NA	4	11	0.9824	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1116389	8230	No terminal repeats	NA	7	15	0.9824	NA	3	11.5418	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae
k141_245139	3483	No terminal repeats	NA	5	15	0.9823	NA	2	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae
k141_1006357	2877	No terminal repeats	NA	4	11	0.9823	NA	0	6.3689	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_507424	5127	No terminal repeats	NA	5	11	0.9823	NA	2	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_851521	2398	No terminal repeats	NA	6	11	0.9823	NA	3	8.5676	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
k141_578815	3146	No terminal repeats	NA	4	11	0.9823	NA	0	6.4773	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_733930	6240	No terminal repeats	NA	7	11	0.9823	NA	4	7.8136	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_178530	5185	No terminal repeats	NA	5	11	0.9823	NA	3	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_1221345	3719	No terminal repeats	NA	5	11	0.9823	NA	2	8.3277	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae
k141_797385	3915	No terminal repeats	NA	4	11	0.9823	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_1143690	9149	No terminal repeats	NA	12	11	0.9823	NA	1	11.7375	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1204447	7113	No terminal repeats	NA	11	11	0.9823	NA	2	15.4103	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_29027	5983	No terminal repeats	NA	13	11	0.9823	NA	1	18.5618	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Straboviridae
k141_30543	2243	No terminal repeats	NA	4	15	0.9823	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_552553	22829	No terminal repeats	NA	15	11	0.9823	NA	3	15.2061	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_374187	2322	No terminal repeats	NA	4	11	0.9823	NA	1	6.6580	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_968408	12533	No terminal repeats	NA	10	15	0.9823	NA	1	10.1271	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_342703	4934	No terminal repeats	NA	8	11	0.9823	NA	0	9.9164	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_159538	3398	No terminal repeats	NA	3	11	0.9823	NA	3	4.9605	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_981529	6005	No terminal repeats	NA	10	11	0.9823	NA	1	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_253817	9247	No terminal repeats	NA	12	11	0.9823	NA	3	17.1828	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_346889	3863	No terminal repeats	NA	3	15	0.9823	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae
k141_2203	16606	No terminal repeats	NA	19	11	0.9823	NA	2	19.8590	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_267415	7651	No terminal repeats	NA	9	11	0.9823	NA	6	14.6180	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_999899	15490	No terminal repeats	NA	14	11	0.9822	NA	1	23.8261	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_558553	13889	No terminal repeats	NA	18	11	0.9822	NA	3	18.7808	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
k141_1105997	3358	No terminal repeats	NA	5	11	0.9822	NA	2	6.8579	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
