ORF_ID	Contig	Start	Stop	Orientation	Cut_Off	Pass_Bitscore	Best_Hit_Bitscore	Best_Hit_ARO	Best_Identities	ARO	Model_type	SNPs_in_Best_Hit_ARO	Other_SNPs	Drug Class	Resistance Mechanism	AMR Gene Family	Percentage Length of Reference Sequence	ID	Model_ID	Nudged	Note	Hit_Start	Hit_End	Antibiotic	AST_Source
k141_10457_4 # 7227 # 9152 # 1 # ID=15014_4;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=5bp;gc_cont=0.400	k141_10457	7227	9152	+	Strict	300	1242.6	tet(Q)	97.04	3000191	protein homolog model	n/a	n/a	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	97.56	gnl|BL_ORD_ID|1220|hsp_num:0	1183			48	1971	tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	
k141_11944_1 # 154 # 366 # 1 # ID=17159_1;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.408	k141_11944	154	366	+	Strict	100	114.0	vanU gene in vanG cluster	80.6	3004253	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanU	93.33	gnl|BL_ORD_ID|4737|hsp_num:0	943			0	201	vancomycin	
k141_11987_1 # 134 # 988 # 1 # ID=17209_1;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.421	k141_11987	134	988	+	Perfect	400	572.0	ACI-1	100.0	3004359	protein homolog model	n/a	n/a	cephalosporin; penam; penem	antibiotic inactivation	ACI beta-lactamase	100.00	gnl|BL_ORD_ID|2483|hsp_num:0	2874			0	852	penicillin; ceftazidime; amoxicillin; cefotaxime; ticarcillin	
k141_935010_2 # 945 # 1277 # -1 # ID=17440_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.420	k141_935010	945	1277	-	Strict	75	82.0	qacG	42.86	3007015	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	102.80	gnl|BL_ORD_ID|4662|hsp_num:0	5731			3	318	benzalkonium chloride	
k141_935050_1 # 157 # 489 # -1 # ID=17566_1;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.550	k141_935050	157	489	-	Strict	75	100.5	qacJ	41.9	3007014	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	102.80	gnl|BL_ORD_ID|4661|hsp_num:0	5730			3	318	benzalkonium chloride	
k141_538047_40 # 43487 # 44668 # -1 # ID=18928_40;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=3-4bp;gc_cont=0.351	k141_538047	43487	44668	-	Strict	175	244.6	vanT gene in vanG cluster	38.38	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	55.20	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1026	2115	vancomycin	
k141_277090_2 # 1806 # 2498 # -1 # ID=19441_2;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=7bp;gc_cont=0.309	k141_277090	1806	2498	-	Strict	50	119.4	vanW gene in vanG cluster	37.02	3002965	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	81.85	gnl|BL_ORD_ID|4742|hsp_num:0	1622			126	669	vancomycin	
k141_278033_6 # 4212 # 5354 # -1 # ID=20729_6;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.595	k141_278033	4212	5354	-	Strict	175	369.4	vanT gene in vanG cluster	49.47	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	53.37	gnl|BL_ORD_ID|1523|hsp_num:0	1561			996	2118	vancomycin	
k141_278033_8 # 5855 # 6502 # -1 # ID=20729_8;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.597	k141_278033	5855	6502	-	Strict	125	217.2	vanXY gene in vanG cluster	52.66	3003069	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanXY	84.65	gnl|BL_ORD_ID|305|hsp_num:0	253			129	747	vancomycin	
k141_802174_4 # 1485 # 2711 # -1 # ID=21569_4;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.311	k141_802174	1485	2711	-	Strict	400	793.9	EreD	95.34	3004608	protein homolog model	n/a	n/a	macrolide antibiotic	antibiotic inactivation	macrolide esterase	100.00	gnl|BL_ORD_ID|1194|hsp_num:0	3305			0	1224	erythromycin	
k141_16395_2 # 621 # 1829 # 1 # ID=23179_2;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.599	k141_16395	621	1829	+	Strict	175	212.2	vanT gene in vanG cluster	34.57	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	56.46	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1044	2118	vancomycin	
k141_412233_3 # 2155 # 5262 # 1 # ID=24268_3;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.530	k141_412233	2155	5262	+	Strict	750	796.6	adeF	43.65	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	97.73	gnl|BL_ORD_ID|133|hsp_num:0	153			45	3159	tetracycline	
k141_542182_1 # 3 # 962 # 1 # ID=26182_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.695	k141_542182	3	962	+	Strict	50	72.0	vanW gene in vanI cluster	30.27	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	85.52	gnl|BL_ORD_ID|4747|hsp_num:0	2242			534	1044	vancomycin; teicoplanin	
k141_941939_1 # 236 # 1120 # -1 # ID=27135_1;partial=00;start_type=ATG;rbs_motif=AAAAA;rbs_spacer=11bp;gc_cont=0.367	k141_941939	236	1120	-	Strict	500	590.9	mphG	99.32	3003742	protein homolog model	n/a	n/a	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	100.00	gnl|BL_ORD_ID|2042|hsp_num:0	2259			0	882	erythromycin; clarithromycin; azithromycin	
k141_150924_13 # 14436 # 15545 # -1 # ID=27537_13;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.542	k141_150924	14436	15545	-	Strict	175	215.7	vanT gene in vanG cluster	37.06	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	51.83	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1032	2118	vancomycin	
k141_543263_2 # 469 # 3555 # 1 # ID=28045_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.609	k141_543263	469	3555	+	Strict	750	781.9	adeF	43.57	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	97.17	gnl|BL_ORD_ID|133|hsp_num:0	153			6	3111	tetracycline	
k141_805723_1 # 24 # 968 # -1 # ID=28384_1;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.261	k141_805723	24	968	-	Strict	50	100.9	vanY gene in vanA cluster	34.78	3002955	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	103.63	gnl|BL_ORD_ID|4668|hsp_num:0	89			135	663	vancomycin; teicoplanin	
k141_153564_3 # 1452 # 1952 # -1 # ID=30955_3;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.327	k141_153564	1452	1952	-	Strict	150	201.8	nimJ	60.13	3007112	protein homolog model	n/a	n/a	nitroimidazole antibiotic	antibiotic inactivation	nitroimidazole reductase	100.61	gnl|BL_ORD_ID|4790|hsp_num:0	5785			9	483	metronidazole	
k141_944539_8 # 5219 # 6346 # 1 # ID=31404_8;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.694	k141_944539	5219	6346	+	Strict	175	202.6	vanT gene in vanG cluster	34.52	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	52.67	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1038	2118	vancomycin	
k141_545186_3 # 3737 # 4720 # 1 # ID=31505_3;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.439	k141_545186	3737	4720	+	Strict	200	252.7	vanH gene in vanO cluster	41.48	3002948	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanH; glycopeptide resistance gene cluster	93.43	gnl|BL_ORD_ID|762|hsp_num:0	786			108	1029	vancomycin	
k141_22165_4 # 2678 # 5845 # 1 # ID=31672_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.671	k141_22165	2678	5845	+	Strict	750	1035.0	adeF	53.04	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.62	gnl|BL_ORD_ID|133|hsp_num:0	153			0	3105	tetracycline	
k141_23249_14 # 14252 # 16174 # -1 # ID=33348_14;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.307	k141_23249	14252	16174	-	Strict	300	1238.4	tet(44)	96.56	3000556	protein homolog model	n/a	n/a	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100.00	gnl|BL_ORD_ID|1198|hsp_num:0	1171			0	1920	tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	
k141_419423_2 # 258 # 992 # 1 # ID=34403_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.265	k141_419423	258	992	+	Strict	400	482.3	ErmG	99.59	3000522	protein homolog model	n/a	n/a	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	100.00	gnl|BL_ORD_ID|916|hsp_num:0	989			0	732	erythromycin; roxithromycin; lincomycin; telithromycin; clarithromycin; clindamycin; tylosin; spiramycin; azithromycin; dirithromycin; pristinamycin IA; quinupristin; virginiamycin M1; madumycin II; griseoviridin; dalfopristin; pristinamycin IB; virginiamycin S2; pristinamycin IC; vernamycin C; patricin A; patricin B; ostreogrycin B3; oleandomycin	
k141_24218_9 # 7672 # 9153 # 1 # ID=34688_9;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.440	k141_24218	7672	9153	+	Strict	50	122.5	vanW gene in vanI cluster	31.12	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	132.44	gnl|BL_ORD_ID|4747|hsp_num:0	2242			114	1050	vancomycin; teicoplanin	
k141_946847_3 # 1940 # 2980 # 1 # ID=34746_3;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.316	k141_946847	1940	2980	+	Strict	400	521.9	tetB(P)	76.88	3000195	protein homolog model	n/a	n/a	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	53.22	gnl|BL_ORD_ID|738|hsp_num:0	804			6	1044	tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	
k141_947517_3 # 1294 # 2526 # -1 # ID=35708_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.473	k141_947517	1294	2526	-	Strict	50	72.8	vanY gene in vanM cluster	31.49	3002961	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	175.97	gnl|BL_ORD_ID|1674|hsp_num:0	1713			21	531	vancomycin; teicoplanin	
k141_26606_1 # 303 # 1091 # 1 # ID=38185_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.442	k141_26606	303	1091	+	Strict	400	517.7	aadA27	99.62	3004682	protein homolog model	n/a	n/a	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')	100.00	gnl|BL_ORD_ID|2242|hsp_num:0	3381			0	786	spectinomycin; streptomycin	
k141_291629_1 # 2 # 1327 # 1 # ID=39027_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.281	k141_291629	2	1327	+	Strict	50	122.5	vanW gene in vanI cluster	32.07	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	118.23	gnl|BL_ORD_ID|4747|hsp_num:0	2242			339	1050	vancomycin; teicoplanin	
k141_423428_6 # 2452 # 4143 # 1 # ID=39908_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.463	k141_423428	2452	4143	+	Strict	600	1069.3	ICR-Mo	96.09	3004569	protein homolog model	n/a	n/a	peptide antibiotic	antibiotic target alteration	intrinsic colistin resistant phosphoethanolamine transferase	100.90	gnl|BL_ORD_ID|2715|hsp_num:0	3271			30	1674	colistin A; colistin B	
k141_27705_33 # 39991 # 41109 # 1 # ID=40022_33;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.464	k141_27705	39991	41109	+	Strict	175	211.5	vanT gene in vanG cluster	34.95	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	52.25	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1035	2127	vancomycin	
k141_550190_1 # 144 # 473 # -1 # ID=40079_1;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.639	k141_550190	144	473	-	Strict	75	95.5	qacG	46.23	3007015	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	101.87	gnl|BL_ORD_ID|4662|hsp_num:0	5731			0	318	benzalkonium chloride	
k141_160271_3 # 1030 # 1359 # 1 # ID=40364_3;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.400	k141_160271	1030	1359	+	Strict	75	83.6	qacJ	37.74	3007014	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	101.87	gnl|BL_ORD_ID|4661|hsp_num:0	5730			0	318	benzalkonium chloride	
k141_812973_1 # 334 # 1446 # 1 # ID=41264_1;partial=00;start_type=GTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.429	k141_812973	334	1446	+	Strict	175	235.3	vanT gene in vanG cluster	38.42	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	51.97	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1032	2118	vancomycin	
k141_28578_80 # 73763 # 76891 # -1 # ID=41405_80;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.535	k141_28578	73763	76891	-	Strict	750	811.2	adeF	44.66	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	98.39	gnl|BL_ORD_ID|133|hsp_num:0	153			12	3093	tetracycline	
k141_28778_1 # 96 # 1043 # 1 # ID=41644_1;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.416	k141_28778	96	1043	+	Strict	50	138.3	vanY gene in vanB cluster	40.86	3002956	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	117.54	gnl|BL_ORD_ID|603|hsp_num:0	556			255	798	vancomycin	
k141_293671_4 # 1345 # 2877 # 1 # ID=41745_4;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.500	k141_293671	1345	2877	+	Strict	50	114.0	vanW gene in vanI cluster	28.27	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	137.00	gnl|BL_ORD_ID|4747|hsp_num:0	2242			24	1050	vancomycin; teicoplanin	
k141_424819_3 # 3256 # 4986 # -1 # ID=41876_3;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.292	k141_424819	3256	4986	-	Strict	50	131.3	vanW gene in vanI cluster	34.51	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	154.42	gnl|BL_ORD_ID|4747|hsp_num:0	2242			402	1059	vancomycin; teicoplanin	
