seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k141_633539	3407	No terminal repeats	5	11	0.9956	NA	1	3.5983	MOBQ	NA
k141_149559	1619	No terminal repeats	2	11	0.9956	NA	2	3.4339	MOBP1	NA
k141_1150512	10280	No terminal repeats	15	11	0.9956	NA	0	21.5013	NA	NA
k141_139943	2216	DTR	4	11	0.9956	NA	1	4.3112	NA	NA
k141_302365	10250	No terminal repeats	15	11	0.9956	NA	12	17.2639	F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NA
k141_1715455	1285	No terminal repeats	3	11	0.9956	NA	2	3.0740	NA	NA
k141_839101	2574	No terminal repeats	2	11	0.9956	NA	1	2.7939	NA	NA
k141_1138710	1202	No terminal repeats	2	11	0.9956	NA	2	3.3988	MOBP1	NA
k141_91383	1382	No terminal repeats	2	11	0.9956	NA	2	2.5758	NA	NA
k141_1811761	3879	No terminal repeats	5	11	0.9955	NA	3	4.5921	MOBP1	NA
k141_1277667	1332	No terminal repeats	3	11	0.9955	NA	2	3.0740	NA	NA
k141_2099072	2202	No terminal repeats	4	11	0.9955	NA	1	4.5304	NA	NA
k141_120095	1009	No terminal repeats	2	11	0.9955	NA	1	3.1422	NA	NA
k141_1640110	38143	No terminal repeats	40	11	0.9955	NA	11	33.7798	T_virB5;T_virB10;T_virB9;T_virB8;virb4;T_virB2	NA
k141_1897745	1390	No terminal repeats	2	11	0.9955	NA	2	3.2077	MOBQ	NA
k141_2015924	1893	No terminal repeats	3	11	0.9955	NA	3	4.5731	NA	NA
k141_1475408	5201	No terminal repeats	7	11	0.9955	NA	5	8.1442	T_virB9;T_virB10;T_virB5	NA
k141_1067540	2052	No terminal repeats	3	11	0.9955	NA	1	4.0684	NA	NA
k141_816381	2877	No terminal repeats	4	11	0.9955	NA	0	4.2864	NA	NA
k141_875983	21078	No terminal repeats	19	11	0.9954	NA	0	17.5877	NA	NA
k141_2120198	1717	No terminal repeats	4	11	0.9954	NA	2	4.8016	NA	NA
k141_1567907	3102	No terminal repeats	2	11	0.9954	NA	0	3.4366	NA	NA
k141_93463	4135	No terminal repeats	4	11	0.9954	NA	1	4.5135	MOBQ	NA
k141_1384773	2630	No terminal repeats	4	11	0.9954	NA	0	5.1548	NA	NA
k141_2041969	2800	No terminal repeats	4	11	0.9954	NA	3	3.8496	MOBQ	NA
k141_1747764	2130	No terminal repeats	4	11	0.9954	NA	1	4.1134	NA	NA
k141_1231900	4458	No terminal repeats	4	11	0.9954	NA	2	5.1548	MOBP1	NA
k141_1804265	4866	No terminal repeats	6	11	0.9954	NA	4	4.4592	T_virB5;virb4;T_virB3;T_virB2;T_virB11	NA
k141_2161947	1115	No terminal repeats	2	11	0.9954	NA	2	3.4366	T_virB3;T_virB2	NA
k141_1371270	1098	No terminal repeats	2	11	0.9954	NA	2	2.1806	NA	NA
k141_689942	2569	No terminal repeats	4	11	0.9953	NA	3	3.4202	MOBP1	NA
k141_887938	3108	No terminal repeats	2	11	0.9953	NA	2	2.6616	NA	NA
k141_1790851	1085	No terminal repeats	2	11	0.9953	NA	2	3.1408	MOBP1	NA
k141_2035216	1258	No terminal repeats	2	11	0.9953	NA	1	3.3129	NA	NA
k141_2177179	6886	DTR	11	11	0.9953	NA	2	10.2529	MOBB;t4cp1	NA
k141_906833	3330	No terminal repeats	5	11	0.9953	NA	2	4.3607	MOBP1	NA
k141_1745783	3417	No terminal repeats	2	11	0.9953	NA	2	2.6616	NA	NA
k141_1154618	1741	No terminal repeats	4	11	0.9953	NA	2	5.1174	MOBQ	NA
k141_1518772	3189	No terminal repeats	6	11	0.9953	NA	1	4.6531	NA	NA
k141_339444	1027	No terminal repeats	2	11	0.9953	NA	2	3.1408	MOBP1	NA
k141_1250826	5245	DTR	8	11	0.9953	NA	3	6.9392	MOBP1	NA
k141_1316927	1617	No terminal repeats	2	11	0.9953	NA	2	2.9571	MOBP1	NA
k141_596040	1963	No terminal repeats	4	11	0.9953	NA	1	4.2795	NA	NA
k141_1771187	3128	No terminal repeats	5	11	0.9953	NA	3	5.3451	T_virB6	NA
k141_743016	3172	No terminal repeats	4	11	0.9953	NA	1	4.3112	NA	NA
k141_1961347	2102	DTR	4	11	0.9953	NA	1	3.6942	NA	NA
k141_1018767	2828	No terminal repeats	3	11	0.9953	NA	1	3.1262	NA	NA
k141_895692	1571	No terminal repeats	4	11	0.9953	NA	1	4.3112	NA	NA
k141_295679	4475	No terminal repeats	5	11	0.9952	NA	1	4.0671	MOBC	NA
k141_913934	2329	No terminal repeats	3	11	0.9952	NA	1	3.3343	NA	NA
k141_1103124	3244	No terminal repeats	4	11	0.9952	NA	0	4.0276	NA	NA
k141_318387	2792	No terminal repeats	5	11	0.9952	NA	0	3.0499	NA	NA
k141_2085049	1377	No terminal repeats	4	11	0.9952	NA	1	6.7069	F_traV	NA
k141_302453	3654	No terminal repeats	3	11	0.9952	NA	0	3.4366	NA	NA
k141_1558228	5816	No terminal repeats	6	11	0.9952	NA	1	5.9646	MOBQ	NA
k141_2068012	4582	No terminal repeats	5	11	0.9952	NA	2	2.4831	MOBQ	NA
k141_823637	2064	No terminal repeats	3	11	0.9952	NA	1	3.4296	NA	NA
k141_1439959	1452	No terminal repeats	2	11	0.9952	NA	2	2.9571	MOBP1	NA
k141_576004	5349	No terminal repeats	5	11	0.9952	NA	2	2.4580	MOBQ	NA
k141_202326	1787	No terminal repeats	2	11	0.9952	NA	2	2.9571	MOBP1	NA
k141_624508	3242	No terminal repeats	5	11	0.9952	NA	2	4.4576	NA	NA
k141_546373	2107	No terminal repeats	2	11	0.9952	NA	2	3.4366	MOBP1	NA
k141_1524184	3845	No terminal repeats	6	11	0.9951	NA	1	5.7721	NA	NA
k141_74384	4258	No terminal repeats	7	11	0.9951	NA	6	8.5919	F_traL;F_traE;F_traK;F_traV	NA
k141_316828	6177	No terminal repeats	11	11	0.9951	NA	2	6.9353	MOBB	NA
k141_613839	1695	No terminal repeats	1	11	0.9951	NA	1	1.7183	MOBP1	NA
k141_551547	1120	No terminal repeats	1	11	0.9951	NA	1	1.7183	NA	NA
k141_143859	2408	No terminal repeats	4	11	0.9951	NA	2	3.0740	NA	NA
k141_1325429	3181	No terminal repeats	2	11	0.9951	NA	0	3.4366	NA	NA
k141_293954	1187	No terminal repeats	2	11	0.9951	NA	1	3.2077	MOBQ	NA
k141_1651245	2076	No terminal repeats	5	11	0.9951	NA	1	6.4809	NA	NA
k141_8354	5158	No terminal repeats	8	11	0.9951	NA	2	8.3625	MOBQ	NA
k141_235779	1255	No terminal repeats	2	11	0.9951	NA	2	2.9698	MOBP1	NA
k141_932835	1096	No terminal repeats	2	11	0.9950	NA	1	2.5815	NA	NA
k141_2047847	2656	No terminal repeats	5	11	0.9950	NA	1	4.1114	NA	NA
k141_174846	1380	No terminal repeats	2	11	0.9950	NA	1	2.8300	NA	NA
k141_41542	6067	DTR	9	11	0.9950	NA	2	5.6841	MOBV	NA
k141_75620	3142	No terminal repeats	4	11	0.9950	NA	1	4.9260	MOBQ	NA
k141_1451929	3472	No terminal repeats	5	11	0.9950	NA	2	4.9260	MOBQ	NA
k141_1951028	3173	No terminal repeats	4	11	0.9950	NA	2	3.0483	MOBP1	NA
k141_1908681	2588	No terminal repeats	4	11	0.9950	NA	0	2.5774	NA	NA
k141_750002	2768	No terminal repeats	3	11	0.9950	NA	2	2.5461	NA	NA
k141_2041534	1653	No terminal repeats	2	11	0.9950	NA	2	2.9387	MOBP1	NA
k141_1405359	1680	No terminal repeats	3	11	0.9950	NA	1	3.0217	MOBB	NA
k141_1667371	4535	No terminal repeats	5	11	0.9950	NA	1	3.1997	NA	NA
k141_1017040	3107	No terminal repeats	3	11	0.9950	NA	2	3.4366	NA	NA
k141_2177194	4292	DTR	4	11	0.9949	NA	2	4.5193	MOBP1	NA
k141_1675722	1349	No terminal repeats	3	11	0.9949	NA	1	3.6942	NA	NA
k141_1356790	3889	No terminal repeats	7	11	0.9949	NA	1	3.4510	NA	NA
k141_2177192	5006	DTR	8	11	0.9949	NA	2	7.4764	MOBP1	NA
k141_890361	6340	No terminal repeats	8	11	0.9949	NA	0	6.7730	NA	NA
k141_1872443	3656	No terminal repeats	6	11	0.9949	NA	0	4.8785	NA	NA
k141_2006478	2402	No terminal repeats	3	11	0.9949	NA	1	2.8010	NA	NA
k141_105295	1800	No terminal repeats	4	11	0.9949	NA	3	3.4202	MOBP1	NA
k141_1156006	2518	No terminal repeats	3	11	0.9949	NA	2	3.2373	MOBQ	NA
k141_1831449	3011	No terminal repeats	4	11	0.9949	NA	0	5.1548	NA	NA
k141_1349287	1773	No terminal repeats	2	15	0.9949	NA	2	3.4366	MOBP1	NA
k141_1235456	3336	No terminal repeats	4	11	0.9949	NA	2	3.4773	NA	NA
k141_581283	4101	No terminal repeats	6	11	0.9949	NA	1	4.9819	NA	NA
k141_1242014	1813	No terminal repeats	2	11	0.9949	NA	1	3.0217	MOBB	NA
k141_1503559	1300	No terminal repeats	2	11	0.9949	NA	2	2.9571	MOBP1	NA
k141_2132579	1938	No terminal repeats	3	11	0.9949	NA	2	3.4366	MOBP1	NA
k141_751440	3817	No terminal repeats	5	11	0.9949	NA	1	2.5487	NA	NA
k141_628067	5417	No terminal repeats	7	11	0.9949	NA	2	5.1421	MOBP1	NA
k141_825372	4455	No terminal repeats	6	11	0.9949	NA	1	3.0609	NA	NA
k141_1267023	2644	No terminal repeats	3	11	0.9949	NA	0	3.3608	NA	NA
k141_2151546	5612	No terminal repeats	9	11	0.9949	NA	1	7.7751	NA	NA
k141_531649	2479	No terminal repeats	4	11	0.9949	NA	3	4.5731	MOBP1	NA
k141_542491	5366	No terminal repeats	6	11	0.9949	NA	1	3.9930	NA	NA
k141_287651	1377	No terminal repeats	2	11	0.9949	NA	1	3.2077	MOBQ	NA
k141_448561	2181	No terminal repeats	3	11	0.9948	NA	1	2.5929	NA	NA
k141_1828144	3144	No terminal repeats	6	11	0.9948	NA	1	4.2063	NA	NA
k141_1834509	1061	No terminal repeats	2	11	0.9948	NA	2	3.4366	MOBP1	NA
k141_20946	6008	No terminal repeats	9	11	0.9948	NA	3	7.7787	NA	NA
k141_219683	1553	No terminal repeats	3	11	0.9948	NA	2	3.4366	NA	NA
k141_942238	3648	No terminal repeats	5	11	0.9948	NA	2	1.5812	MOBP1	NA
k141_61567	4506	No terminal repeats	8	11	0.9948	NA	3	5.7946	NA	NA
k141_899550	27365	No terminal repeats	12	11	0.9948	NA	1	15.4645	I_traW	NA
k141_735028	1284	No terminal repeats	3	11	0.9948	NA	1	4.7429	T_virB5	NA
k141_1391167	3726	No terminal repeats	4	11	0.9948	NA	0	2.5141	NA	NA
k141_315606	3717	No terminal repeats	5	11	0.9948	NA	4	7.1952	virb4;T_virB3;T_virB1	NA
k141_1751480	1254	No terminal repeats	2	11	0.9948	NA	2	3.0967	MOBP1	NA
k141_244022	4529	No terminal repeats	4	11	0.9948	NA	3	5.9456	F_traG;F_traH	NA
k141_912539	1900	No terminal repeats	5	11	0.9948	NA	2	5.5870	NA	NA
k141_359696	8388	No terminal repeats	12	11	0.9948	NA	3	8.0219	MOBP1	NA
k141_437804	3209	No terminal repeats	6	11	0.9948	NA	1	5.0034	NA	NA
k141_823472	4930	No terminal repeats	6	11	0.9948	NA	2	4.7146	MOBP1	NA
k141_2143032	2878	DTR	5	11	0.9948	NA	1	3.7698	NA	NA
k141_677349	2697	DTR	3	11	0.9948	NA	0	2.8196	NA	NA
k141_148625	2595	No terminal repeats	4	11	0.9948	NA	1	5.2974	T_virB6	NA
k141_145233	1694	No terminal repeats	1	4	0.9947	NA	1	1.7183	MOBP1	NA
k141_644389	5657	No terminal repeats	6	11	0.9947	NA	0	5.4488	NA	NA
k141_1583307	4080	No terminal repeats	5	11	0.9947	NA	2	4.9260	MOBQ	NA
k141_583418	4451	No terminal repeats	6	11	0.9947	NA	0	3.1467	NA	NA
k141_1328133	3149	No terminal repeats	6	11	0.9947	NA	1	4.7352	NA	NA
k141_618125	2726	No terminal repeats	2	11	0.9947	NA	2	2.6407	NA	NA
k141_116096	1973	No terminal repeats	3	11	0.9947	NA	1	3.4366	NA	NA
k141_2008619	3324	No terminal repeats	3	11	0.9947	NA	0	2.1556	NA	NA
k141_1546029	4103	No terminal repeats	6	11	0.9947	NA	1	4.4645	NA	NA
k141_1488353	1219	No terminal repeats	4	11	0.9947	NA	2	6.6461	B_traO	NA
k141_1936305	8083	No terminal repeats	10	11	0.9947	NA	3	6.8072	NA	NA
k141_1980375	2835	No terminal repeats	6	11	0.9947	NA	1	6.0331	NA	NA
k141_2153472	2779	No terminal repeats	3	11	0.9947	NA	0	4.3171	NA	NA
k141_1151011	5359	No terminal repeats	6	11	0.9947	NA	2	4.2116	MOBC	NA
k141_603532	3811	No terminal repeats	3	11	0.9947	NA	0	2.1556	NA	NA
k141_563308	5237	No terminal repeats	5	11	0.9947	NA	2	4.6754	MOBP1	NA
k141_130735	3197	No terminal repeats	4	11	0.9947	NA	2	3.4366	MOBP1	NA
k141_1710151	4696	No terminal repeats	8	11	0.9947	NA	4	5.6008	MOBP1	NA
k141_1253376	1153	No terminal repeats	2	11	0.9947	NA	2	3.0037	MOBP1	NA
k141_1246716	2902	No terminal repeats	5	11	0.9946	NA	2	3.8070	MOBP1	NA
k141_1654416	4544	No terminal repeats	3	11	0.9946	NA	0	2.5681	NA	NA
k141_931082	1606	No terminal repeats	2	11	0.9946	NA	2	2.8640	MOBP1	NA
k141_629257	3143	No terminal repeats	5	11	0.9946	NA	2	5.1286	MOBQ	NA
k141_1235021	1505	No terminal repeats	2	11	0.9946	NA	2	2.9699	MOBP1	NA
k141_1520370	3036	No terminal repeats	3	11	0.9946	NA	2	2.9571	MOBP1	NA
k141_1669022	7996	No terminal repeats	9	11	0.9946	NA	3	7.7131	MOBP1	NA
k141_1218304	3336	No terminal repeats	4	11	0.9946	NA	2	2.9433	NA	NA
k141_192501	4956	No terminal repeats	4	11	0.9946	NA	1	2.3418	NA	NA
k141_1428429	5417	No terminal repeats	8	11	0.9946	NA	2	3.9686	MOBV	NA
k141_782984	5428	No terminal repeats	7	11	0.9946	NA	1	4.9819	NA	NA
k141_1722166	4389	No terminal repeats	7	11	0.9946	NA	0	5.9261	NA	NA
k141_1207199	2868	No terminal repeats	3	11	0.9946	NA	2	2.9571	MOBP1	NA
k141_944115	4997	No terminal repeats	6	11	0.9946	NA	1	3.8589	NA	NA
k141_565490	2216	No terminal repeats	3	11	0.9946	NA	1	4.1134	NA	NA
k141_901848	3436	No terminal repeats	7	11	0.9946	NA	2	5.8580	NA	NA
k141_63824	1584	No terminal repeats	2	11	0.9946	NA	2	2.8877	MOBP1	NA
k141_1972656	3242	No terminal repeats	3	11	0.9946	NA	1	2.5612	NA	NA
k141_171815	7866	No terminal repeats	9	11	0.9946	NA	6	10.2149	F_traV;F_traB;F_traK;F_traE;F_traL	NA
k141_1148143	3522	No terminal repeats	4	11	0.9945	NA	3	3.7081	NA	NA
k141_569809	20800	No terminal repeats	22	11	0.9945	NA	4	15.7912	MOBB	NA
k141_1258454	2722	No terminal repeats	2	11	0.9945	NA	1	3.0967	MOBP1	NA
k141_1089280	5025	No terminal repeats	7	11	0.9945	NA	2	4.5193	MOBP1	NA
k141_1947232	4829	No terminal repeats	5	11	0.9945	NA	0	2.5681	NA	NA
k141_29729	1011	No terminal repeats	2	11	0.9945	NA	2	3.0967	MOBP1	NA
k141_2014104	3531	No terminal repeats	4	11	0.9945	NA	1	3.4366	NA	NA
k141_859020	2556	DTR	4	11	0.9945	NA	1	2.5929	NA	NA
k141_523111	1160	No terminal repeats	2	11	0.9945	NA	2	3.3988	MOBP1	NA
k141_1472293	2699	No terminal repeats	4	11	0.9945	NA	0	2.6750	NA	NA
k141_339282	11008	No terminal repeats	12	11	0.9945	NA	2	1.3083	NA	NA
k141_1477048	4695	No terminal repeats	5	11	0.9945	NA	2	3.4366	MOBP1	NA
k141_433867	6815	No terminal repeats	9	11	0.9945	NA	6	8.3434	T_virB8;T_virB6;T_virB5;virb4;T_virB3;T_virB2	NA
k141_648744	6389	No terminal repeats	9	11	0.9945	NA	3	4.0986	NA	NA
k141_789941	1213	No terminal repeats	2	11	0.9945	NA	2	2.9699	MOBP1	NA
k141_658823	1740	No terminal repeats	3	11	0.9945	NA	2	4.4475	T_virB5	NA
k141_1690464	8291	No terminal repeats	9	11	0.9945	NA	8	10.8249	F_traK;F_traB;F_traV;virb4;F_traW;F_traU	NA
k141_2052642	1985	No terminal repeats	2	11	0.9945	NA	2	2.9699	MOBP1	NA
k141_545795	5190	No terminal repeats	6	11	0.9945	NA	1	4.1125	NA	NA
k141_1775881	10283	No terminal repeats	15	11	0.9945	NA	0	15.4645	NA	NA
k141_905449	2750	No terminal repeats	5	11	0.9944	NA	0	3.4366	NA	NA
k141_1437024	3969	No terminal repeats	5	11	0.9944	NA	0	3.8739	NA	NA
k141_362336	1650	No terminal repeats	2	11	0.9944	NA	2	2.8640	MOBP1	NA
k141_271348	3768	DTR	4	11	0.9944	NA	1	3.4296	NA	NA
k141_46392	1536	No terminal repeats	4	11	0.9944	NA	2	4.9444	MOBQ	NA
k141_1386032	2115	No terminal repeats	3	11	0.9944	NA	2	2.9571	MOBP1	NA
k141_894759	13341	No terminal repeats	14	11	0.9944	NA	0	3.0589	NA	NA
k141_1150736	4361	DTR	7	11	0.9944	NA	2	4.4168	MOBQ	NA
k141_1320980	1397	No terminal repeats	3	11	0.9944	NA	2	4.4475	T_virB5	NA
k141_551538	1067	No terminal repeats	1	11	0.9944	NA	1	1.7183	NA	NA
k141_43176	4611	No terminal repeats	7	11	0.9944	NA	1	3.9432	NA	NA
k141_827611	3541	No terminal repeats	5	11	0.9944	NA	2	4.0398	MOBP1	NA
k141_1725936	2387	No terminal repeats	3	11	0.9944	NA	2	3.2077	MOBQ	NA
k141_1246560	1867	No terminal repeats	3	11	0.9944	NA	1	3.4302	NA	NA
k141_1496886	1272	No terminal repeats	3	11	0.9944	NA	3	4.1744	F_traU;F_traW	NA
k141_2056074	1273	No terminal repeats	2	11	0.9944	NA	2	3.4366	MOBP1	NA
k141_316165	1809	No terminal repeats	4	11	0.9944	NA	1	3.4366	NA	NA
k141_1723789	2695	No terminal repeats	3	11	0.9944	NA	1	2.4538	NA	NA
k141_138024	2901	No terminal repeats	4	11	0.9943	NA	1	3.7698	NA	NA
k141_1433368	6231	No terminal repeats	9	11	0.9943	NA	1	5.4019	MOBQ	NA
k141_843077	2365	No terminal repeats	4	11	0.9943	NA	2	2.6983	MOBP1	NA
k141_990598	1459	No terminal repeats	3	11	0.9943	NA	2	2.9905	MOBQ	NA
k141_77196	1578	No terminal repeats	2	11	0.9943	NA	1	1.7183	NA	NA
k141_23860	2495	No terminal repeats	4	11	0.9943	NA	1	3.4366	NA	NA
k141_290689	1367	No terminal repeats	1	11	0.9943	NA	1	1.7183	MOBP1	NA
k141_289101	4474	No terminal repeats	5	11	0.9943	NA	4	2.9126	NA	NA
k141_1671330	3961	No terminal repeats	7	11	0.9943	NA	1	3.9266	NA	NA
k141_1353647	7874	DTR	8	11	0.9943	NA	2	5.1548	MOBP1	NA
k141_11006	5888	No terminal repeats	7	11	0.9943	NA	2	3.0295	NA	NA
k141_315810	3831	No terminal repeats	5	11	0.9943	NA	0	2.9427	NA	NA
k141_821289	2434	No terminal repeats	6	11	0.9943	NA	1	4.7687	NA	NA
k141_932415	3383	No terminal repeats	5	11	0.9943	NA	0	3.4366	NA	NA
k141_819429	1364	No terminal repeats	2	11	0.9943	NA	1	1.7183	NA	NA
k141_2033818	1384	No terminal repeats	4	11	0.9943	NA	2	3.6194	MOBP1	NA
k141_558937	3149	No terminal repeats	6	11	0.9943	NA	2	3.9318	MOBQ	NA
k141_1426209	6198	No terminal repeats	12	11	0.9943	NA	1	5.3447	NA	NA
k141_102682	5735	DTR	4	11	0.9943	NA	2	3.4366	MOBP1	NA
k141_183656	1940	No terminal repeats	2	11	0.9943	NA	1	2.5150	NA	NA
k141_1436047	3221	No terminal repeats	6	11	0.9943	NA	2	3.7944	NA	NA
k141_9368	5778	No terminal repeats	8	11	0.9943	NA	1	4.2096	NA	NA
k141_695575	3245	No terminal repeats	3	11	0.9943	NA	2	2.6407	NA	NA
k141_161777	5691	No terminal repeats	10	11	0.9943	NA	3	9.2438	T_virB5;T_virB6	NA
k141_1925860	6612	No terminal repeats	11	11	0.9942	NA	2	6.0829	MOBQ	NA
k141_283615	3732	No terminal repeats	7	11	0.9942	NA	1	5.1548	NA	NA
k141_589650	7047	No terminal repeats	11	11	0.9942	NA	0	6.3265	NA	NA
k141_1200740	4131	No terminal repeats	8	11	0.9942	NA	0	5.0068	NA	NA
k141_105308	2188	No terminal repeats	2	11	0.9942	NA	1	1.7183	NA	NA
k141_1124549	1162	No terminal repeats	1	11	0.9942	NA	1	1.7183	T_virB6	NA
k141_1662869	2797	No terminal repeats	3	11	0.9942	NA	1	2.3952	NA	NA
k141_393606	3006	No terminal repeats	6	11	0.9942	NA	1	4.1114	NA	NA
k141_801352	9667	No terminal repeats	8	11	0.9942	NA	3	10.9820	MOBP1	NA
k141_1315162	8443	No terminal repeats	6	11	0.9942	NA	0	5.0623	NA	NA
k141_605088	1678	No terminal repeats	2	11	0.9942	NA	2	2.9709	MOBP1	NA
k141_1791345	3112	No terminal repeats	7	11	0.9942	NA	0	4.4394	NA	NA
k141_552187	2258	No terminal repeats	4	11	0.9942	NA	2	6.0933	T_virB5;t4cp2	NA
k141_374317	5252	No terminal repeats	5	11	0.9942	NA	1	2.9966	NA	NA
k141_155944	8127	No terminal repeats	12	11	0.9942	NA	2	7.4634	NA	NA
k141_1788150	4425	No terminal repeats	7	11	0.9942	NA	1	4.5067	NA	NA
k141_1083933	2293	No terminal repeats	4	11	0.9942	NA	1	5.1548	NA	NA
k141_659238	1026	No terminal repeats	1	11	0.9942	NA	1	1.7183	MOBV	NA
