ORF_ID	Contig	Start	Stop	Orientation	Cut_Off	Pass_Bitscore	Best_Hit_Bitscore	Best_Hit_ARO	Best_Identities	ARO	Model_type	SNPs_in_Best_Hit_ARO	Other_SNPs	Drug Class	Resistance Mechanism	AMR Gene Family	Percentage Length of Reference Sequence	ID	Model_ID	Nudged	Note	Hit_Start	Hit_End	Antibiotic	AST_Source
k141_291408_1 # 41 # 883 # 1 # ID=4744_1;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.374	k141_291408	41	883	+	Perfect	500	560.8	OXA-58	100.0	3001611	protein homolog model	n/a	n/a	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	100.00	gnl|BL_ORD_ID|1018|hsp_num:0	1112			0	840	cloxacillin; oxacillin; cefalotin	
k141_4572_2 # 1513 # 2505 # 1 # ID=5346_2;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=4bp;gc_cont=0.332	k141_4572	1513	2505	+	Strict	200	202.2	vanH gene in vanA cluster	35.62	3002942	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanH; glycopeptide resistance gene cluster	102.48	gnl|BL_ORD_ID|4670|hsp_num:0	178			54	954	vancomycin; teicoplanin	
k141_4750_2 # 624 # 1412 # 1 # ID=5537_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.530	k141_4750	624	1412	+	Strict	450	493.8	aadA	94.3	3002601	protein homolog model	n/a	n/a	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')	99.62	gnl|BL_ORD_ID|592|hsp_num:0	650			0	789	spectinomycin; streptomycin	
k141_5064_1 # 227 # 928 # 1 # ID=5834_1;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.406	k141_5064	227	928	+	Strict	300	318.2	dfrA7	99.36	3002862	protein homolog model	n/a	n/a	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	148.41	gnl|BL_ORD_ID|1891|hsp_num:0	2053			0	471	trimethoprim	
k141_5064_7 # 3497 # 4288 # 1 # ID=5834_7;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.520	k141_5064	3497	4288	+	Strict	450	515.0	aadA3	98.48	3002603	protein homolog model	n/a	n/a	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')	100.00	gnl|BL_ORD_ID|1417|hsp_num:0	1539			0	789	spectinomycin; streptomycin	
k141_87385_1 # 176 # 1960 # -1 # ID=6155_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.476	k141_87385	176	1960	-	Strict	750	772.3	patB	67.11	3000025	protein homolog model	n/a	n/a	fluoroquinolone antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	101.02	gnl|BL_ORD_ID|1912|hsp_num:0	2112			0	1764	ciprofloxacin; norfloxacin	
k141_169809_2 # 833 # 1162 # 1 # ID=6378_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.539	k141_169809	833	1162	+	Strict	75	87.8	qacG	41.12	3007015	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	101.87	gnl|BL_ORD_ID|4662|hsp_num:0	5731			0	318	benzalkonium chloride	
k141_169914_11 # 7820 # 8209 # -1 # ID=6507_11;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.556	k141_169914	7820	8209	-	Strict	100	175.6	FosI	65.35	3007370	protein homolog model	n/a	n/a	phosphonic acid antibiotic	antibiotic inactivation	fosfomycin thiol transferase	96.27	gnl|BL_ORD_ID|4906|hsp_num:0	5898			15	396	fosfomycin	
k141_170349_2 # 561 # 2234 # -1 # ID=6958_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.394	k141_170349	561	2234	-	Strict	300	1069.3	tet(Q)	95.87	3000191	protein homolog model	n/a	n/a	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	84.78	gnl|BL_ORD_ID|1220|hsp_num:0	1183			300	1971	tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	
k141_211281_18 # 14920 # 15735 # -1 # ID=7052_18;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.608	k141_211281	14920	15735	-	Strict	500	506.9	sul2	98.52	3000412	protein homolog model	n/a	n/a	sulfonamide antibiotic	antibiotic target replacement	sulfonamide resistant sul	100.00	gnl|BL_ORD_ID|875|hsp_num:0	952			0	813	sulfadiazine; sulfadimidine; sulfadoxine; sulfamethoxazole; sulfisoxazole; sulfacetamide; mafenide; sulfasalazine; sulfamethizole	
k141_47533_1 # 2 # 652 # -1 # ID=7401_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.344	k141_47533	2	652	-	Strict	50	135.6	vanW gene in vanG cluster	35.81	3002965	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	77.22	gnl|BL_ORD_ID|4742|hsp_num:0	1622			18	660	vancomycin	
k141_6890_2 # 317 # 2236 # -1 # ID=7832_2;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.405	k141_6890	317	2236	-	Strict	300	1256.9	tet(O)	98.44	3000190	protein homolog model	n/a	n/a	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100.00	gnl|BL_ORD_ID|1954|hsp_num:0	2020			0	1917	tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	
k141_47978_2 # 335 # 1066 # 1 # ID=7870_2;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.657	k141_47978	335	1066	+	Strict	50	61.2	vanY gene in vanF cluster	33.58	3002958	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	83.28	gnl|BL_ORD_ID|1809|hsp_num:0	1899			309	639	vancomycin	
k141_254103_1 # 147 # 479 # 1 # ID=9011_1;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.492	k141_254103	147	479	+	Strict	180	196.8	qacL	90.0	3005098	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	100.00	gnl|BL_ORD_ID|2815|hsp_num:0	3830			0	330		
k141_254103_2 # 565 # 1365 # 1 # ID=9011_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.493	k141_254103	565	1365	+	Perfect	500	548.5	OXA-205	100.0	3001483	protein homolog model	n/a	n/a	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	100.00	gnl|BL_ORD_ID|1440|hsp_num:0	1572			0	798	cloxacillin; oxacillin; cefalotin	
k141_213666_1 # 1 # 279 # -1 # ID=9627_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.394	k141_213666	1	279	-	Strict	75	78.6	qacJ	46.91	3007014	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	86.92	gnl|BL_ORD_ID|4661|hsp_num:0	5730			0	243	benzalkonium chloride	
k141_172879_5 # 2124 # 3110 # -1 # ID=9637_5;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.316	k141_172879	2124	3110	-	Strict	400	634.0	EreD	94.21	3004608	protein homolog model	n/a	n/a	macrolide antibiotic	antibiotic inactivation	macrolide esterase	80.39	gnl|BL_ORD_ID|1194|hsp_num:0	3305			240	1224	erythromycin	
k141_214353_1 # 231 # 986 # -1 # ID=10454_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.455	k141_214353	231	986	-	Strict	50	77.0	vanY gene in vanM cluster	35.61	3002961	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	107.73	gnl|BL_ORD_ID|1674|hsp_num:0	1713			162	531	vancomycin; teicoplanin	
k141_92041_1 # 129 # 461 # 1 # ID=11132_1;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.505	k141_92041	129	461	+	Strict	180	208.4	qacL	98.18	3005098	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	100.00	gnl|BL_ORD_ID|2815|hsp_num:0	3830			0	330		
k141_174450_1 # 2 # 574 # 1 # ID=11371_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.550	k141_174450	2	574	+	Strict	50	69.3	vanW gene in vanI cluster	42.22	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	50.94	gnl|BL_ORD_ID|4747|hsp_num:0	2242			777	1047	vancomycin; teicoplanin	
k141_256634_6 # 3359 # 3688 # 1 # ID=11720_6;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=6bp;gc_cont=0.297	k141_256634	3359	3688	+	Strict	75	112.5	qacJ	50.94	3007014	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	101.87	gnl|BL_ORD_ID|4661|hsp_num:0	5730			0	318	benzalkonium chloride	
k141_92600_2 # 591 # 1586 # -1 # ID=11735_2;partial=00;start_type=ATG;rbs_motif=TATAA;rbs_spacer=3bp;gc_cont=0.356	k141_92600	591	1586	-	Strict	600	641.0	CfxA6	99.4	3003097	protein homolog model	n/a	n/a	cephamycin	antibiotic inactivation	CfxA beta-lactamase	100.00	gnl|BL_ORD_ID|241|hsp_num:0	268			0	993		
k141_297661_2 # 1155 # 2255 # 1 # ID=11827_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.496	k141_297661	1155	2255	+	Strict	250	256.9	vanG	38.2	3002909	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	104.87	gnl|BL_ORD_ID|1070|hsp_num:0	1157			0	1047	vancomycin	
k141_134582_2 # 124 # 717 # 1 # ID=12038_2;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.537	k141_134582	124	717	+	Strict	275	400.2	AAC(6')-Ib9	100.0	3002580	protein homolog model	n/a	n/a	aminoglycoside antibiotic	antibiotic inactivation	AAC(6')	97.04	gnl|BL_ORD_ID|920|hsp_num:0	993			24	609	amikacin; kanamycin A; tobramycin	
k141_297978_3 # 749 # 1081 # -1 # ID=12169_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.538	k141_297978	749	1081	-	Strict	75	81.6	qacJ	36.54	3007014	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	102.80	gnl|BL_ORD_ID|4661|hsp_num:0	5730			6	318	benzalkonium chloride	
k141_175543_2 # 739 # 1071 # 1 # ID=12490_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.387	k141_175543	739	1071	+	Strict	75	88.6	qacG	45.71	3007015	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	102.80	gnl|BL_ORD_ID|4662|hsp_num:0	5731			3	318	benzalkonium chloride	
k141_216217_1 # 2 # 3085 # -1 # ID=12553_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.622	k141_216217	2	3085	-	Strict	750	750.0	adeF	42.51	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	97.07	gnl|BL_ORD_ID|133|hsp_num:0	153			6	3111	tetracycline	
k141_216331_3 # 1718 # 1975 # 1 # ID=12723_3;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.391	k141_216331	1718	1975	+	Strict	75	79.0	qacJ	46.91	3007014	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	80.37	gnl|BL_ORD_ID|4661|hsp_num:0	5730			0	243	benzalkonium chloride	
k141_218070_1 # 2 # 1849 # 1 # ID=14627_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.409	k141_218070	2	1849	+	Strict	300	1178.3	tet(32)	98.66	3000196	protein homolog model	n/a	n/a	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	96.24	gnl|BL_ORD_ID|1221|hsp_num:0	1233			30	1824	tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	
k141_55958_3 # 1254 # 2018 # -1 # ID=15919_3;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.540	k141_55958	1254	2018	-	Strict	450	510.8	aadA6	99.61	3002606	protein homolog model	n/a	n/a	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')	90.39	gnl|BL_ORD_ID|1852|hsp_num:0	2009			81	843	spectinomycin; streptomycin	
k141_260541_3 # 2052 # 2936 # 1 # ID=15969_3;partial=00;start_type=ATG;rbs_motif=AAAAA;rbs_spacer=11bp;gc_cont=0.368	k141_260541	2052	2936	+	Strict	500	590.9	mphG	99.32	3003742	protein homolog model	n/a	n/a	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	100.00	gnl|BL_ORD_ID|2042|hsp_num:0	2259			0	882	erythromycin; clarithromycin; azithromycin	
k141_260732_1 # 2 # 991 # -1 # ID=16149_1;partial=10;start_type=ATG;rbs_motif=GGTG;rbs_spacer=7bp;gc_cont=0.512	k141_260732	2	991	-	Strict	250	279.6	vanG	42.6	3002909	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	94.56	gnl|BL_ORD_ID|1070|hsp_num:0	1157			9	987	vancomycin	
k141_179656_2 # 893 # 1654 # 1 # ID=16674_2;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.375	k141_179656	893	1654	+	Strict	50	138.3	vanW gene in vanG cluster	32.51	3002965	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	90.04	gnl|BL_ORD_ID|4742|hsp_num:0	1622			108	831	vancomycin	
k141_180008_2 # 503 # 2422 # -1 # ID=16997_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.531	k141_180008	503	2422	-	Perfect	300	1255.4	tet(W)	100.0	3000194	protein homolog model	n/a	n/a	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100.00	gnl|BL_ORD_ID|457|hsp_num:0	389			0	1917	tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	
k141_57038_1 # 154 # 1035 # -1 # ID=17080_1;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.689	k141_57038	154	1035	-	Strict	500	568.2	RCP-1	98.98	3003563	protein homolog model	n/a	n/a	penam	antibiotic inactivation	RCP beta-lactamase	100.00	gnl|BL_ORD_ID|896|hsp_num:0	882			0	879		
k141_140951_2 # 187 # 1038 # -1 # ID=18296_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.484	k141_140951	187	1038	-	Perfect	550	552.0	BEL-1	100.0	3002385	protein homolog model	n/a	n/a	monobactam; cephalosporin; penam	antibiotic inactivation	BEL beta-lactamase	100.00	gnl|BL_ORD_ID|930|hsp_num:0	1008			0	849		
k141_140961_2 # 375 # 1271 # -1 # ID=18310_2;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=6bp;gc_cont=0.421	k141_140961	375	1271	-	Strict	500	583.6	CARB-16	99.66	3002255	protein homolog model	n/a	n/a	penam	antibiotic inactivation	CARB beta-lactamase	100.00	gnl|BL_ORD_ID|488|hsp_num:0	533			0	894		
k141_181982_2 # 216 # 1004 # -1 # ID=18882_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.444	k141_181982	216	1004	-	Perfect	400	518.8	aadA27	100.0	3004682	protein homolog model	n/a	n/a	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')	100.00	gnl|BL_ORD_ID|2242|hsp_num:0	3381			0	786	spectinomycin; streptomycin	
k141_17704_1 # 226 # 720 # -1 # ID=19101_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.335	k141_17704	226	720	-	Strict	300	343.6	lnuC	98.17	3002837	protein homolog model	n/a	n/a	lincosamide antibiotic	antibiotic inactivation	lincosamide nucleotidyltransferase (LNU)	100.00	gnl|BL_ORD_ID|344|hsp_num:0	376			0	492	lincomycin	
k141_223005_2 # 343 # 1329 # -1 # ID=19763_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.315	k141_223005	343	1329	-	Strict	400	656.8	EreD	99.39	3004608	protein homolog model	n/a	n/a	macrolide antibiotic	antibiotic inactivation	macrolide esterase	80.39	gnl|BL_ORD_ID|1194|hsp_num:0	3305			240	1224	erythromycin	
k141_60101_1 # 17 # 352 # -1 # ID=20055_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.568	k141_60101	17	352	-	Strict	75	89.7	qacG	42.31	3007015	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	103.74	gnl|BL_ORD_ID|4662|hsp_num:0	5731			6	318	benzalkonium chloride	
k141_184156_2 # 890 # 1795 # 1 # ID=20888_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.656	k141_184156	890	1795	+	Perfect	500	594.7	mphA	100.0	3000316	protein homolog model	n/a	n/a	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	100.00	gnl|BL_ORD_ID|1140|hsp_num:0	1243			0	903	erythromycin; roxithromycin; telithromycin; clarithromycin; azithromycin; dirithromycin; oleandomycin	
k141_184156_3 # 1792 # 3030 # 1 # ID=20888_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.651	k141_184156	1792	3030	+	Perfect	600	740.0	Mrx	100.0	3003839	protein homolog model	n/a	n/a	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	100.00	gnl|BL_ORD_ID|4924|hsp_num:0	5917			0	1236		
k141_184156_7 # 6006 # 6845 # -1 # ID=20888_7;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.617	k141_184156	6006	6845	-	Perfect	500	549.7	sul1	100.0	3000410	protein homolog model	n/a	n/a	sulfonamide antibiotic	antibiotic target replacement	sulfonamide resistant sul	100.00	gnl|BL_ORD_ID|980|hsp_num:0	1070			0	837	sulfadiazine; sulfadimidine; sulfadoxine; sulfamethoxazole; sulfisoxazole; sulfacetamide; mafenide; sulfasalazine; sulfamethizole	
k141_184156_8 # 6839 # 7186 # -1 # ID=20888_8;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.497	k141_184156	6839	7186	-	Perfect	190	224.9	qacEdelta1	100.0	3005010	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	gnl|BL_ORD_ID|2745|hsp_num:0	3755			0	345		
k141_144378_2 # 920 # 1231 # -1 # ID=21595_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.574	k141_144378	920	1231	-	Strict	75	83.6	qacG	41.41	3007015	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	96.26	gnl|BL_ORD_ID|4662|hsp_num:0	5731			21	318	benzalkonium chloride	
k141_266860_1 # 2 # 847 # 1 # ID=22230_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.388	k141_266860	2	847	+	Strict	500	516.9	mphG	89.68	3003742	protein homolog model	n/a	n/a	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	95.58	gnl|BL_ORD_ID|2042|hsp_num:0	2259			39	882	erythromycin; clarithromycin; azithromycin	
k141_62615_5 # 1985 # 3868 # 1 # ID=22417_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.462	k141_62615	1985	3868	+	Strict	50	84.7	vanY gene in vanB cluster	43.09	3002956	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	233.96	gnl|BL_ORD_ID|603|hsp_num:0	556			426	789	vancomycin	
k141_21020_5 # 6968 # 7312 # 1 # ID=22430_5;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.391	k141_21020	6968	7312	+	Strict	75	92.4	qacJ	45.19	3007014	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	106.54	gnl|BL_ORD_ID|4661|hsp_num:0	5730			6	318	benzalkonium chloride	
