seq_name	chromosome_score	plasmid_score	virus_score
k141_423042	0.7886	0.1546	0.0568
k141_317334	0.3106	0.3941	0.2954
k141_105822	0.9345	0.0529	0.0126
k141_634508	0.7210	0.1452	0.1339
k141_528771	0.9575	0.0282	0.0143
k141_211541	0.6460	0.2543	0.0997
k141_105	0.6189	0.1336	0.2475
k141_740257	0.5616	0.2447	0.1937
k141_423054	0.4448	0.3978	0.1574
k141_211545	0.6539	0.2207	0.1254
k141_528776	0.7957	0.1165	0.0879
k141_105831	0.2969	0.6682	0.0350
k141_112	0.0967	0.0340	0.8693
k141_634523	0.8391	0.1223	0.0386
k141_105833	0.5863	0.3122	0.1015
k141_740268	0.6584	0.1315	0.2101
k141_528788	0.3457	0.3515	0.3028
k141_117	0.8038	0.1130	0.0831
k141_211552	0.1671	0.6705	0.1625
k141_740272	0.1628	0.5073	0.3299
k141_423064	0.8854	0.0868	0.0278
k141_634539	0.0321	0.9449	0.0230
k141_423067	0.7745	0.1645	0.0609
k141_105841	0.4670	0.2603	0.2726
k141_528794	0.9461	0.0414	0.0125
k141_423075	0.7757	0.1371	0.0872
k141_740277	0.9631	0.0260	0.0109
k141_127	0.9155	0.0643	0.0202
k141_634551	0.5527	0.2753	0.1719
k141_317376	0.5598	0.2173	0.2228
k141_740281	0.8522	0.0769	0.0709
k141_528804	0.4776	0.3050	0.2174
k141_105846	0.0467	0.9137	0.0396
k141_740284	0.2988	0.1549	0.5462
k141_211563	0.0561	0.9027	0.0413
k141_740285	0.3361	0.3894	0.2745
k141_634557	0.6629	0.2923	0.0448
k141_105848	0.6815	0.1737	0.1448
k141_634560	0.1248	0.7465	0.1287
k141_105849	0.2634	0.5332	0.2034
k141_317384	0.0327	0.4344	0.5329
k141_423090	0.0008	0.9963	0.0029
k141_740289	0.5404	0.3044	0.1552
k141_140	0.1045	0.7033	0.1922
k141_423092	0.0219	0.0661	0.9120
k141_423093	0.8894	0.0748	0.0357
k141_528824	0.7876	0.1413	0.0712
k141_634567	0.7419	0.1185	0.1396
k141_740292	0.6629	0.2754	0.0616
k141_105851	0.6111	0.2718	0.1171
k141_423097	0.1617	0.2137	0.6246
k141_105852	0.4825	0.3378	0.1797
k141_740295	0.1430	0.2716	0.5853
k141_423098	0.4341	0.4196	0.1463
k141_158	0.6550	0.2013	0.1438
k141_211572	0.9334	0.0463	0.0203
k141_634577	0.6709	0.1828	0.1463
k141_423102	0.1830	0.3515	0.4655
k141_528838	0.8001	0.1517	0.0482
k141_634580	0.3342	0.4639	0.2019
k141_740307	0.0499	0.1102	0.8399
k141_528842	0.8920	0.0783	0.0297
k141_423108	0.6834	0.2389	0.0777
k141_170	0.7726	0.1808	0.0466
k141_211579	0.0820	0.7035	0.2145
k141_172	0.3389	0.2781	0.3830
k141_317395	0.5885	0.2745	0.1370
k141_634589	0.5251	0.2865	0.1884
k141_174	0.9472	0.0361	0.0166
k141_634592	0.6753	0.2207	0.1039
k141_178	0.6137	0.3395	0.0468
k141_740327	0.1633	0.3444	0.4923
k141_317402	0.5705	0.2456	0.1839
k141_211583	0.0097	0.0152	0.9750
k141_634594	0.2633	0.0630	0.6738
k141_317403	0.8934	0.0946	0.0120
k141_634595	0.8106	0.1490	0.0405
k141_528871	0.4460	0.2561	0.2979
k141_191	0.9101	0.0704	0.0195
k141_634599	0.5731	0.2419	0.1849
k141_105885	0.0972	0.7345	0.1683
k141_211593	0.7925	0.1595	0.0480
k141_423142	0.9088	0.0713	0.0198
k141_317417	0.5097	0.4216	0.0687
k141_211598	0.4943	0.3380	0.1678
k141_423148	0.7484	0.1187	0.1329
k141_105896	0.6183	0.2551	0.1266
k141_317421	0.3551	0.4907	0.1542
k141_634619	0.1851	0.2695	0.5455
k141_211599	0.6669	0.1819	0.1512
k141_105897	0.9310	0.0521	0.0168
k141_317422	0.7278	0.2160	0.0562
k141_317424	0.2891	0.4187	0.2922
k141_105900	0.1157	0.0371	0.8472
k141_317426	0.6574	0.2844	0.0582
k141_193	0.0044	0.9815	0.0141
k141_317427	0.1698	0.6503	0.1799
k141_740380	0.5021	0.1893	0.3086
k141_211605	0.0224	0.1059	0.8717
k141_423167	0.0042	0.9888	0.0070
k141_317431	0.4640	0.3682	0.1677
k141_105906	0.7612	0.1674	0.0713
k141_317435	0.7666	0.1478	0.0856
k141_634639	0.5298	0.3909	0.0793
k141_528877	0.7920	0.1500	0.0580
k141_423183	0.7982	0.1448	0.0570
k141_740403	0.3628	0.2278	0.4094
k141_423186	0.4534	0.3558	0.1908
k141_217	0.1968	0.6082	0.1951
k141_317448	0.9470	0.0353	0.0177
k141_740405	0.3823	0.1315	0.4862
k141_634658	0.9305	0.0509	0.0186
k141_634659	0.8600	0.1049	0.0350
k141_634661	0.7105	0.1385	0.1510
k141_229	0.3708	0.1461	0.4831
k141_528891	0.4381	0.4584	0.1035
k141_231	0.7346	0.2169	0.0485
k141_634665	0.7452	0.1333	0.1215
k141_211633	0.1546	0.7231	0.1222
k141_740427	0.6181	0.2317	0.1502
k141_211636	0.0237	0.9641	0.0122
k141_317471	0.0504	0.7659	0.1837
k141_634678	0.7779	0.1313	0.0908
k141_740429	0.1224	0.4472	0.4303
k141_247	0.7799	0.1851	0.0350
k141_740430	0.2876	0.6425	0.0699
k141_423226	0.6147	0.2593	0.1261
k141_317479	0.1796	0.6331	0.1874
k141_740435	0.6674	0.2032	0.1293
k141_634681	0.4108	0.5281	0.0611
k141_257	0.1342	0.1749	0.6909
k141_105916	0.7095	0.2360	0.0545
k141_423237	0.7546	0.1521	0.0933
k141_740444	0.6042	0.3281	0.0677
k141_740445	0.6512	0.2435	0.1053
k141_258	0.0299	0.7835	0.1866
k141_211649	0.9026	0.0556	0.0419
k141_528900	0.1776	0.3402	0.4822
k141_317489	0.7116	0.2514	0.0369
k141_528903	0.5359	0.1544	0.3097
k141_740454	0.5421	0.2426	0.2152
k141_105924	0.7460	0.1831	0.0709
k141_528904	0.5697	0.2750	0.1553
k141_211652	0.1858	0.4568	0.3574
k141_264	0.9195	0.0627	0.0178
k141_634682	0.5067	0.4500	0.0433
k141_105929	0.2088	0.1624	0.6288
k141_423256	0.6809	0.2677	0.0514
k141_317502	0.7513	0.1354	0.1133
k141_423257	0.4386	0.3194	0.2420
k141_528917	0.6347	0.1799	0.1854
k141_634686	0.5089	0.4353	0.0558
k141_423259	0.2505	0.6046	0.1449
k141_278	0.1205	0.0984	0.7811
k141_634687	0.1890	0.3238	0.4872
k141_317503	0.7127	0.2209	0.0664
k141_317505	0.7441	0.2166	0.0393
k141_740475	0.2865	0.5577	0.1558
k141_528934	0.0162	0.0240	0.9598
k141_740480	0.4150	0.4624	0.1226
k141_634695	0.9391	0.0464	0.0145
k141_317521	0.9434	0.0379	0.0187
k141_634696	0.1994	0.6891	0.1114
k141_423280	0.0121	0.0253	0.9626
k141_740483	0.8125	0.1501	0.0375
k141_317524	0.6775	0.1610	0.1615
k141_423281	0.9034	0.0730	0.0237
k141_740484	0.3794	0.3053	0.3153
k141_302	0.8530	0.1121	0.0349
k141_423282	0.6526	0.1980	0.1494
k141_105933	0.7903	0.1396	0.0701
k141_211674	0.1663	0.6481	0.1856
k141_317526	0.7601	0.1079	0.1320
k141_306	0.6807	0.2122	0.1071
k141_105934	0.9207	0.0543	0.0250
k141_740492	0.8779	0.0957	0.0265
k141_528960	0.5106	0.1870	0.3024
k141_423292	0.7483	0.1464	0.1053
k141_211680	0.1790	0.6275	0.1935
k141_317536	0.6219	0.1886	0.1895
k141_423293	0.6672	0.1794	0.1533
k141_740495	0.2006	0.3027	0.4966
k141_211681	0.3647	0.3075	0.3277
k141_320	0.1370	0.1187	0.7443
k141_634710	0.9038	0.0761	0.0202
k141_740496	0.3729	0.5251	0.1019
k141_528966	0.6582	0.2362	0.1056
k141_211683	0.1460	0.2182	0.6358
k141_423299	0.0841	0.8983	0.0176
k141_325	0.7111	0.2102	0.0787
k141_528971	0.5020	0.2844	0.2136
k141_634721	0.7295	0.1944	0.0761
k141_317559	0.2743	0.3638	0.3619
k141_211686	0.2668	0.4262	0.3070
k141_528977	0.1068	0.1298	0.7634
k141_334	0.6542	0.1883	0.1575
k141_317560	0.6146	0.1648	0.2206
k141_740513	0.0335	0.0412	0.9253
k141_105951	0.7232	0.2040	0.0728
k141_634725	0.4654	0.3636	0.1710
k141_340	0.1593	0.1705	0.6702
k141_317562	0.7432	0.1457	0.1111
k141_317563	0.8599	0.1086	0.0315
k141_423319	0.1225	0.3968	0.4807
k141_211695	0.5409	0.3546	0.1045
k141_740524	0.5232	0.3132	0.1636
k141_423320	0.0150	0.9726	0.0125
k141_528979	0.8674	0.1028	0.0297
k141_211698	0.3177	0.2894	0.3929
k141_105957	0.0153	0.9637	0.0209
k141_352	0.7374	0.2084	0.0542
k141_317573	0.9210	0.0635	0.0155
k141_528982	0.5307	0.2209	0.2484
k141_740537	0.9589	0.0296	0.0114
k141_211706	0.4218	0.4214	0.1568
k141_317577	0.3680	0.3607	0.2712
k141_740539	0.2526	0.4780	0.2693
k141_528983	0.9461	0.0411	0.0128
k141_423343	0.9163	0.0593	0.0244
k141_366	0.4717	0.3574	0.1709
k141_740543	0.2149	0.3911	0.3941
k141_211711	0.2365	0.1444	0.6191
k141_423350	0.6281	0.2416	0.1302
k141_368	0.4961	0.4399	0.0640
k141_528986	0.7865	0.1320	0.0815
k141_634729	0.0294	0.9455	0.0251
k141_423355	0.8808	0.0875	0.0317
k141_211715	0.9559	0.0294	0.0148
k141_317598	0.7851	0.1623	0.0526
k141_423360	0.7140	0.2172	0.0688
k141_740561	0.2017	0.4136	0.3847
k141_634740	0.4461	0.1411	0.4128
k141_105979	0.6933	0.2515	0.0552
k141_211717	0.1342	0.4716	0.3943
k141_317606	0.0344	0.9551	0.0105
k141_529000	0.2616	0.4769	0.2615
k141_389	0.9014	0.0724	0.0262
k141_317610	0.2729	0.3439	0.3832
k141_634747	0.7350	0.2011	0.0639
k141_211722	0.9595	0.0305	0.0100
k141_740575	0.0527	0.7964	0.1508
k141_211725	0.3646	0.4684	0.1670
k141_740576	0.4052	0.1412	0.4536
k141_423380	0.8611	0.1068	0.0321
k141_211726	0.7466	0.1802	0.0732
k141_634750	0.9703	0.0206	0.0091
k141_529018	0.2570	0.3862	0.3568
k141_423385	0.7922	0.1717	0.0361
k141_740581	0.2282	0.5067	0.2651
k141_740582	0.7051	0.2502	0.0447
k141_401	0.6105	0.2686	0.1209
k141_529028	0.7848	0.1704	0.0448
k141_423390	0.8360	0.1162	0.0478
k141_105992	0.8674	0.1014	0.0311
k141_634752	0.0028	0.9855	0.0117
k141_317634	0.5965	0.2990	0.1044
k141_211732	0.5588	0.2494	0.1918
k141_529031	0.4331	0.2656	0.3013
k141_634753	0.4194	0.2296	0.3510
k141_740588	0.3482	0.1408	0.5111
k141_406	0.9213	0.0583	0.0204
k141_423398	0.7866	0.1529	0.0606
k141_634758	0.2899	0.2689	0.4412
k141_529037	0.5891	0.2318	0.1791
k141_317647	0.2216	0.6717	0.1067
k141_740597	0.2739	0.3625	0.3635
k141_414	0.6372	0.2993	0.0636
k141_211742	0.7495	0.0994	0.1512
k141_529040	0.7935	0.1457	0.0608
k141_423411	0.0468	0.0685	0.8847
k141_740600	0.9294	0.0483	0.0222
k141_106009	0.9194	0.0597	0.0208
k141_529041	0.4551	0.3437	0.2012
k141_634776	0.8636	0.1039	0.0326
k141_740604	0.2260	0.5703	0.2037
k141_317655	0.3956	0.4285	0.1759
k141_424	0.9739	0.0190	0.0071
k141_211743	0.5678	0.3526	0.0796
k141_740607	0.6468	0.2225	0.1307
k141_634781	0.9191	0.0542	0.0267
k141_211747	0.2111	0.4174	0.3715
k141_317666	0.8525	0.1000	0.0475
k141_740613	0.9291	0.0586	0.0123
k141_106019	0.2390	0.5867	0.1743
k141_423428	0.2698	0.5740	0.1562
k141_634782	0.9210	0.0536	0.0255
k141_433	0.8998	0.0624	0.0378
k141_211748	0.6249	0.2602	0.1149
k141_529055	0.1052	0.8512	0.0436
k141_740616	0.8567	0.0908	0.0526
k141_423434	0.6261	0.2359	0.1380
k141_317673	0.8713	0.0972	0.0314
k141_740617	0.4116	0.2631	0.3253
k141_634783	0.4847	0.3786	0.1367
k141_443	0.3247	0.1734	0.5019
k141_634785	0.3914	0.3616	0.2470
k141_106027	0.6597	0.1973	0.1430
k141_444	0.2372	0.5086	0.2542
k141_634786	0.8615	0.0928	0.0458
k141_423443	0.6904	0.1565	0.1530
k141_634787	0.0805	0.0566	0.8629
k141_740628	0.2767	0.4501	0.2732
k141_106029	0.1986	0.3271	0.4744
k141_449	0.2700	0.5429	0.1871
k141_423444	0.9572	0.0313	0.0114
k141_634789	0.2615	0.3116	0.4269
k141_740631	0.3675	0.3890	0.2435
k141_452	0.1365	0.5268	0.3367
k141_317688	0.1683	0.6692	0.1625
k141_106031	0.4811	0.2619	0.2570
k141_529070	0.0532	0.8443	0.1025
k141_634791	0.0676	0.8499	0.0825
k141_317689	0.7841	0.1390	0.0769
k141_423450	0.8363	0.1304	0.0332
k141_211765	0.6010	0.3248	0.0742
k141_423455	0.2716	0.3711	0.3573
k141_529075	0.8648	0.1052	0.0300
k141_740642	0.7343	0.1574	0.1083
k141_317692	0.0247	0.9512	0.0241
k141_634796	0.5483	0.3295	0.1222
k141_423462	0.1035	0.5811	0.3154
k141_106040	0.7005	0.1668	0.1326
k141_634799	0.9505	0.0391	0.0104
k141_529082	0.3786	0.4840	0.1374
k141_529086	0.2915	0.4424	0.2661
k141_472	0.2753	0.5624	0.1624
k141_634805	0.6930	0.1688	0.1382
k141_475	0.5824	0.2547	0.1629
k141_317719	0.8114	0.1252	0.0634
k141_529091	0.0710	0.7135	0.2155
k141_480	0.0195	0.9671	0.0135
k141_740675	0.4773	0.3579	0.1647
k141_529098	0.8529	0.1033	0.0438
k141_485	0.3452	0.2569	0.3979
k141_634824	0.5559	0.3381	0.1060
k141_106060	0.7318	0.1912	0.0770
k141_211794	0.3300	0.2244	0.4456
k141_740676	0.9416	0.0424	0.0160
k141_529105	0.7179	0.2269	0.0552
k141_211795	0.4876	0.3574	0.1550
k141_634828	0.8802	0.0953	0.0245
k141_106064	0.7410	0.2173	0.0417
k141_634829	0.4758	0.3134	0.2108
k141_740686	0.3199	0.2516	0.4284
k141_529108	0.3445	0.4761	0.1794
k141_634834	0.6284	0.2574	0.1142
k141_423505	0.4771	0.4452	0.0776
k141_317737	0.9492	0.0348	0.0160
k141_510	0.8838	0.0902	0.0260
k141_423508	0.9511	0.0369	0.0120
k141_211803	0.0025	0.9923	0.0052
k141_511	0.1125	0.7350	0.1526
k141_106067	0.7812	0.1770	0.0417
k141_423510	0.7238	0.1820	0.0942
k141_740702	0.0670	0.7525	0.1805
k141_317746	0.8701	0.0923	0.0376
k141_529124	0.9778	0.0166	0.0056
k141_634836	0.2514	0.6211	0.1275
k141_106069	0.6116	0.2302	0.1582
k141_317748	0.5719	0.3838	0.0444
k141_740710	0.0514	0.8015	0.1471
k141_317750	0.8856	0.0907	0.0236
k141_529	0.5577	0.2333	0.2090
k141_106073	0.8599	0.1082	0.0319
k141_634846	0.0812	0.7109	0.2079
k141_529132	0.6900	0.2130	0.0971
k141_211816	0.1947	0.1372	0.6681
k141_423525	0.1191	0.2418	0.6391
k141_423526	0.8869	0.0832	0.0299
k141_532	0.8860	0.0839	0.0302
k141_529138	0.1775	0.2635	0.5590
k141_423531	0.5146	0.3065	0.1789
k141_634860	0.1981	0.2722	0.5297
k141_317769	0.4029	0.3569	0.2402
k141_423532	0.3343	0.4242	0.2415
k141_634863	0.0995	0.6920	0.2085
k141_317771	0.2095	0.3887	0.4018
k141_740733	0.1616	0.2227	0.6157
k141_529144	0.1194	0.7452	0.1354
k141_423537	0.5833	0.2478	0.1689
k141_317776	0.8235	0.1476	0.0289
k141_740736	0.5630	0.2261	0.2109
k141_529153	0.3958	0.5030	0.1013
k141_550	0.3711	0.4405	0.1884
k141_317783	0.3741	0.2383	0.3876
k141_554	0.7021	0.2092	0.0886
k141_634876	0.8720	0.0844	0.0437
k141_106096	0.3191	0.4767	0.2043
k141_634877	0.2432	0.2590	0.4978
k141_529158	0.1638	0.4559	0.3803
k141_423543	0.9271	0.0501	0.0228
k141_317787	0.7097	0.1794	0.1109
k141_740750	0.8405	0.1191	0.0404
k141_557	0.6826	0.2479	0.0695
k141_106098	0.8274	0.1509	0.0217
k141_634878	0.6340	0.2984	0.0677
k141_423552	0.2059	0.4788	0.3152
k141_211843	0.6654	0.2173	0.1172
k141_740762	0.9091	0.0692	0.0217
k141_317798	0.6377	0.2066	0.1557
k141_106105	0.4522	0.3310	0.2168
k141_634888	0.8221	0.1315	0.0465
k141_423556	0.8630	0.1055	0.0315
k141_529177	0.4109	0.2741	0.3150
k141_634892	0.9382	0.0458	0.0161
k141_529178	0.9202	0.0633	0.0166
k141_576	0.8920	0.0787	0.0293
k141_740771	0.5040	0.3100	0.1860
k141_106109	0.5787	0.3014	0.1198
k141_423561	0.1795	0.7375	0.0830
k141_317808	0.5761	0.2763	0.1477
k141_740776	0.5809	0.3082	0.1109
k141_584	0.9767	0.0183	0.0050
k141_529185	0.6695	0.2082	0.1222
k141_211850	0.9029	0.0671	0.0300
k141_740777	0.6164	0.2674	0.1162
k141_423568	0.7784	0.1051	0.1165
k141_423571	0.8669	0.1007	0.0324
k141_211852	0.3514	0.4712	0.1773
k141_106113	0.9529	0.0340	0.0131
k141_740784	0.7955	0.1353	0.0692
k141_211854	0.5052	0.2034	0.2915
k141_423577	0.7707	0.1439	0.0855
k141_595	0.0121	0.9714	0.0165
k141_740786	0.7574	0.1860	0.0567
k141_529204	0.3836	0.3433	0.2731
k141_740787	0.6464	0.1718	0.1818
k141_106121	0.7455	0.1779	0.0765
k141_610	0.5756	0.2035	0.2209
k141_529210	0.7702	0.1864	0.0434
k141_211864	0.5572	0.3544	0.0883
k141_740792	0.9368	0.0468	0.0163
k141_529217	0.3944	0.2693	0.3363
k141_423602	0.5539	0.3142	0.1318
k141_618	0.0050	0.9859	0.0092
k141_423604	0.9680	0.0235	0.0085
k141_619	0.3030	0.3647	0.3323
k141_317820	0.9655	0.0228	0.0117
k141_106125	0.9604	0.0287	0.0109
k141_211875	0.2338	0.0741	0.6921
k141_423609	0.2565	0.3534	0.3901
k141_211877	0.3965	0.3032	0.3004
k141_740810	0.9078	0.0642	0.0280
k141_740811	0.8496	0.1235	0.0269
k141_317828	0.9359	0.0474	0.0167
k141_740814	0.0141	0.9621	0.0238
k141_423617	0.4225	0.4539	0.1236
k141_635	0.5552	0.3290	0.1158
k141_211878	0.6351	0.2988	0.0661
k141_106132	0.6940	0.2346	0.0715
k141_211879	0.6098	0.2330	0.1572
k141_740815	0.8172	0.1421	0.0406
k141_423620	0.3579	0.5065	0.1355
k141_106138	0.7250	0.1552	0.1198
k141_423623	0.8682	0.0935	0.0383
k141_647	0.6354	0.2759	0.0887
k141_634917	0.7271	0.2172	0.0558
k141_317843	0.9554	0.0287	0.0158
k141_634919	0.4652	0.2566	0.2782
k141_650	0.5225	0.3191	0.1584
k141_317845	0.7651	0.1378	0.0971
k141_317846	0.9552	0.0342	0.0106
k141_634922	0.9220	0.0545	0.0236
k141_740841	0.1726	0.2798	0.5477
k141_634927	0.6873	0.2260	0.0867
k141_106154	0.1796	0.1883	0.6320
k141_740844	0.0577	0.8538	0.0885
k141_668	0.9008	0.0736	0.0256
k141_106155	0.7474	0.2058	0.0468
k141_423648	0.0135	0.0340	0.9525
k141_678	0.5443	0.1725	0.2832
k141_740850	0.6937	0.2311	0.0752
k141_211901	0.9336	0.0480	0.0183
k141_634936	0.7110	0.2312	0.0578
k141_529225	0.9232	0.0564	0.0204
k141_106164	0.1130	0.7347	0.1523
k141_317883	0.2801	0.3540	0.3660
k141_740860	0.1216	0.7002	0.1782
k141_634945	0.7060	0.2385	0.0555
k141_317888	0.7592	0.1950	0.0458
k141_106168	0.3466	0.2144	0.4390
k141_697	0.9638	0.0279	0.0083
k141_529236	0.0827	0.7333	0.1840
k141_698	0.4415	0.3648	0.1937
k141_529239	0.5227	0.3788	0.0985
k141_211916	0.5862	0.2972	0.1166
k141_106175	0.1417	0.5980	0.2603
k141_529241	0.7700	0.1675	0.0625
k141_634959	0.9313	0.0504	0.0183
k141_317910	0.8121	0.0908	0.0971
k141_740874	0.6450	0.2939	0.0611
k141_529246	0.3435	0.3732	0.2833
k141_740876	0.2267	0.7305	0.0428
k141_740877	0.5648	0.3112	0.1240
k141_634963	0.7637	0.1413	0.0949
k141_106181	0.6456	0.1903	0.1640
k141_529252	0.4069	0.3778	0.2153
k141_716	0.7565	0.1837	0.0598
k141_317918	0.2060	0.3281	0.4659
k141_529253	0.5434	0.3838	0.0728
k141_423692	0.6821	0.2097	0.1082
k141_317920	0.2151	0.6894	0.0956
k141_634966	0.9775	0.0163	0.0062
k141_721	0.2513	0.6554	0.0932
k141_211931	0.3343	0.4829	0.1828
k141_740886	0.5856	0.2596	0.1548
k141_529258	0.9062	0.0675	0.0264
k141_317922	0.3545	0.4126	0.2329
k141_634971	0.3670	0.5025	0.1305
k141_211935	0.7529	0.1986	0.0485
k141_722	0.1166	0.7245	0.1589
k141_423703	0.8467	0.1352	0.0181
k141_723	0.1517	0.6716	0.1767
k141_634975	0.6848	0.2261	0.0891
k141_317936	0.7947	0.1492	0.0561
k141_529278	0.2535	0.3267	0.4198
k141_740903	0.3767	0.2787	0.3445
k141_106195	0.1533	0.3521	0.4946
k141_423708	0.7233	0.2247	0.0520
k141_634979	0.9613	0.0309	0.0079
k141_317937	0.5728	0.2060	0.2212
k141_730	0.9107	0.0564	0.0329
k141_317939	0.7470	0.1996	0.0534
k141_211936	0.9633	0.0277	0.0091
k141_423713	0.6064	0.2878	0.1058
k141_106199	0.4529	0.3726	0.1746
k141_634985	0.6844	0.2119	0.1037
k141_734	0.6128	0.2699	0.1173
k141_423716	0.9601	0.0308	0.0092
k141_740914	0.1287	0.1183	0.7531
k141_106200	0.2632	0.4943	0.2425
k141_739	0.0155	0.0219	0.9626
k141_106201	0.0551	0.9163	0.0287
k141_211938	0.0955	0.8498	0.0547
k141_423723	0.9515	0.0346	0.0139
k141_634989	0.7912	0.1705	0.0383
k141_740917	0.9790	0.0162	0.0048
k141_317951	0.5978	0.2350	0.1672
k141_740918	0.2587	0.5907	0.1506
k141_423733	0.8011	0.1586	0.0404
k141_635004	0.3168	0.4910	0.1922
k141_529302	0.0778	0.4322	0.4900
k141_756	0.6595	0.1409	0.1996
k141_740926	0.0697	0.8549	0.0753
k141_529304	0.8309	0.1387	0.0304
k141_635010	0.9463	0.0439	0.0098
k141_762	0.1810	0.4711	0.3479
k141_529307	0.1364	0.0811	0.7824
k141_211955	0.3317	0.3570	0.3113
k141_740927	0.5884	0.2536	0.1580
k141_529308	0.1286	0.1811	0.6903
k141_635012	0.3230	0.3594	0.3176
k141_106216	0.8225	0.1382	0.0393
k141_211957	0.4206	0.3958	0.1837
k141_740932	0.1507	0.4655	0.3838
k141_635017	0.4501	0.2902	0.2596
k141_423755	0.0024	0.9933	0.0044
k141_317977	0.5584	0.3569	0.0847
k141_106221	0.1444	0.2055	0.6500
k141_529318	0.9207	0.0572	0.0221
k141_740944	0.7716	0.1979	0.0305
k141_106226	0.1166	0.2673	0.6161
k141_317979	0.9774	0.0159	0.0067
k141_635025	0.3394	0.5747	0.0859
k141_765	0.4979	0.4674	0.0347
k141_423773	0.9500	0.0373	0.0127
k141_211971	0.7271	0.1512	0.1217
k141_768	0.1069	0.7718	0.1213
k141_529336	0.3716	0.5146	0.1137
k141_423778	0.2554	0.5977	0.1469
k141_211972	0.8235	0.1128	0.0637
k141_529341	0.6257	0.1814	0.1930
