set	sample_id	contig_id	ORF_ID	Best_Hit_ARO	ARO	Cut_Off	Best_Identities	Percentage_Length_of_Reference_Sequence	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Antibiotic	matched_to_genomad	genomad_context	chromosome_score	plasmid_score	virus_score
RM2016_batch04B_newcountries12	ERR1726006	k141_184252	k141_184252_3 # 1517 # 2992 # -1 # ID=8149_3;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=5bp;gc_cont=0.399	msrE	3003109	Perfect	100.0	100.0	macrolide antibiotic; streptogramin antibiotic	antibiotic target protection	msr-type ABC-F protein	erythromycin	False	chromosome_like	1		
RM2016_batch04B_newcountries12	ERR1726006	k141_82515	k141_82515_3 # 571 # 906 # -1 # ID=8450_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.679	qacJ	3007014	Strict	40.0	103.74	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride	False	chromosome_like	1		
RM2016_batch04B_newcountries12	ERR1726006	k141_133354	k141_133354_2 # 331 # 2022 # 1 # ID=8460_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.465	ICR-Mo	3004569	Strict	95.91	100.9	peptide antibiotic	antibiotic target alteration	intrinsic colistin resistant phosphoethanolamine transferase	colistin A; colistin B	False	chromosome_like	1		
RM2016_batch04B_newcountries12	ERR1726006	k141_31748	k141_31748_1 # 110 # 991 # 1 # ID=9206_1;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.430	vanW gene in vanG cluster	3002965	Strict	31.97	104.27	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin	False	chromosome_like	1		
RM2016_batch04B_newcountries12	ERR1726006	k141_159885	k141_159885_2 # 904 # 1233 # -1 # ID=10391_2;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.403	qacJ	3007014	Strict	37.74	101.87	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride	False	chromosome_like	1		
RM2016_batch04B_newcountries12	ERR1726006	k141_135013	k141_135013_1 # 216 # 1382 # -1 # ID=10897_1;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.375	tet(X)	3000205	Strict	99.48	100.0	glycylcycline; tetracycline antibiotic	antibiotic inactivation	tetracycline inactivation enzyme	tigecycline; tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	False	chromosome_like	1		
RM2016_batch04B_newcountries12	ERR1726006	k141_84417	k141_84417_1 # 171 # 971 # -1 # ID=11010_1;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=6bp;gc_cont=0.409	OXA-10	3001405	Strict	97.37	100.0	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	cloxacillin; oxacillin; cefalotin	False	chromosome_like	1		
RM2016_batch04B_newcountries12	ERR1726006	k141_8284	k141_8284_12 # 11554 # 13998 # 1 # ID=12562_12;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=3bp;gc_cont=0.336	vanT gene in vanG cluster	3002972	Strict	34.27	114.33	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	False	chromosome_like	1		
RM2016_batch04B_newcountries12	ERR1726006	k141_60155	k141_60155_4 # 1517 # 2215 # 1 # ID=13293_4;partial=01;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.338	vanW gene in vanG cluster	3002965	Strict	29.02	82.92	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin	False	chromosome_like	1		
RM2016_batch04B_newcountries12	ERR1726006	k141_34895	k141_34895_1 # 2 # 1294 # 1 # ID=13690_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.396	tet(Q)	3000191	Strict	94.88	65.45	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	False	chromosome_like	1		
RM2016_batch04B_newcountries12	ERR1726006	k141_35070	k141_35070_4 # 3684 # 6245 # 1 # ID=13933_4;partial=00;start_type=GTG;rbs_motif=AAAA;rbs_spacer=3bp;gc_cont=0.365	vanT gene in vanG cluster	3002972	Strict	35.31	119.8	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	False	chromosome_like	1		
RM2016_batch04B_newcountries12	ERR1726006	k141_87461	k141_87461_1 # 1 # 2076 # -1 # ID=15280_1;partial=10;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.632	adeF	3000777	Strict	68.34	65.34	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline	False	chromosome_like	1		
RM2016_batch04B_newcountries12	ERR1726006	k141_190335	k141_190335_2 # 746 # 2665 # -1 # ID=16185_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.531	tet(W)	3000194	Perfect	100.0	100.0	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	False	chromosome_like	1		
RM2016_batch04B_newcountries12	ERR1726006	k141_89908	k141_89908_6 # 4855 # 5655 # 1 # ID=18821_6;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.409	vanY gene in vanM cluster	3002961	Strict	28.28	114.16	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin; teicoplanin	False	chromosome_like	1		
RM2016_batch04B_newcountries12	ERR1726006	k141_64336	k141_64336_2 # 323 # 1510 # -1 # ID=18889_2;partial=00;start_type=GTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.405	tet(39)	3000566	Perfect	100.0	100.0	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline	True	plasmid_like		0.8081	
RM2016_batch04B_newcountries12	ERR1726006	k141_14503	k141_14503_1 # 116 # 1300 # -1 # ID=20986_1;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.538	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	3003369	Strict	97.97	96.33	elfamycin antibiotic	antibiotic target alteration	elfamycin resistant EF-Tu	pulvomycin	False	chromosome_like	1		
RM2016_batch04B_newcountries12	ERR1726006	k141_92301	k141_92301_2 # 681 # 1013 # 1 # ID=21949_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.580	qacG	3007015	Strict	47.12	102.8	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride	False	chromosome_like	1		
RM2016_batch04B_newcountries12	ERR1726006	k141_145471	k141_145471_10 # 11032 # 12504 # -1 # ID=25054_10;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.483	vanW gene in vanI cluster	3003724	Strict	31.82	131.37	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin	False	chromosome_like	1		
RM2016_batch04B_newcountries12	ERR1726006	k141_18048	k141_18048_1 # 3 # 620 # 1 # ID=25591_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.435	ANT(3'')-IIc	3004091	Strict	88.0	79.15	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')	spectinomycin; streptomycin	True	plasmid_like		0.9951	
RM2016_batch04B_newcountries12	ERR1726006	k141_95741	k141_95741_1 # 1 # 1824 # -1 # ID=26130_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.639	adeF	3000777	Strict	71.71	57.41	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline	False	chromosome_like	1		
RM2016_batch04B_newcountries12	ERR1726006	k141_197967	k141_197967_2 # 358 # 690 # -1 # ID=26292_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.535	qacJ	3007014	Strict	36.54	102.8	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride	False	chromosome_like	1		
RM2016_batch04B_newcountries12	ERR1726006	k141_198192	k141_198192_1 # 2 # 1045 # -1 # ID=26620_1;partial=10;start_type=GTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.394	tet(Q)	3000191	Strict	96.25	52.97	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	False	chromosome_like	1		
RM2016_batch04B_newcountries12	ERR1726006	k141_198237	k141_198237_3 # 969 # 1313 # -1 # ID=26657_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.386	qacJ	3007014	Strict	43.4	106.54	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride	False	chromosome_like	1		
RM2016_batch04B_newcountries12	ERR1726006	k141_146715	k141_146715_2 # 590 # 934 # -1 # ID=26896_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.328	qacG	3007015	Strict	49.04	106.54	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride	False	chromosome_like	1		
RM2016_batch04B_newcountries12	ERR1726006	k141_72172	k141_72172_2 # 3125 # 3469 # 1 # ID=29121_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.397	qacG	3007015	Strict	50.0	106.54	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride	False	chromosome_like	1		
RM2016_batch04B_newcountries12	ERR1726006	k141_73513	k141_73513_5 # 2909 # 3619 # 1 # ID=30822_5;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.392	vanW gene in vanG cluster	3002965	Strict	30.16	83.99	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin	False	chromosome_like	1		
RM2016_batch04B_newcountries12	ERR1726006	k141_175849	k141_175849_3 # 2558 # 3862 # -1 # ID=31615_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.418	Acinetobacter baumannii AbaQ	3004574	Strict	90.44	100.0	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump		True	plasmid_like		0.8723	
RM2016_batch04B_newcountries12	ERR1726006	k141_100456	k141_100456_2 # 790 # 1296 # 1 # ID=31842_2;partial=01;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.402	tet(O)	3000190	Strict	99.41	26.45	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	False	chromosome_like	1		
RM2016_batch04B_newcountries12	ERR1726006	k141_49971	k141_49971_1 # 2 # 1159 # 1 # ID=33072_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.407	tet(O)	3000190	Strict	98.18	60.25	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	False	chromosome_like	1		
RM2016_batch04B_newcountries12	ERR1726006	k141_75769	k141_75769_11 # 12827 # 13171 # 1 # ID=33581_11;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.394	qacG	3007015	Strict	50.0	106.54	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride	False	chromosome_like	1		
RM2016_batch04B_newcountries12	ERR1726006	k141_127294	k141_127294_1 # 52 # 852 # -1 # ID=33768_1;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.341	ErmF	3000498	Strict	97.74	100.0	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	erythromycin; roxithromycin; lincomycin; telithromycin; clarithromycin; clindamycin; tylosin; spiramycin; azithromycin; dirithromycin; pristinamycin IA; quinupristin; virginiamycin M1; madumycin II; griseoviridin; dalfopristin; pristinamycin IB; virginiamycin S2; pristinamycin IC; vernamycin C; patricin A; patricin B; ostreogrycin B3; oleandomycin	False	chromosome_like	1		
RM2016_batch04B_newcountries12	ERR1726006	k141_127381	k141_127381_1 # 2 # 1024 # 1 # ID=33877_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.642	vanT gene in vanG cluster	3002972	Strict	33.64	47.75	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	False	chromosome_like	1		
RM2016_batch04B_newcountries12	ERR1726006	k141_177717	k141_177717_4 # 3839 # 4576 # -1 # ID=33909_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.332	ErmB	3000375	Strict	97.96	98.79	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	erythromycin; roxithromycin; lincomycin; telithromycin; clarithromycin; clindamycin; tylosin; spiramycin; azithromycin; dirithromycin; pristinamycin IA; quinupristin; virginiamycin M1; madumycin II; griseoviridin; dalfopristin; pristinamycin IB; virginiamycin S2; pristinamycin IC; vernamycin C; patricin A; patricin B; ostreogrycin B3; oleandomycin	True	plasmid_like		0.9834	
