card_subject_id	total_read_hits	R1_read_hits	R2_read_hits	mean_percent_identity	maximum_alignment_length	minimum_evalue	maximum_bitscore
gb|ACJ41739.1|ARO:3000780|adeI	788	380	408	86.1679	50	6.23e-26	94.4000
gb|AAC75089.1|ARO:3003577|ugd	768	376	392	85.0255	50	6.08e-33	112.0000
gb|AGG29535.1|ARO:3003306|Mmor_gyrB_FLO	680	338	342	87.6904	50	4.97e-30	106.0000
gb|AAG05915.1|ARO:3004074|MuxB	659	345	314	84.0575	50	9.32e-25	91.7000
gb|BAA37152.1|ARO:3003702|Paer_ParC_FLO	659	329	330	87.6152	50	3.01e-31	110.0000
gb|AAC75136.1|ARO:3000793|mdtB	646	322	324	88.4545	51	2.35e-29	104.0000
gb|BAE77086.1|ARO:3003316|Ecol_parE_FLO	640	333	307	87.2300	50	3.45e-33	115.0000
gb|AAB39605.1|ARO:3003361|Pros_EFTu_GE2A	631	319	312	83.9165	50	7.6e-30	104.0000
gb|BAD89844.2|ARO:3000753|abeM	608	316	292	85.8633	50	1.18e-28	102.0000
gb|CAG39568.1|ARO:3003285|Saur_rpoB_RIF	580	269	311	84.8307	50	2.35e-29	104.0000
gb|CAG39033.1|ARO:3003301|Saur_gyrB_AMU	575	291	284	84.3692	51	1.27e-27	99.8000
gb|AAA74437.1|ARO:3000378|MexB	545	263	282	85.8281	50	8.72e-27	97.4000
gb|CAA79727.1|ARO:3000191|tet(Q)	541	277	264	94.7379	50	4.43e-32	112.0000
gb|QQA64076.1|ARO:3007049|mef(J)	526	265	261	98.6829	50	5.38e-31	107.0000
gb|AAG05882.1|ARO:3000804|MexF	520	264	256	88.6498	50	2.08e-28	102.0000
gb|AAF86219.1|ARO:3000375|ErmB	504	269	235	98.0492	50	2.04e-33	111.0000
gb|AAG06556.1|ARO:3003684|Paer_gyrA_FLO	499	267	232	89.3924	50	1.34e-32	114.0000
gb|AAA23033.2|ARO:3000190|tet(O)	497	241	256	97.9761	50	2.31e-32	113.0000
gb|EEK14408.1|ARO:3003931|Cgin_gyrA_FLO	488	248	240	84.5602	50	8.18e-29	103.0000
gb|ADK13120.1|ARO:3004562|Cdif_gyrB_FLO	484	258	226	83.9705	51	1.74e-27	99.4000
gb|AAL22694.1|ARO:3003307|Sser_gyrB_FLO	478	255	223	86.1322	50	4.97e-30	106.0000
gb|AAW90462.1|ARO:3003930|rpsJ	476	230	246	86.3158	50	1.71e-32	104.0000
gb|AAW66497.1|ARO:3000566|tet(39)	440	214	226	99.4477	52	2.71e-31	108.0000
gb|AAW89918.1|ARO:3003929|Ngon_parC_FLO	423	235	188	84.8026	50	1.26e-29	105.0000
gb|AAC75137.1|ARO:3000794|mdtC	420	208	212	89.8971	50	9.25e-30	105.0000
gb|NP_217280.1|ARO:3004153|Mtub_thyA_PAS	420	209	211	83.9164	50	6.87e-31	105.0000
gb|ABM44583.1|ARO:3003302|Bbac_gyrA_AMU	410	205	205	85.0944	52	1.72e-29	105.0000
gb|AAP43110.2|ARO:3003923|oqxB	408	201	207	88.9360	50	3.64e-30	107.0000
gb|AAG03548.1|ARO:3003681|TriC	392	209	183	85.8837	50	6.38e-27	97.8000
gb|AAL05553.1|ARO:3003206|lsaE	391	199	192	96.3217	50	6.62e-33	114.0000
gb|AAC73564.1|ARO:3000216|acrB	390	198	192	90.4013	51	1.83e-32	113.0000
gb|AAW89357.1|ARO:3003928|Ngon_gyrA_FLO	381	190	191	88.3378	51	5.29e-33	115.0000
gb|AJF82049.1|ARO:3003573|LpxA	377	187	190	86.1032	50	7.4e-30	102.0000
gb|BAL43360.1|ARO:3003745|mef(C)	376	188	188	92.1569	50	4.37e-29	102.0000
gb|AAC16242.1|ARO:3005069|rsmA	368	172	196	88.4054	50	5.8e-28	92.0000
gb|AAF42062.1|ARO:3000811|mtrD	339	181	158	84.5460	55	1.44e-25	94.0000
gb|AAZ42322.1|ARO:3005098|qacL	327	168	159	96.9459	50	6.96e-31	100.0000
gb|NP_216424.1|ARO:3003392|Mtub_katG_INH	316	159	157	82.8301	50	5.6e-31	109.0000
gb|AJF82051.1|ARO:3003575|LpxD	310	146	164	88.0600	50	2.46e-29	102.0000
gb|ADZ12699.1|ARO:3005091|RanA	296	146	150	85.6841	50	3.79e-29	100.0000
gb|AAA88675.1|ARO:3000498|ErmF	291	152	139	97.1165	50	1.85e-31	106.0000
gb|AAV85982.1|ARO:3000535|macB	291	147	144	83.9859	50	1.13e-26	97.1000
gb|BAA16344.1|ARO:3000491|acrD	285	145	140	92.3558	50	8.69e-32	111.0000
gb|CAJ77856.1|ARO:3000777|adeF	285	143	142	85.7484	50	1.35e-27	99.8000
gb|WP_000819088.1|ARO:3003296|Saur_gyrA_FLO	281	141	140	83.5018	50	1.52e-28	102.0000
gb|BAL43359.1|ARO:3003742|mphG	278	136	142	91.1126	50	5.99e-35	116.0000
gb|AAL73129.1|ARO:3000616|mel	276	139	137	91.7402	50	8.28e-29	102.0000
gb|CDJ73082.1|ARO:3003900|Ecol_cyaA_FOF	274	137	137	95.6861	50	2.08e-33	116.0000
gb|BAA11086.1|ARO:3003314|Saur_parE_AMU	269	129	140	85.6870	52	1.83e-27	99.4000
gb|NP_217299.1|ARO:3004977|Mtub_gpsI_PZA	269	150	119	85.0480	50	5.99e-29	103.0000
gb|AAC76298.1|ARO:3000502|AcrF	267	128	139	92.0401	51	1.43e-30	108.0000
gb|CAC30845.1|ARO:3003284|Mlep_rpoB_RIF	256	126	130	87.2328	50	7.67e-31	108.0000
gb|AAB58161.1|ARO:3003010|ceoB	253	129	124	83.4968	50	3.66e-25	92.8000
gb|AHB92962.1|ARO:3003809|Abau_OprD_IPM	252	127	125	85.0484	51	2.05e-30	106.0000
gb|QXW20276.1|ARO:3007635|CAE-1	243	127	116	83.7885	50	3.3e-27	96.3000
gb|ADP36409.1|ARO:3003730|Bbif_ileS_MUP	238	122	116	89.6193	51	2.08e-33	116.0000
gb|AAL82403.1|ARO:3003297|Bbac_gyrA_FLO	236	127	109	83.2182	51	1.52e-28	102.0000
gb|ADZ12700.1|ARO:3005090|RanB	236	123	113	86.4508	50	7.15e-28	97.1000
gb|WP_001985623.1|ARO:3004578|Abau_AbuO	216	117	99	84.1431	50	4.83e-24	89.4000
gb|WP_004025678.1|ARO:3003305|Uure_gyrB_FLO	216	103	113	86.8819	50	3.24e-24	90.1000
gb|AAC76055.1|ARO:3003308|Ecol_parC_FLO	202	108	94	94.4104	50	1.34e-32	114.0000
gb|AAG07763.1|ARO:3003031|MexW	200	98	102	86.2720	50	1.55e-26	96.7000
gb|WP_051021433.1|ARO:3004600|LnuH	200	102	98	86.3345	50	1.16e-31	107.0000
gb|AAC76539.1|ARO:3000796|mdtF	199	93	106	95.1261	50	2.21e-31	110.0000
gb|NP_358351.1|ARO:3003311|Spne_parC_FLO	197	98	99	86.9939	50	6.78e-30	106.0000
gb|AER05434.1|ARO:3003974|Cacn_gyrA_FLO	196	98	98	85.2571	50	1.34e-32	114.0000
gb|AAL14440.1|ARO:3000775|adeB	194	103	91	87.8000	50	5.29e-28	100.0000
gb|AAG08359.1|ARO:3003682|OpmH	191	102	89	84.4932	50	2.24e-25	93.2000
gb|BAD59497.1|ARO:3000501|rpoB2	191	101	90	84.4838	50	1.26e-29	105.0000
gb|BAE06006.1|ARO:3003705|mexN	187	97	90	83.9642	50	1.96e-25	93.6000
gb|AAL21173.1|ARO:3003926|Sent_gyrA_FLO	186	96	90	91.2758	50	2.21e-31	110.0000
gb|AEV91550.1|ARO:3001710|OXA-211	184	85	99	98.9228	50	4.56e-34	113.0000
gb|AGW16415.1|ARO:3001521|OXA-333	182	99	83	99.2681	50	1.8e-33	112.0000
gb|CDJ73208.1|ARO:3003890|Ecol_UhpT_FOF	182	93	89	96.4495	50	1.42e-31	110.0000
gb|AKL79742.1|ARO:3003808|carO	181	88	93	85.0785	50	2.74e-29	100.0000
gb|CAB41414.1|ARO:3002836|lnuB	180	88	92	97.4933	50	1.72e-32	109.0000
gb|QFQ03949.1|ARO:3005051|LpsB	179	94	85	85.8547	50	2e-29	103.0000
gb|AAC74370.1|ARO:3004045|Ecol_fabI_MULT	174	89	85	84.8644	50	5.26e-30	102.0000
gb|AAC60780.1|ARO:3003049|rosB	173	83	90	84.5353	50	2.88e-26	95.9000
gb|AAG06942.1|ARO:3002985|arnA	172	86	86	86.9413	50	5.45e-31	109.0000
gb|AAG04568.1|ARO:3003895|Paer_PhoP_CST	171	84	87	87.7819	50	3.39e-30	102.0000
gb|VEH83056.1|ARO:3007544|Erhu_gyrA_ENR	169	89	80	83.5160	50	9.25e-30	105.0000
gb|WP_003690088.1|ARO:3004956|Ngon_rpld	169	83	86	86.2787	50	3.09e-30	102.0000
gb|AAC76209.2|ARO:3003386|Ecol_folP_SLF	167	81	86	92.8611	50	1.28e-31	107.0000
gb|AAB52541.1|ARO:3004833|Ngon_PBP1_BLA	166	83	83	85.4717	51	4.75e-30	106.0000
gb|BAB38260.1|ARO:3000830|cpxA	166	84	82	96.6530	50	9.32e-32	110.0000
gb|NP_216146.1|ARO:3004721|Mtub_rpsA_PZA	166	87	79	87.0367	50	9.81e-28	99.8000
gb|CDO61516.1|ARO:3003949|efrB	165	86	79	85.8194	50	2.79e-27	97.4000
gb|AAC74000.1|ARO:3003950|msbA	159	85	74	92.6384	50	2.94e-29	104.0000
gb|AAG05914.1|ARO:3004075|MuxC	158	69	89	83.4785	50	5.65e-26	95.1000
gb|AIL15701.1|ARO:3003775|Ecol_murA_FOF	156	90	66	90.9917	50	6.82e-31	107.0000
gb|AMP42147.1|ARO:3004442|tet(W/N/W)	155	81	74	98.3987	50	2.08e-31	110.0000
gb|AAC75429.1|ARO:3000833|evgS	152	77	75	97.4987	50	1.34e-32	114.0000
gb|QQA64075.1|ARO:3007043|msr(I)	152	73	79	98.2961	50	6.09e-31	108.0000
gb|BAA34300.1|ARO:3003033|mexY	150	80	70	83.1960	50	3.42e-27	98.6000
gb|CAA52296.1|ARO:3003729|Saur_ileS_MUP	150	80	70	83.1080	50	3.21e-29	104.0000
gb|ACH87088.1|ARO:3000196|tet(32)	148	75	73	97.1189	50	3.17e-32	112.0000
gb|CAC14595.1|ARO:3003056|smeE	146	81	65	85.1397	50	2.08e-28	102.0000
gb|AAC75733.1|ARO:3000074|emrB	145	65	80	93.2800	50	2.06e-32	112.0000
gb|AAL19305.1|ARO:3000790|mdsB	145	74	71	86.5338	50	9.86e-28	100.0000
gb|CDJ72759.1|ARO:3003899|Ecol_PtsI_FOF	145	74	71	95.7828	50	5.98e-30	106.0000
gb|BAE06008.1|ARO:3003699|mexQ	140	74	66	87.2057	50	1.52e-28	102.0000
gb|CAJ66820.1|ARO:3003995|Cdif_gyrA_FLO	140	70	70	81.9936	50	1.56e-26	96.7000
gb|CAJ32491.1|ARO:3002622|aadA6/aadA10	139	71	68	99.0849	50	2.7e-33	111.0000
gb|SIP52035.1|ARO:3004054|Paer_CpxR	139	83	56	86.2597	50	1.29e-29	100.0000
gb|CCI79240.1|ARO:3005047|eptB	136	67	69	89.9051	51	1.99e-32	113.0000
gb|CAH35802.1|ARO:3002983|amrB	135	69	66	83.7244	50	3.08e-21	81.6000
gb|AAB41956.1|ARO:3000800|MexC	133	72	61	85.2308	50	1.33e-25	93.2000
gb|AAC74177.1|ARO:3004049|Ecol_fabG_TRC	133	70	63	88.2812	50	1.44e-29	101.0000
gb|AAG05880.1|ARO:3000814|MexT	132	70	62	86.0318	50	1.24e-26	95.5000
gb|AGV28567.1|ARO:3000559|adeN	131	73	58	87.2473	50	1e-30	103.0000
gb|NP_217974.1|ARO:3004999|Mtub_rpoA_RIF	129	66	63	85.2558	50	2.27e-28	100.0000
gb|AAC75271.1|ARO:3003952|YojI	125	62	63	92.8072	50	1.22e-31	110.0000
gb|NP_388014.1|ARO:3007527|Bsub_rpsE_SPT	125	70	55	84.5200	50	5.24e-29	97.8000
gb|AAA27459.1|ARO:3004683|aadS	124	59	65	96.7758	50	1.08e-34	115.0000
gb|AEV91551.1|ARO:3001711|OXA-212	124	52	72	98.1960	50	9.06e-34	112.0000
gb|AKO71461.1|ARO:3004608|EreD	124	60	64	98.0935	50	1.14e-32	112.0000
gb|AIA35096.1|ARO:3005059|LptD	123	59	64	90.6650	51	5.27e-33	115.0000
gb|AAC75291.1|ARO:3003294|Ecol_gyrA_FLO	121	59	62	93.1289	51	2.67e-30	107.0000
gb|BAE77933.1|ARO:3000518|CRP	120	59	61	93.9775	50	1.06e-31	105.0000
gb|ABF69686.1|ARO:3007122|tet(O/W/32/O)	118	50	68	98.5161	50	6.54e-30	106.0000
gb|BAE78083.1|ARO:3003549|mdtO	117	58	59	97.7915	50	1.11e-31	111.0000
gb|CTQ57092.1|ARO:3004682|aadA27	115	54	61	98.1052	50	2.77e-33	111.0000
gb|AAC76093.1|ARO:3002986|bacA	113	62	51	92.0841	51	6.94e-33	110.0000
gb|ACN32294.1|ARO:3000237|TolC	110	52	58	96.1509	53	1.62e-29	104.0000
gb|AAG05883.1|ARO:3000805|OprN	109	59	50	83.1578	50	2.17e-25	93.2000
gb|EGP45231.1|ARO:3004144|AxyY	107	52	55	82.7804	50	5.35e-23	86.7000
gb|BAB38442.1|ARO:3004126|Ecol_LamB	100	51	49	96.8720	50	4.53e-35	119.0000
gb|AAA27471.1|ARO:3000205|tet(X)	98	49	49	99.0704	50	2.42e-32	111.0000
gb|AAF17880.1|ARO:3002605|aadA5	98	53	45	99.1867	50	1.39e-33	112.0000
gb|TKW44661.1|ARO:3005040|YajC	98	50	48	86.2724	51	4.25e-30	99.0000
gb|ADK34116.1|ARO:3001662|OXA-164	95	52	43	99.3642	50	1.74e-31	107.0000
gb|CDO16001.1|ARO:3007421|Kpne_PBP3_BLA	95	52	43	96.8095	50	2.61e-31	110.0000
gb|NP_214519.2|ARO:3003459|Mtub_gyrB_FLO	95	52	43	82.8368	50	7.19e-28	100.0000
gb|AFH35853.1|ARO:3001328|Ecol_mdfA	93	42	51	92.0925	50	3.24e-29	103.0000
gb|BAE78116.1|ARO:3003576|eptA	92	45	47	96.1065	50	2e-34	118.0000
gb|ABV18113.1|ARO:3001329|mdtG	91	48	43	92.4242	50	1.59e-32	112.0000
gb|VWQ04088.1|ARO:3005041|mlaF	91	48	43	90.4956	50	9.01e-33	110.0000
gb|BAE78084.1|ARO:3003548|mdtN	89	44	45	98.8865	50	1.01e-30	106.0000
gb|AAL22048.1|ARO:3003939|Sent_parC_FLO	88	47	41	92.6057	50	5.61e-31	109.0000
gb|WKR28567.1|ARO:3007678|IreK	88	47	41	86.1932	50	1.35e-27	99.8000
gb|WP_001182024.1|ARO:3007053|Hpyl_gyrB_FLO	88	49	39	83.2807	50	7.72e-26	94.7000
gb|AML99881.1|ARO:3001327|MdtK	86	43	43	87.4186	50	1.31e-27	99.4000
gb|CAM12479.1|ARO:3000567|tet(40)	86	43	43	98.1070	50	1.14e-31	109.0000
gb|ACT97371.1|ARO:3003097|CfxA6	85	41	44	97.9588	50	4.27e-31	107.0000
gb|AAD51345.1|ARO:3003052|smeB	84	44	40	84.3619	50	3.47e-22	84.3000
gb|VWQ00850.1|ARO:3003843|leuO	84	47	37	95.1131	50	2.3e-31	107.0000
gb|WP_104671188.1|ARO:3003948|efrA	84	45	39	83.8131	50	1.49e-26	96.7000
gb|AAC75135.2|ARO:3000792|mdtA	83	43	40	95.9542	50	9.12e-30	104.0000
gb|AAC77293.1|ARO:3001214|mdtM	83	41	42	93.3783	50	1.21e-29	104.0000
gb|AAG07594.1|ARO:3000808|MexI	81	46	35	85.4432	50	8.91e-25	91.7000
gb|ENU21024.1|ARO:3001751|OXA-296	81	42	39	94.3741	50	8.67e-33	110.0000
gb|AAC74149.2|ARO:3001216|mdtH	80	42	38	94.2350	50	1.06e-32	112.0000
gb|AAD51348.1|ARO:3003066|smeR	79	38	41	82.4582	48	9.14e-24	85.9000
gb|AAD23513.1|ARO:3003002|CfxA2	77	39	38	99.7909	50	1.32e-31	108.0000
gb|BAA16547.1|ARO:3000027|emrA	77	41	36	95.8779	50	6.91e-31	107.0000
gb|CAA38861.1|ARO:3007423|Ecol_PBP3_BLA	77	34	43	95.3935	50	6.14e-30	106.0000
gb|EHL92831.1|ARO:3004588|Kpne_KpnG	77	35	42	89.8584	50	2.55e-31	108.0000
gb|P24734.3|ARO:3007491|Paer_ampR_ATM	77	38	39	85.2286	50	1.21e-26	94.7000
gb|AAF40764.1|ARO:3003962|farB	76	37	39	87.0645	50	9.59e-31	108.0000
gb|AAC75314.1|ARO:3003578|PmrF	75	41	34	93.7027	50	9.54e-32	108.0000
gb|AAB41957.1|ARO:3000801|MexD	74	36	38	84.3662	50	3.71e-28	101.0000
gb|BAA11237.1|ARO:3000254|emrY	74	36	38	98.3135	50	2.14e-33	115.0000
gb|AAC76297.1|ARO:3000499|AcrE	73	34	39	96.7493	50	6.65e-30	104.0000
gb|AAR29969.1|ARO:3007121|tet(O/W)	73	33	40	96.0849	50	2.56e-30	107.0000
gb|CDM87362.1|ARO:3001559|OXA-373	72	41	31	98.9500	50	8.19e-35	115.0000
gb|AAO82599.1|ARO:3003792|Efae_liaR_DAP	71	40	31	84.2338	50	3.03e-28	97.1000
gb|AAC60781.1|ARO:3003048|rosA	67	35	32	85.6493	50	6.2e-28	99.8000
gb|AYV52072.1|ARO:3002882|lmrD	67	35	32	86.1940	50	6.36e-27	97.8000
gb|CAA09666.1|ARO:3004122|Kpne_OmpK37	67	35	32	86.7657	51	2.08e-31	108.0000
gb|NP_215181.1|ARO:3003283|Mtub_rpoB_RIF	67	38	29	82.7597	50	1.62e-26	96.7000
gb|NP_253005.1|ARO:3004069|MvaT	67	28	39	85.5134	50	1.08e-27	93.2000
gb|AFK58562.1|ARO:3003078|Efac_liaR_DAP	66	35	31	87.5409	50	2.4e-27	94.7000
gb|BAE78082.1|ARO:3003550|mdtP	66	35	31	95.8470	50	8.57e-31	108.0000
gb|QWW12915.1|ARO:3007203|Kpne_PhoQ_CST	66	34	32	91.0015	50	4.12e-30	106.0000
gb|AIA08936.1|ARO:3000444|rphA	65	34	31	84.3846	48	2.01e-23	87.8000
gb|AAG03816.1|ARO:3000379|OprM	64	32	32	84.8406	50	8.05e-25	91.7000
gb|CDO13836.1|ARO:3005044|OmpA	64	30	34	91.3547	52	5.46e-32	110.0000
gb|CAL35145.1|ARO:3003789|Cjej_gyrA_FLO	63	34	29	83.6159	50	4.14e-26	95.5000
gb|AAG04750.1|ARO:3004077|PmpM	61	28	33	84.8066	50	3.68e-28	100.0000
gb|ADF62939.1|ARO:3000829|baeS	61	32	29	89.6443	50	3.49e-29	103.0000
gb|CAC29514.1|ARO:3003298|Mlep_gyrA_FLO	59	29	30	82.8831	50	1.62e-26	96.7000
gb|WP_001289569.1|ARO:3003312|Saur_parC_FLO	59	34	25	82.9322	50	3.43e-27	98.6000
gb|AAC77033.1|ARO:3003381|Ecol_soxR_MULT	58	30	28	96.8621	50	6.63e-35	112.0000
gb|CAL84423.1|ARO:3004146|cfrC	58	31	27	93.9172	50	9.7e-32	108.0000
gb|AAC73566.1|ARO:3003807|Ecol_AcrR_MULT	56	30	26	95.9821	50	6e-32	106.0000
gb|AAC73788.1|ARO:3003841|kdpE	55	27	28	92.0036	50	2.39e-33	110.0000
gb|AKN19287.1|ARO:3002578|AAC(6')-Ib7	55	30	25	95.9600	50	3.83e-33	110.0000
gb|AAK07612.2|ARO:3000604|Erm(35)	54	23	31	84.0130	50	4.03e-26	92.8000
gb|WP_001153763.1|ARO:3007052|Hpyl_gyrA_FLO	54	26	28	85.5667	50	2.08e-28	102.0000
gb|AAF40852.1|ARO:3003937|Nmen_PBP2_BLA	53	23	30	83.5830	50	3.27e-27	98.6000
gb|AAC73938.1|ARO:3003751|Ecol_nfsA_NIT	52	22	30	94.5365	50	3.39e-33	110.0000
gb|BAE77781.1|ARO:3000795|mdtE	52	25	27	99.5173	50	1.76e-30	106.0000
gb|AAB17902.2|ARO:3003970|ddl	51	21	30	84.7373	50	3.63e-28	99.8000
gb|AAC74015.1|ARO:3003390|Ecol_ompF_BLA	51	26	25	95.4980	50	2.36e-32	110.0000
gb|ADF62940.1|ARO:3000828|baeR	51	23	28	92.7882	50	3e-31	105.0000
gb|AAC73679.1|ARO:3003756|Ecol_nfsB_NIT	49	24	25	94.8367	50	1.26e-31	105.0000
gb|AAF74725.1|ARO:3004659|Mef(En2)	49	23	26	98.3755	50	5.63e-31	107.0000
gb|AAG05881.1|ARO:3000803|MexE	49	31	18	82.7878	50	8.9e-28	99.4000
gb|AJP77085.1|ARO:3003717|ESP-1	49	23	26	94.6122	50	2.72e-32	109.0000
gb|AMD83542.1|ARO:3007669|aadT	49	26	23	92.5143	50	3.01e-28	101.0000
gb|BAM10414.1|ARO:3003039|OprA	49	21	28	83.2551	50	3.22e-19	75.9000
gb|CBH51823.1|ARO:3000556|tet(44)	49	26	23	96.2918	50	4.34e-32	112.0000
gb|WP_041918279.1|ARO:3003925|Hpin_parC_FLO	49	19	30	86.3184	50	8.66e-32	111.0000
gb|AAC73565.1|ARO:3004043|Ecol_acrA	48	25	23	96.6458	50	5.51e-29	102.0000
gb|ESK39014.1|ARO:3004091|ANT(3'')-IIc	47	24	23	98.4340	50	2.77e-33	111.0000
gb|VWQ04090.1|ARO:3005042|mlaD	47	23	24	94.7723	50	3.09e-31	103.0000
gb|ABA71727.1|ARO:3002926|vanR_in_vanG_cl	46	26	20	84.7196	50	1.9e-31	105.0000
gb|ADF48907.1|ARO:3007369|FosH	46	26	20	81.0087	50	4.75e-26	89.4000
gb|CDJ73205.1|ARO:3003893|Ecol_uhpA_FOF	46	24	22	94.4957	50	1.21e-30	102.0000
gb|CDO12042.1|ARO:3005053|ArnT	46	26	20	93.5109	50	9.6e-33	114.0000
gb|ADL24064.1|ARO:3003737|Saur_fusE_FA	45	24	21	85.3644	48	3.17e-24	85.9000
gb|BAA11236.1|ARO:3000206|emrK	45	23	22	97.6022	50	4.32e-30	104.0000
gb|CDO13981.1|ARO:3003585|Kleb_PhoP_CST	45	20	25	92.3422	50	5.52e-31	104.0000
gb|QBQ69719.1|ARO:3004720|tet(X4)	45	23	22	98.9578	50	3.24e-32	110.0000
gb|YP_005228001.1|ARO:3003968|Kpne_OmpK36	45	22	23	90.8022	51	1.3e-32	111.0000
gb|AAC76296.1|ARO:3000656|AcrS	43	21	22	98.8349	50	4.24e-33	109.0000
gb|AAN82549.1|ARO:3003369|Ecol_EFTu_PLV	43	15	28	86.1140	50	1.18e-27	99.0000
gb|AAV32840.1|ARO:3002611|aadA11	43	20	23	97.9023	50	1.1e-32	110.0000
gb|NP_217497.1|ARO:3004941|Mtub_ddlA_DCS	43	17	26	82.6814	49	8.13e-26	93.6000
gb|ABG77965.1|ARO:3004042|Eclo_acrA	41	20	21	93.5463	50	1.07e-28	101.0000
gb|AFK80745.1|ARO:3002350|GES-21	41	24	17	99.7537	50	4.64e-33	111.0000
gb|ANK04027.1|ARO:3003838|gadW	41	22	19	94.8171	50	6.24e-31	104.0000
gb|APB87301.1|ARO:3004114|porin_OmpC	41	21	20	93.4732	50	4.74e-33	112.0000
gb|BAC11911.1|ARO:3003551|emeA	40	20	20	85.6425	50	1.98e-27	98.2000
gb|CAC41371.2|ARO:3007119|tet(O/32/O)	40	19	21	95.6700	50	1.87e-30	107.0000
gb|AAC75731.1|ARO:3000516|emrR	39	19	20	96.2231	50	1.21e-34	112.0000
gb|AAL22055.1|ARO:3003317|Sser_parE_FLO	39	22	17	92.0590	50	1.5e-31	110.0000
gb|BAE77778.1|ARO:3000508|gadX	38	19	19	93.8974	50	6.35e-30	102.0000
gb|NP_310518.1|ARO:3004127|Ecol_mipA	38	18	20	96.9632	50	1.96e-36	119.0000
gb|AAY32951.1|ARO:3002837|lnuC	37	19	18	96.8838	50	2.07e-35	114.0000
gb|BAB35162.1|ARO:3000676|H-NS	37	20	17	93.7378	50	1.04e-30	101.0000
gb|AAL36430.1|ARO:3004692|aadA10	36	17	19	98.0750	50	1.06e-32	110.0000
gb|AGW16416.1|ARO:3001522|OXA-334	36	22	14	96.9667	50	9.06e-34	112.0000
gb|ABK64957.1|ARO:3007473|Mavi_gyrA_FLO	35	16	19	82.8257	50	6.11e-27	97.8000
