card_subject_id	total_read_hits	R1_read_hits	R2_read_hits	mean_percent_identity	maximum_alignment_length	minimum_evalue	maximum_bitscore
gb|AAC74000.1|ARO:3003950|msbA	153	78	75	91.7059	83	4.98e-51	165.0000
gb|AAB39605.1|ARO:3003361|Pros_EFTu_GE2A	152	66	86	82.2895	87	5.8e-48	154.0000
gb|ACJ41739.1|ARO:3000780|adeI	149	75	74	86.6685	83	7.54e-45	146.0000
gb|AEG74318.1|ARO:3002795|QnrS6	149	73	76	99.2812	83	6.31e-52	159.0000
gb|AAP43110.2|ARO:3003923|oqxB	147	71	76	93.8245	83	2.3e-52	172.0000
gb|AAA23033.2|ARO:3000190|tet(O)	139	68	71	97.5338	83	6.61e-56	179.0000
gb|CAA10975.1|ARO:3000194|tet(W)	139	70	69	99.1719	83	3.47e-55	177.0000
gb|AAA74437.1|ARO:3000378|MexB	134	66	68	85.3037	83	8.34e-45	150.0000
gb|YP_177995.1|ARO:3004957|Mtub_clpC1_PZA	134	72	62	83.6119	85	3.27e-49	162.0000
gb|AIA35096.1|ARO:3005059|LptD	128	66	62	90.6852	83	2.1e-58	187.0000
gb|WP_041777404.1|ARO:3004480|Bado_rpoB_RIF	127	65	62	83.6449	83	4.6e-50	165.0000
gb|ACN32294.1|ARO:3000237|TolC	123	58	65	89.2854	86	3.73e-51	164.0000
gb|AAC76093.1|ARO:3002986|bacA	121	57	64	89.9446	84	1.03e-55	170.0000
gb|AAL22048.1|ARO:3003939|Sent_parC_FLO	121	66	55	91.8793	83	7.71e-55	177.0000
gb|CCI79240.1|ARO:3005047|eptB	120	56	64	89.2500	84	2.54e-57	182.0000
gb|AAC75733.1|ARO:3000074|emrB	118	59	59	92.2085	83	1.51e-54	173.0000
gb|VWQ04088.1|ARO:3005041|mlaF	118	55	63	88.0763	83	7.45e-55	168.0000
gb|CAJ77856.1|ARO:3000777|adeF	117	53	64	86.6675	83	3.34e-50	166.0000
gb|AKO71461.1|ARO:3004608|EreD	116	58	58	97.0483	83	2.81e-58	181.0000
gb|CDO16001.1|ARO:3007421|Kpne_PBP3_BLA	112	54	58	96.5063	83	4.78e-55	176.0000
gb|AAG06942.1|ARO:3002985|arnA	109	56	53	84.8771	83	2.33e-50	164.0000
gb|CDJ73205.1|ARO:3003893|Ecol_uhpA_FOF	105	58	47	91.2419	83	2.51e-55	167.0000
gb|WP_188331877.1|ARO:3006113|OXA-928	104	55	49	99.6106	83	1.6e-57	174.0000
gb|ABM44583.1|ARO:3003302|Bbac_gyrA_AMU	102	52	50	83.5333	84	5.24e-45	150.0000
gb|WP_051021433.1|ARO:3004600|LnuH	102	44	58	90.1441	83	1.01e-55	170.0000
gb|AAC60780.1|ARO:3003049|rosB	100	50	50	84.1400	83	1.63e-43	145.0000
gb|WP_004025678.1|ARO:3003305|Uure_gyrB_FLO	100	44	56	88.2310	50	1.9e-21	84.0000
gb|NP_358351.1|ARO:3003311|Spne_parC_FLO	99	52	47	88.7273	83	1.09e-52	172.0000
gb|CAG39568.1|ARO:3003285|Saur_rpoB_RIF	91	44	47	82.8044	83	3.56e-48	160.0000
gb|CAG39033.1|ARO:3003301|Saur_gyrB_AMU	90	47	43	84.0567	83	3.17e-43	145.0000
gb|NP_216424.1|ARO:3003392|Mtub_katG_INH	90	43	47	81.7056	83	5.53e-49	161.0000
gb|AAC75271.1|ARO:3003952|YojI	87	45	42	89.9391	83	7.73e-53	169.0000
gb|ADK13120.1|ARO:3004562|Cdif_gyrB_FLO	87	47	40	83.0069	84	4.63e-46	152.0000
gb|AAF86219.1|ARO:3000375|ErmB	85	43	42	98.4776	83	2.2e-57	174.0000
gb|AAC75314.1|ARO:3003578|PmrF	84	38	46	87.0083	83	4.81e-56	172.0000
gb|EEX02086.1|ARO:3004089|ANT(3'')-IIa	83	42	41	97.5639	83	1.16e-57	175.0000
gb|AAC75731.1|ARO:3000516|emrR	82	41	41	93.8195	83	1.01e-57	172.0000
gb|AAS13767.1|ARO:3003839|Mrx	82	40	42	99.1232	83	1.31e-49	158.0000
gb|AAC37034.1|ARO:3000522|ErmG	81	39	42	98.9494	83	5.98e-59	177.0000
gb|ADF62939.1|ARO:3000829|baeS	81	43	38	91.6778	83	3.96e-57	179.0000
gb|CDO12042.1|ARO:3005053|ArnT	80	41	39	92.7063	83	1.32e-56	179.0000
gb|QWW12915.1|ARO:3007203|Kpne_PhoQ_CST	78	39	39	89.0859	84	2.9e-53	169.0000
gb|AJF82051.1|ARO:3003575|LpxD	77	37	40	88.1935	83	1.35e-47	152.0000
gb|AML99881.1|ARO:3001327|MdtK	76	38	38	86.5211	83	1e-50	162.0000
gb|WP_063865154.1|ARO:3006211|VEB-14	76	32	44	99.7303	83	3.94e-58	177.0000
gb|YP_005228001.1|ARO:3003968|Kpne_OmpK36	75	41	34	92.6520	88	9.39e-57	176.0000
gb|AAG05882.1|ARO:3000804|MexF	74	36	38	86.9122	83	3.11e-47	157.0000
gb|ABG77965.1|ARO:3004042|Eclo_acrA	72	31	41	95.6764	83	3.64e-53	167.0000
gb|WVP99768.1|ARO:3008394|MUN-1	72	36	36	99.3111	83	3.53e-57	175.0000
gb|AAA71915.1|ARO:3000173|tet(E)	71	36	35	97.0887	83	1.1e-53	169.0000
gb|AAC76209.2|ARO:3003386|Ecol_folP_SLF	71	33	38	91.3056	83	5.07e-58	176.0000
gb|BAA03776.1|ARO:3000316|mphA	71	36	35	98.5761	83	7.53e-59	179.0000
gb|AAC74370.1|ARO:3004045|Ecol_fabI_MULT	69	33	36	94.2841	83	3.99e-53	163.0000
gb|VWQ00850.1|ARO:3003843|leuO	69	34	35	91.1870	83	3.9e-56	172.0000
gb|CDO13981.1|ARO:3003585|Kleb_PhoP_CST	68	33	35	94.7456	83	1.4e-55	168.0000
gb|ABV18113.1|ARO:3001329|mdtG	67	35	32	88.4104	83	8.35e-54	169.0000
gb|AFH35853.1|ARO:3001328|Ecol_mdfA	67	35	32	88.7537	83	4.12e-51	162.0000
gb|EHL92831.1|ARO:3004588|Kpne_KpnG	67	32	35	93.4403	83	7.9e-54	169.0000
gb|AAM77075.1|ARO:3002695|cmlA5	66	36	30	99.3227	83	2.95e-53	168.0000
gb|AAC73788.1|ARO:3003841|kdpE	65	35	30	88.8462	83	8.51e-55	166.0000
gb|AJF82049.1|ARO:3003573|LpxA	65	31	34	86.2877	83	5.6e-45	142.0000
gb|WAH47136.1|ARO:3007420|Kpne_lamB_CZA	65	35	30	94.8415	83	5.22e-60	186.0000
gb|AAL19305.1|ARO:3000790|mdsB	64	32	32	85.0094	83	5.38e-44	148.0000
gb|AEJ33969.1|ARO:3000410|sul1	63	35	28	98.7333	83	6.08e-56	171.0000
gb|AAC75135.2|ARO:3000792|mdtA	62	32	30	89.0887	83	9.05e-51	161.0000
gb|CDO13836.1|ARO:3005044|OmpA	61	29	32	90.3934	88	3.13e-56	174.0000
gb|AAC73679.1|ARO:3003756|Ecol_nfsB_NIT	58	31	27	88.0190	83	1.17e-55	168.0000
gb|AAB58161.1|ARO:3003010|ceoB	56	31	25	82.1929	83	2.57e-41	140.0000
gb|AAC60781.1|ARO:3003048|rosA	56	24	32	85.1571	83	1.48e-47	153.0000
gb|AAK15582.1|ARO:3001428|OXA-34	56	28	28	99.7839	83	7.61e-60	180.0000
gb|AAP43109.1|ARO:3003922|oqxA	56	29	27	93.8946	83	5.73e-54	169.0000
gb|ABF47470.1|ARO:3002791|QnrS2	56	26	30	99.6250	83	1.36e-59	178.0000
gb|ASU10319.1|ARO:3004662|MCR-3.3	56	28	28	99.1429	83	9.69e-59	185.0000
gb|CAC14595.1|ARO:3003056|smeE	56	27	29	87.8536	83	1.44e-41	141.0000
gb|AAB97924.1|ARO:3001411|OXA-16	55	28	27	99.7291	83	2.31e-56	171.0000
gb|AAW89357.1|ARO:3003928|Ngon_gyrA_FLO	55	27	28	87.6236	83	1.92e-55	180.0000
gb|CAA09666.1|ARO:3004122|Kpne_OmpK37	55	25	30	89.7891	85	1.77e-58	180.0000
gb|AAC74149.2|ARO:3001216|mdtH	53	29	24	89.3340	83	4.71e-55	172.0000
gb|WP_000819088.1|ARO:3003296|Saur_gyrA_FLO	53	28	25	83.5038	83	1.67e-45	152.0000
gb|AAC76539.1|ARO:3000796|mdtF	52	26	26	94.4904	83	2.76e-51	169.0000
gb|ADF62940.1|ARO:3000828|baeR	51	25	26	94.5176	83	2.65e-54	166.0000
gb|BAA11086.1|ARO:3003314|Saur_parE_AMU	51	33	18	83.9824	83	8.89e-42	141.0000
gb|AAG24866.1|ARO:3001430|OXA-36	50	26	24	99.2840	83	5.51e-60	180.0000
gb|AAL14440.1|ARO:3000775|adeB	50	26	24	87.3200	83	2.02e-51	169.0000
gb|BAD59497.1|ARO:3000501|rpoB2	50	28	22	83.5220	83	1.68e-47	158.0000
gb|AAC76297.1|ARO:3000499|AcrE	49	24	25	86.9531	87	5.54e-53	166.0000
gb|AAK76136.1|ARO:3000025|patB	48	22	26	84.7729	83	2.07e-43	145.0000
gb|BAB38442.1|ARO:3004126|Ecol_LamB	48	25	23	90.4562	85	1.51e-59	185.0000
gb|BCG06510.1|ARO:3007266|MCR-3.20	48	19	29	96.7208	83	3.93e-60	186.0000
gb|AAC64365.1|ARO:3000230|ANT(2'')-Ia	47	26	21	99.1489	83	2.97e-64	189.0000
gb|CAA38861.1|ARO:3007423|Ecol_PBP3_BLA	47	27	20	94.8723	83	1.93e-52	169.0000
gb|AAC44316.1|ARO:3005010|qacEdelta1	46	24	22	98.7543	83	6.7e-55	163.0000
gb|AAC75429.1|ARO:3000833|evgS	46	23	23	97.8761	83	1.86e-55	181.0000
gb|AFK80745.1|ARO:3002350|GES-21	46	22	24	99.3391	83	3.78e-56	172.0000
gb|CAC47933.1|ARO:3005166|tet(X1)	46	22	24	99.4217	83	4.87e-58	179.0000
gb|P24734.3|ARO:3007491|Paer_ampR_ATM	46	24	22	83.6870	70	1.71e-31	108.0000
gb|AAC73938.1|ARO:3003751|Ecol_nfsA_NIT	45	22	23	88.8911	83	3.5e-57	173.0000
gb|AHF20043.1|ARO:3002798|QnrS9	45	20	25	88.4311	83	2.42e-55	167.0000
gb|AAC78336.1|ARO:3002826|EreA2	44	22	22	99.5636	83	1.92e-55	173.0000
gb|AHB92962.1|ARO:3003809|Abau_OprD_IPM	44	22	22	84.6864	83	2.12e-53	169.0000
gb|AAY32951.1|ARO:3002837|lnuC	43	19	24	96.4442	83	1.53e-61	181.0000
gb|BAA16547.1|ARO:3000027|emrA	43	23	20	91.6395	83	3.12e-53	167.0000
gb|BAE78116.1|ARO:3003576|eptA	43	21	22	90.2302	83	3.72e-60	189.0000
gb|CBW16027.1|ARO:3003924|Hpin_gyrA_FLO	43	23	20	83.2465	83	1.33e-52	172.0000
gb|ABR75897.1|ARO:3003373|Kpne_acrR_MULT	42	19	23	94.3476	83	5.65e-56	169.0000
gb|APB87301.1|ARO:3004114|porin_OmpC	42	21	21	92.2143	87	1.06e-58	181.0000
gb|AAC74603.2|ARO:3003378|Ecol_MarR_MULT	41	20	21	87.7976	83	2.12e-57	170.0000
gb|QFQ03949.1|ARO:3005051|LpsB	40	20	20	87.8800	83	3.22e-54	169.0000
gb|YP_005226137.1|ARO:3003966|Kpne_OmpK35	40	23	17	93.2025	83	1.68e-57	173.0000
gb|AAN28721.1|ARO:3002871|tet(37)	39	24	15	88.4487	74	4.77e-49	148.0000
gb|ANW35663.1|ARO:3003620|OXA-464	39	19	20	87.1026	83	1.03e-56	172.0000
gb|ABK33456.1|ARO:3002639|APH(3'')-Ib	38	16	22	96.7395	83	1.89e-57	174.0000
gb|AHK10285.1|ARO:3002859|dfrA14	38	15	23	99.1632	83	4.77e-59	175.0000
gb|ULU82660.1|ARO:3008503|OXA-1085	38	21	17	99.3447	83	6.52e-59	178.0000
gb|ACJ63262.1|ARO:3003107|mef(B)	37	18	19	93.0703	83	2.38e-53	168.0000
gb|VEH83056.1|ARO:3007544|Erhu_gyrA_ENR	36	17	19	84.5000	84	7.43e-48	159.0000
gb|AAC74015.1|ARO:3003390|Ecol_ompF_BLA	35	21	14	90.8343	89	1.66e-56	175.0000
gb|AAF27727.1|ARO:3002602|aadA2	35	15	20	99.0971	83	2.14e-57	174.0000
gb|ACT97415.1|ARO:3002999|CblA-1	35	17	18	99.3371	83	1.94e-55	170.0000
gb|BAB35162.1|ARO:3000676|H-NS	35	17	18	92.6571	83	2.21e-53	160.0000
gb|VWQ04090.1|ARO:3005042|mlaD	35	17	18	89.7200	83	1.38e-54	164.0000
gb|AAC09015.1|ARO:3002481|AER-1	34	16	18	97.3559	83	4.36e-53	164.0000
gb|CAH10847.1|ARO:3002620|aadA23	34	19	15	99.5118	84	1.51e-57	174.0000
gb|CAJ77855.1|ARO:3000779|adeH	34	15	19	85.9265	83	8.56e-44	144.0000
gb|CAA30246.1|ARO:3001397|OXA-2	33	11	22	99.7455	83	1.81e-59	180.0000
gb|CAC29514.1|ARO:3003298|Mlep_gyrA_FLO	33	12	21	83.5879	83	3.75e-46	154.0000
gb|NP_217280.1|ARO:3004153|Mtub_thyA_PAS	33	18	15	83.1515	83	7.8e-56	170.0000
gb|AEH26330.1|ARO:3005009|qacE	32	18	14	98.5594	83	1.11e-52	157.0000
gb|BAA15221.2|ARO:3000263|marA	31	16	15	94.4968	83	3.55e-57	169.0000
gb|WMY66391.1|ARO:3007682|MdtQ	31	16	15	93.3774	83	3.22e-54	172.0000
gb|AAD02244.1|ARO:3002580|AAC(6')-Ib9	30	16	14	98.1700	83	2.32e-57	172.0000
gb|AAS48620.1|ARO:3002372|VEB-3	30	18	12	99.5233	83	1.15e-57	176.0000
gb|BAE78083.1|ARO:3003549|mdtO	30	16	14	95.2900	83	2.13e-55	178.0000
gb|BAH63251.1|ARO:3004580|Kpne_KpnE	30	18	12	90.8967	83	1.55e-45	139.0000
gb|CAD55718.1|ARO:3000197|tet(36)	30	15	15	89.8000	83	9.71e-50	162.0000
gb|AAC77293.1|ARO:3001214|mdtM	29	14	15	91.6414	83	8.92e-50	159.0000
gb|AAG07763.1|ARO:3003031|MexW	29	13	16	85.9759	83	2.4e-45	152.0000
gb|AAK07612.2|ARO:3000604|Erm(35)	29	18	11	84.2000	75	7.99e-40	129.0000
gb|AFK13828.1|ARO:3000823|ramA	29	14	15	91.0931	83	1.54e-55	165.0000
gb|CAA52296.1|ARO:3003729|Saur_ileS_MUP	29	14	15	84.6862	83	1.93e-46	155.0000
gb|CAD09250.1|ARO:3003382|Sent_soxR_MULT	29	13	16	90.3483	83	1.3e-55	166.0000
gb|NP_215181.1|ARO:3003283|Mtub_rpoB_RIF	29	17	12	84.3690	83	1.43e-53	175.0000
gb|AAC73565.1|ARO:3004043|Ecol_acrA	28	18	10	92.8571	83	3.64e-53	167.0000
gb|AAF42062.1|ARO:3000811|mtrD	28	14	14	82.7464	83	1.61e-37	129.0000
gb|CAD31707.1|ARO:3002691|Sent_cmlA	28	14	14	98.6071	83	1.62e-56	176.0000
gb|WP_041918279.1|ARO:3003925|Hpin_parC_FLO	28	16	12	86.4786	83	8.56e-50	164.0000
gb|AAB41957.1|ARO:3000801|MexD	27	10	17	84.4889	83	1.47e-46	155.0000
gb|BAE77778.1|ARO:3000508|gadX	27	15	12	97.2481	83	3.01e-55	169.0000
gb|WP_242934127.1|ARO:3007274|MCR-10.5	27	14	13	96.8852	83	2.79e-57	181.0000
gb|AAL82403.1|ARO:3003297|Bbac_gyrA_FLO	26	12	14	83.1538	83	3.62e-46	154.0000
gb|AAB52541.1|ARO:3004833|Ngon_PBP1_BLA	25	12	13	82.4000	83	5.12e-45	150.0000
gb|AAK99775.1|ARO:3000614|mef(E)	25	15	10	84.1480	83	2.14e-45	147.0000
gb|AAL05553.1|ARO:3003206|lsaE	25	14	11	96.4560	83	2.82e-55	175.0000
gb|ACH87088.1|ARO:3000196|tet(32)	25	12	13	99.1120	83	2.53e-54	175.0000
gb|ADI81040.1|ARO:3002800|QnrVC3	25	13	12	93.4600	42	3.49e-25	90.9000
gb|AAC77033.1|ARO:3003381|Ecol_soxR_MULT	24	12	12	94.6208	83	1.02e-57	171.0000
gb|AAK97755.1|ARO:3000167|tet(C)	24	13	11	98.5458	83	1.21e-50	160.0000
gb|AAV85982.1|ARO:3000535|macB	24	12	12	86.2667	83	5.52e-41	139.0000
gb|ADI55014.1|ARO:3002801|QnrVC4	24	13	11	100.0000	57	4.74e-40	129.0000
gb|WMC40549.1|ARO:3007749|Sgal_folP_SLF	24	14	10	89.0667	83	2.77e-52	162.0000
gb|AAL23089.1|ARO:3003383|Sent_soxS_MULT	23	13	10	93.1000	83	7.13e-53	157.0000
gb|AVM85875.1|ARO:3004698|MCR-5.2	23	11	12	99.1478	83	4.41e-57	181.0000
gb|BAA34300.1|ARO:3003033|mexY	23	16	7	81.7739	83	2.5e-38	132.0000
gb|BAE78082.1|ARO:3003550|mdtP	23	12	11	93.6565	83	2.9e-53	169.0000
gb|CAJ66820.1|ARO:3003995|Cdif_gyrA_FLO	23	15	8	83.7130	83	5.76e-46	153.0000
gb|CBH51823.1|ARO:3000556|tet(44)	23	11	12	95.3696	83	9.61e-54	173.0000
gb|NP_217299.1|ARO:3004977|Mtub_gpsI_PZA	23	9	14	87.6043	83	1.99e-47	157.0000
gb|AAG08359.1|ARO:3003682|OpmH	22	13	9	83.1273	83	3.21e-43	143.0000
gb|AAN06707.1|ARO:3000165|tet(A)	22	10	12	97.4818	83	4.24e-50	160.0000
gb|AAX99225.1|ARO:3004124|Mcat_M35_AMX	22	13	9	85.1182	33	1.71e-10	52.8000
gb|CTQ57092.1|ARO:3004682|aadA27	22	9	13	89.9136	83	1.13e-52	162.0000
gb|WP_063864115.1|ARO:3005734|OXA-504	22	10	12	98.5136	83	2.86e-61	184.0000
gb|ANK04027.1|ARO:3003838|gadW	21	11	10	96.2952	83	8.58e-56	169.0000
gb|AUR80098.1|ARO:3004517|MCR-7.1	21	9	12	85.1476	83	1.42e-57	182.0000
gb|BAA12910.1|ARO:3000318|mphB	21	11	10	86.8333	83	1.14e-55	171.0000
gb|BAE77781.1|ARO:3000795|mdtE	21	11	10	98.5952	83	2.19e-52	165.0000
gb|CAM12479.1|ARO:3000567|tet(40)	21	11	10	96.5095	83	2.59e-55	173.0000
gb|WP_003690088.1|ARO:3004956|Ngon_rpld	21	8	13	85.4143	83	5.29e-47	146.0000
gb|AAC23556.1|ARO:3002660|APH(6)-Id	20	10	10	96.3050	83	3.66e-57	174.0000
gb|AAC73566.1|ARO:3003807|Ecol_AcrR_MULT	20	13	7	86.1400	83	1.95e-46	145.0000
gb|AAF61417.1|ARO:3002244|CARB-5	20	10	10	99.9300	83	2.89e-55	170.0000
gb|ABG56269.1|ARO:3002724|QnrB10	20	12	8	96.9950	83	1.08e-50	156.0000
gb|AFQ93498.1|ARO:3002676|catB3	20	10	10	96.3400	83	2.64e-60	180.0000
gb|CAJ32491.1|ARO:3002622|aadA6/aadA10	20	13	7	99.5100	83	1.25e-57	175.0000
gb|CAQ79275.1|ARO:3004668|QnrAS	20	11	9	82.7850	83	3.01e-51	157.0000
gb|NP_216146.1|ARO:3004721|Mtub_rpsA_PZA	20	9	11	88.4000	83	1.35e-47	154.0000
gb|QBQ69719.1|ARO:3004720|tet(X4)	20	9	11	98.9400	83	2.87e-56	175.0000
gb|SIP52035.1|ARO:3004054|Paer_CpxR	20	6	14	84.0800	83	6.01e-50	154.0000
gb|UUT29086.1|ARO:3008385|MOX-17	20	10	10	98.4650	83	8.48e-54	168.0000
gb|BAB82500.1|ARO:3000186|tet(M)	19	10	9	96.0421	83	3.59e-50	164.0000
gb|CAC41008.1|ARO:3004041|Kpne_acrA	19	11	8	93.2211	83	2.5e-50	160.0000
