ORF_ID	Contig	Start	Stop	Orientation	Cut_Off	Pass_Bitscore	Best_Hit_Bitscore	Best_Hit_ARO	Best_Identities	ARO	Model_type	SNPs_in_Best_Hit_ARO	Other_SNPs	Drug Class	Resistance Mechanism	AMR Gene Family	Percentage Length of Reference Sequence	ID	Model_ID	Nudged	Note	Hit_Start	Hit_End	Antibiotic	AST_Source
k141_393773_6 # 3288 # 3632 # 1 # ID=4045_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.388	k141_393773	3288	3632	+	Strict	75	95.9	qacJ	44.34	3007014	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	106.54	gnl|BL_ORD_ID|4661|hsp_num:0	5730			0	318	benzalkonium chloride	
k141_264290_2 # 974 # 1855 # 1 # ID=5382_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.437	k141_264290	974	1855	+	Strict	50	144.4	vanW gene in vanG cluster	31.97	3002965	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	104.27	gnl|BL_ORD_ID|4742|hsp_num:0	1622			15	747	vancomycin	
k141_394623_2 # 789 # 1955 # -1 # ID=5482_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.375	k141_394623	789	1955	-	Strict	750	785.0	tet(X)	99.48	3000205	protein homolog model	n/a	n/a	glycylcycline; tetracycline antibiotic	antibiotic inactivation	tetracycline inactivation enzyme	100.00	gnl|BL_ORD_ID|764|hsp_num:0	776			0	1164	tigecycline; tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	
k141_199090_2 # 641 # 973 # 1 # ID=5774_2;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.505	k141_199090	641	973	+	Strict	180	208.4	qacL	98.18	3005098	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	100.00	gnl|BL_ORD_ID|2815|hsp_num:0	3830			0	330		
k141_394835_4 # 2740 # 3057 # -1 # ID=6004_4;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.286	k141_394835	2740	3057	-	Strict	75	75.9	qacJ	43.88	3007014	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	98.13	gnl|BL_ORD_ID|4661|hsp_num:0	5730			0	294	benzalkonium chloride	
k141_264654_5 # 2498 # 3397 # -1 # ID=6035_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.591	k141_264654	2498	3397	-	Perfect	500	620.2	mphF	100.0	3003071	protein homolog model	n/a	n/a	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	100.00	gnl|BL_ORD_ID|445|hsp_num:0	473			0	897	erythromycin; roxithromycin; clarithromycin; tylosin; azithromycin	
k141_3787_1 # 327 # 821 # 1 # ID=6812_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.323	k141_3787	327	821	+	Perfect	300	332.4	dfrF	100.0	3002867	protein homolog model	n/a	n/a	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100.00	gnl|BL_ORD_ID|3|hsp_num:0	5			0	492	trimethoprim	
k141_395532_2 # 1705 # 1917 # -1 # ID=7143_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.347	k141_395532	1705	1917	-	Strict	75	84.0	qacJ	57.14	3007014	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	65.42	gnl|BL_ORD_ID|4661|hsp_num:0	5730			111	321	benzalkonium chloride	
k141_134864_12 # 10445 # 11650 # 1 # ID=7442_12;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.521	k141_134864	10445	11650	+	Strict	175	214.9	vanT gene in vanG cluster	34.41	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	56.32	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1029	2118	vancomycin	
k141_265493_1 # 140 # 883 # 1 # ID=7445_1;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.359	k141_265493	140	883	+	Strict	50	226.9	vanY gene in vanB cluster	56.5	3002956	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	92.16	gnl|BL_ORD_ID|603|hsp_num:0	556			258	789	vancomycin	
k141_330612_3 # 1607 # 2215 # 1 # ID=7541_3;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.402	k141_330612	1607	2215	+	Strict	50	125.9	vanW gene in vanG cluster	35.47	3002965	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	72.24	gnl|BL_ORD_ID|4742|hsp_num:0	1622			27	630	vancomycin	
k141_461254_4 # 1233 # 2459 # -1 # ID=7745_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.526	k141_461254	1233	2459	-	Perfect	700	776.5	mdtG	100.0	3001329	protein homolog model	n/a	n/a	phosphonic acid antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	gnl|BL_ORD_ID|551|hsp_num:0	603			0	1224	fosfomycin	
k141_69641_6 # 4126 # 5532 # 1 # ID=8280_6;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.333	k141_69641	4126	5532	+	Strict	50	127.1	vanW gene in vanI cluster	34.2	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	125.47	gnl|BL_ORD_ID|4747|hsp_num:0	2242			366	1047	vancomycin; teicoplanin	
k141_200568_1 # 187 # 942 # -1 # ID=8389_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.455	k141_200568	187	942	-	Strict	50	79.0	vanY gene in vanB cluster	31.14	3002956	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	93.66	gnl|BL_ORD_ID|603|hsp_num:0	556			153	789	vancomycin	
k141_461644_1 # 1 # 750 # -1 # ID=8446_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.293	k141_461644	1	750	-	Strict	50	80.1	vanY gene in vanA cluster	27.84	3002955	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	82.51	gnl|BL_ORD_ID|4668|hsp_num:0	89			0	654	vancomycin; teicoplanin	
k141_70060_1 # 28 # 1098 # 1 # ID=9077_1;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.288	k141_70060	28	1098	+	Strict	175	176.4	vanT gene in vanG cluster	34.07	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	50.00	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1029	2118	vancomycin	
k141_332029_3 # 992 # 1324 # -1 # ID=9918_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.538	k141_332029	992	1324	-	Strict	75	81.6	qacJ	36.54	3007014	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	102.80	gnl|BL_ORD_ID|4661|hsp_num:0	5730			6	318	benzalkonium chloride	
k141_463466_4 # 2710 # 3519 # -1 # ID=11680_4;partial=00;start_type=ATG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;gc_cont=0.417	k141_463466	2710	3519	-	Strict	50	149.8	vanY gene in vanB cluster	39.5	3002956	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	100.37	gnl|BL_ORD_ID|603|hsp_num:0	556			216	795	vancomycin	
k141_202474_11 # 8155 # 9939 # -1 # ID=11759_11;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.385	k141_202474	8155	9939	-	Strict	750	779.6	patB	67.68	3000025	protein homolog model	n/a	n/a	fluoroquinolone antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	101.02	gnl|BL_ORD_ID|1912|hsp_num:0	2112			0	1764	ciprofloxacin; norfloxacin	
k141_138131_3 # 1222 # 2049 # 1 # ID=13174_3;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.500	k141_138131	1222	2049	+	Perfect	500	563.5	OXA-2	100.0	3001397	protein homolog model	n/a	n/a	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	100.00	gnl|BL_ORD_ID|1024|hsp_num:0	1118			0	825	cloxacillin; oxacillin; ceftazidime; amoxicillin; meropenem; ampicillin; cefalotin	
k141_204425_1 # 1 # 1101 # -1 # ID=15390_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.464	k141_204425	1	1101	-	Strict	175	194.9	vanT gene in vanG cluster	31.82	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	51.54	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1026	1995	vancomycin	
k141_139558_3 # 870 # 2003 # 1 # ID=15666_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.503	k141_139558	870	2003	+	Strict	700	774.6	Escherichia coli ampC beta-lactamase	99.2	3004290	protein homolog model	n/a	n/a	cephalosporin; penam	antibiotic inactivation	ampC-type beta-lactamase	100.00	gnl|BL_ORD_ID|2433|hsp_num:0	2843			0	1131	penicillin	
k141_204922_1 # 127 # 969 # -1 # ID=16134_1;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.374	k141_204922	127	969	-	Strict	500	558.5	OXA-58	99.64	3001611	protein homolog model	n/a	n/a	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	100.00	gnl|BL_ORD_ID|1018|hsp_num:0	1112			0	840	cloxacillin; oxacillin; cefalotin	
k141_336426_2 # 589 # 999 # 1 # ID=17628_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=3-4bp;gc_cont=0.341	k141_336426	589	999	+	Strict	150	154.5	FosBx1	53.44	3007372	protein homolog model	n/a	n/a	phosphonic acid antibiotic	antibiotic inactivation	fosfomycin thiol transferase	98.55	gnl|BL_ORD_ID|4908|hsp_num:0	5900			3	396	fosfomycin	
k141_74864_1 # 352 # 1419 # 1 # ID=17720_1;partial=00;start_type=ATG;rbs_motif=GGTG;rbs_spacer=7bp;gc_cont=0.507	k141_74864	352	1419	+	Strict	250	291.2	vanG	42.17	3002909	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	101.72	gnl|BL_ORD_ID|1070|hsp_num:0	1157			9	1047	vancomycin	
k141_10006_4 # 978 # 2072 # -1 # ID=17928_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.512	k141_10006	978	2072	-	Strict	250	263.1	vanG	37.95	3002909	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	104.30	gnl|BL_ORD_ID|1070|hsp_num:0	1157			0	1047	vancomycin	
k141_206042_5 # 4291 # 5049 # -1 # ID=18042_5;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.404	k141_206042	4291	5049	-	Strict	50	86.7	vanY gene in vanB cluster	42.06	3002956	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	94.03	gnl|BL_ORD_ID|603|hsp_num:0	556			426	789	vancomycin	
k141_467420_1 # 2 # 715 # 1 # ID=18471_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.541	k141_467420	2	715	+	Strict	50	94.7	vanW gene in vanI cluster	38.3	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	63.54	gnl|BL_ORD_ID|4747|hsp_num:0	2242			618	1041	vancomycin; teicoplanin	
k141_10270_5 # 3523 # 4509 # -1 # ID=18556_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.569	k141_10270	3523	4509	-	Strict	200	236.1	vanH gene in vanO cluster	41.47	3002948	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanH; glycopeptide resistance gene cluster	93.71	gnl|BL_ORD_ID|762|hsp_num:0	786			126	1011	vancomycin	
k141_402287_1 # 95 # 877 # -1 # ID=18671_1;partial=00;start_type=ATG;rbs_motif=TATAA;rbs_spacer=11bp;gc_cont=0.327	k141_402287	95	877	-	Strict	400	491.9	LnuH	93.85	3004600	protein homolog model	n/a	n/a	lincosamide antibiotic	antibiotic inactivation	lincosamide nucleotidyltransferase (LNU)	100.00	gnl|BL_ORD_ID|4923|hsp_num:0	5916			0	780		
k141_206594_3 # 1993 # 3777 # 1 # ID=19053_3;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.468	k141_206594	1993	3777	+	Strict	750	780.8	patB	67.28	3000025	protein homolog model	n/a	n/a	fluoroquinolone antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	101.02	gnl|BL_ORD_ID|1912|hsp_num:0	2112			0	1764	ciprofloxacin; norfloxacin	
k141_206596_3 # 1993 # 3777 # 1 # ID=19063_3;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.476	k141_206596	1993	3777	+	Strict	750	772.3	patB	67.11	3000025	protein homolog model	n/a	n/a	fluoroquinolone antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	101.02	gnl|BL_ORD_ID|1912|hsp_num:0	2112			0	1764	ciprofloxacin; norfloxacin	
k141_402536_2 # 1341 # 1835 # 1 # ID=19083_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.335	k141_402536	1341	1835	+	Strict	300	343.6	lnuC	98.17	3002837	protein homolog model	n/a	n/a	lincosamide antibiotic	antibiotic inactivation	lincosamide nucleotidyltransferase (LNU)	100.00	gnl|BL_ORD_ID|344|hsp_num:0	376			0	492	lincomycin	
k141_206977_2 # 182 # 1168 # 1 # ID=19691_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.406	k141_206977	182	1168	+	Strict	200	226.5	vanH gene in vanB cluster	40.25	3002943	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanH; glycopeptide resistance gene cluster	101.55	gnl|BL_ORD_ID|4674|hsp_num:0	626			12	948	vancomycin	
k141_10901_3 # 798 # 1127 # 1 # ID=19918_3;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.330	k141_10901	798	1127	+	Strict	75	110.9	qacJ	49.06	3007014	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	101.87	gnl|BL_ORD_ID|4661|hsp_num:0	5730			0	318	benzalkonium chloride	
k141_468408_1 # 175 # 1038 # -1 # ID=20115_1;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.534	k141_468408	175	1038	-	Perfect	550	565.8	GES-5	100.0	3002334	protein homolog model	n/a	n/a	carbapenem; cephalosporin; penam	antibiotic inactivation	GES beta-lactamase	100.00	gnl|BL_ORD_ID|1242|hsp_num:0	1353			0	861		
k141_468553_1 # 1 # 1146 # -1 # ID=20370_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.629	k141_468553	1	1146	-	Strict	400	774.2	ArnT	98.95	3005053	protein homolog model	n/a	n/a	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	69.33	gnl|BL_ORD_ID|2784|hsp_num:0	3795			501	1647	colistin A; colistin B	
k141_142777_1 # 2 # 1471 # -1 # ID=21206_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.276	k141_142777	2	1471	-	Strict	50	126.3	vanW gene in vanI cluster	35.92	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	131.37	gnl|BL_ORD_ID|4747|hsp_num:0	2242			318	1047	vancomycin; teicoplanin	
k141_338674_14 # 14483 # 15628 # -1 # ID=21349_14;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.449	k141_338674	14483	15628	-	Strict	175	216.9	vanT gene in vanG cluster	34.6	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	53.51	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1044	2046	vancomycin	
k141_143036_4 # 1993 # 2469 # 1 # ID=21712_4;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.474	k141_143036	1993	2469	+	Strict	50	54.7	vanY gene in vanG cluster	36.84	3002959	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	56.99	gnl|BL_ORD_ID|4731|hsp_num:0	298			279	507	vancomycin	
k141_339895_1 # 3 # 719 # 1 # ID=23375_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.477	k141_339895	3	719	+	Strict	50	72.0	vanW gene in vanI cluster	47.06	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	63.81	gnl|BL_ORD_ID|4747|hsp_num:0	2242			798	1050	vancomycin; teicoplanin	
k141_12608_5 # 6920 # 8128 # -1 # ID=23388_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.600	k141_12608	6920	8128	-	Strict	175	216.5	vanT gene in vanG cluster	35.11	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	56.46	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1044	2118	vancomycin	
k141_470931_6 # 8116 # 9003 # 1 # ID=24264_6;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.444	k141_470931	8116	9003	+	Strict	50	61.6	vanY gene in vanM cluster	31.33	3002961	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	126.61	gnl|BL_ORD_ID|1674|hsp_num:0	1713			81	501	vancomycin; teicoplanin	
k141_471187_1 # 121 # 1011 # -1 # ID=24668_1;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.655	k141_471187	121	1011	-	Strict	50	127.1	vanY gene in vanB cluster	37.26	3002956	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	110.45	gnl|BL_ORD_ID|603|hsp_num:0	556			219	798	vancomycin	
k141_78790_7 # 8623 # 11754 # -1 # ID=24786_7;partial=00;start_type=GTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.383	k141_78790	8623	11754	-	Strict	750	795.0	adeF	43.04	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	98.49	gnl|BL_ORD_ID|133|hsp_num:0	153			6	3120	tetracycline	
k141_406064_4 # 2953 # 3765 # -1 # ID=25604_4;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=11-12bp;gc_cont=0.658	k141_406064	2953	3765	-	Strict	50	82.8	vanY gene in vanB cluster	30.27	3002956	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	100.75	gnl|BL_ORD_ID|603|hsp_num:0	556			270	804	vancomycin	
k141_14057_2 # 1468 # 2313 # 1 # ID=25906_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.537	k141_14057	1468	2313	+	Strict	450	555.8	aadA11	99.29	3002611	protein homolog model	n/a	n/a	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')	100.00	gnl|BL_ORD_ID|1626|hsp_num:0	1772			0	843	spectinomycin; streptomycin	
k141_14239_11 # 11349 # 12455 # 1 # ID=26232_11;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.350	k141_14239	11349	12455	+	Strict	50	134.4	vanW gene in vanI cluster	33.57	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	98.66	gnl|BL_ORD_ID|4747|hsp_num:0	2242			243	1047	vancomycin; teicoplanin	
k141_146074_1 # 2 # 742 # 1 # ID=26782_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.265	k141_146074	2	742	+	Strict	400	479.9	ErmG	99.18	3000522	protein homolog model	n/a	n/a	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	100.82	gnl|BL_ORD_ID|916|hsp_num:0	989			0	732	erythromycin; roxithromycin; lincomycin; telithromycin; clarithromycin; clindamycin; tylosin; spiramycin; azithromycin; dirithromycin; pristinamycin IA; quinupristin; virginiamycin M1; madumycin II; griseoviridin; dalfopristin; pristinamycin IB; virginiamycin S2; pristinamycin IC; vernamycin C; patricin A; patricin B; ostreogrycin B3; oleandomycin	
