set	sample_id	contig_id	ORF_ID	Best_Hit_ARO	ARO	Cut_Off	Best_Identities	Percentage_Length_of_Reference_Sequence	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Antibiotic	matched_to_genomad	genomad_context	chromosome_score	plasmid_score	virus_score
batch02	ERR1713337	k141_449473	k141_449473_2 # 528 # 2183 # 1 # ID=3885_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.536	vanW gene in vanI cluster	3003724	Strict	30.67	147.72	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin	yes	chromosome_like	0.8372	0.1117	0.0511
batch02	ERR1713337	k141_181346	k141_181346_3 # 1225 # 2343 # -1 # ID=4099_3;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.529	vanT gene in vanG cluster	3002972	Strict	37.6	52.25	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	yes	chromosome_like	0.7837	0.1576	0.0587
batch02	ERR1713337	k141_4917	k141_4917_4 # 936 # 1421 # 1 # ID=7505_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.461	nimG	3007109	Strict	49.38	98.17	nitroimidazole antibiotic	antibiotic inactivation	nitroimidazole reductase	metronidazole	yes	chromosome_like	0.9374	0.0446	0.0180
batch02	ERR1713337	k141_452033	k141_452033_1 # 341 # 670 # 1 # ID=7987_1;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=9bp;gc_cont=0.297	qacJ	3007014	Strict	50.94	101.87	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride	yes	chromosome_like	0.7494	0.2295	0.0211
batch02	ERR1713337	k141_541614	k141_541614_4 # 3314 # 4717 # -1 # ID=8195_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.385	vanW gene in vanI cluster	3003724	Strict	31.07	125.20	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin	yes	chromosome_like	0.8422	0.1287	0.0291
batch02	ERR1713337	k141_541706	k141_541706_1 # 421 # 1809 # 1 # ID=8335_1;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.560	vanW gene in vanI cluster	3003724	Strict	33.33	123.86	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin	yes	chromosome_like	0.5809	0.3207	0.0984
batch02	ERR1713337	k141_631556	k141_631556_3 # 1763 # 2827 # -1 # ID=9033_3;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.542	vanW gene in vanI cluster	3003724	Strict	35.57	94.91	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin	yes	chromosome_like	0.5515	0.3123	0.1363
batch02	ERR1713337	k141_363757	k141_363757_11 # 9382 # 10491 # 1 # ID=9303_11;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.607	vanT gene in vanG cluster	3002972	Strict	36.31	51.83	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	yes	chromosome_like	0.9666	0.0239	0.0095
batch02	ERR1713337	k141_631967	k141_631967_8 # 5636 # 6460 # 1 # ID=9725_8;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.347	vanW gene in vanG cluster	3002965	Strict	34.18	97.51	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin	yes	chromosome_like	0.9662	0.0233	0.0105
batch02	ERR1713337	k141_453512	k141_453512_4 # 5297 # 5629 # 1 # ID=10062_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.541	qacG	3007015	Strict	40.38	102.80	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride	yes	chromosome_like	0.8127	0.1468	0.0404
batch02	ERR1713337	k141_364675	k141_364675_1 # 1 # 3117 # -1 # ID=10567_1;partial=10;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.498	adeF	3000777	Strict	44.49	98.11	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline	yes	chromosome_like	0.8294	0.1410	0.0296
batch02	ERR1713337	k141_7271	k141_7271_2 # 355 # 2436 # -1 # ID=11086_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.606	vanT gene in vanG cluster	3002972	Strict	45.9	97.33	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	yes	chromosome_like	0.8159	0.1104	0.0737
batch02	ERR1713337	k141_7271	k141_7271_3 # 2423 # 3175 # -1 # ID=11086_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.625	vanXY gene in vanG cluster	3003069	Strict	47.83	98.43	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanXY	vancomycin	yes	chromosome_like	0.8159	0.1104	0.0737
batch02	ERR1713337	k141_544080	k141_544080_2 # 1151 # 1936 # -1 # ID=12071_2;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.506	aadA14	3002614	Strict	99.62	100.00	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')	spectinomycin; streptomycin	yes	plasmid_like	0.0019	0.9918	0.0063
batch02	ERR1713337	k141_544080	k141_544080_5 # 3310 # 4194 # -1 # ID=12071_5;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.365	mphE	3003741	Perfect	100.0	100.00	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	erythromycin	yes	plasmid_like	0.0019	0.9918	0.0063
batch02	ERR1713337	k141_544080	k141_544080_6 # 4250 # 5725 # -1 # ID=12071_6;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=5bp;gc_cont=0.399	msrE	3003109	Perfect	100.0	100.00	macrolide antibiotic; streptogramin antibiotic	antibiotic target protection	msr-type ABC-F protein	erythromycin	yes	plasmid_like	0.0019	0.9918	0.0063
batch02	ERR1713337	k141_366110	k141_366110_10 # 8815 # 9921 # -1 # ID=12593_10;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.546	vanT gene in vanG cluster	3002972	Strict	33.06	51.69	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	yes	chromosome_like	0.9680	0.0221	0.0099
batch02	ERR1713337	k141_634594	k141_634594_2 # 1950 # 2849 # -1 # ID=13779_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.313	VEB-3	3002372	Perfect	100.0	100.00	monobactam; cephalosporin	antibiotic inactivation	VEB beta-lactamase		yes	chromosome_like	0.5580	0.3516	0.0903
batch02	ERR1713337	k141_456948	k141_456948_5 # 3874 # 7011 # -1 # ID=14803_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.603	adeF	3000777	Strict	45.27	98.68	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline	yes	chromosome_like	0.7856	0.1824	0.0320
batch02	ERR1713337	k141_188921	k141_188921_14 # 10979 # 12616 # 1 # ID=15124_14;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.572	vanW gene in vanI cluster	3003724	Strict	33.64	146.11	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin	yes	chromosome_like	0.9455	0.0401	0.0144
batch02	ERR1713337	k141_457588	k141_457588_2 # 1036 # 1356 # -1 # ID=15681_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.312	qacG	3007015	Strict	46.0	99.07	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride	yes	plasmid_like	0.3161	0.5654	0.1185
batch02	ERR1713337	k141_10106	k141_10106_3 # 1578 # 2648 # -1 # ID=15716_3;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.516	vanY gene in vanB cluster	3002956	Strict	43.17	132.84	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	yes	chromosome_like	0.6974	0.2111	0.0915
batch02	ERR1713337	k141_457903	k141_457903_1 # 1 # 180 # 1 # ID=16096_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.411	vanY gene in vanM cluster	3002961	Strict	55.77	25.32	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin; teicoplanin	yes	chromosome_like	0.5810	0.2808	0.1383
batch02	ERR1713337	k141_458722	k141_458722_21 # 18543 # 19655 # 1 # ID=17317_21;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.599	vanT gene in vanG cluster	3002972	Strict	35.26	51.97	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	yes	chromosome_like	0.9750	0.0176	0.0074
batch02	ERR1713337	k141_101864	k141_101864_8 # 5714 # 8848 # 1 # ID=19408_8;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.547	adeF	3000777	Strict	44.54	98.58	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline	yes	chromosome_like	0.6747	0.2754	0.0499
batch02	ERR1713337	k141_460328	k141_460328_1 # 3 # 1175 # 1 # ID=19768_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.546	vanW gene in vanI cluster	3003724	Strict	32.0	104.56	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin	yes	chromosome_like	0.6595	0.1799	0.1607
batch02	ERR1713337	k141_638656	k141_638656_21 # 19785 # 22961 # -1 # ID=20129_21;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=3-4bp;gc_cont=0.687	adeF	3000777	Strict	43.24	99.91	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline	yes	chromosome_like	0.9316	0.0516	0.0167
batch02	ERR1713337	k141_549818	k141_549818_2 # 65 # 412 # -1 # ID=21282_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.497	qacEdelta1	3005010	Perfect	100.0	100.00	disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump		yes	plasmid_like	0.3505	0.4835	0.1660
batch02	ERR1713337	k141_549818	k141_549818_3 # 576 # 1373 # -1 # ID=21282_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.549	aadA7	3002607	Strict	98.87	100.00	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')	spectinomycin; streptomycin	yes	plasmid_like	0.3505	0.4835	0.1660
batch02	ERR1713337	k141_103433	k141_103433_1 # 148 # 828 # -1 # ID=21739_1;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.470	QnrB10	3002724	Strict	99.12	100.00	fluoroquinolone antibiotic	antibiotic target protection	quinolone resistance protein (qnr)	ciprofloxacin; levofloxacin; moxifloxacin; gatifloxacin; nalidixic acid; norfloxacin; sparfloxacin	yes	plasmid_like	0.0784	0.7393	0.1823
batch02	ERR1713337	k141_14099	k141_14099_2 # 1163 # 1657 # 1 # ID=21808_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.343	lnuD	3002838	Strict	88.41	100.00	lincosamide antibiotic	antibiotic inactivation	lincosamide nucleotidyltransferase (LNU)	lincomycin; clindamycin	yes	chromosome_like	0.7199	0.1932	0.0869
batch02	ERR1713337	k141_462122	k141_462122_12 # 16592 # 19723 # -1 # ID=22626_12;partial=00;start_type=GTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.385	adeF	3000777	Strict	43.04	98.49	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline	yes	chromosome_like	0.9545	0.0326	0.0129
batch02	ERR1713337	k141_462340	k141_462340_24 # 24745 # 27204 # -1 # ID=23066_24;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.479	vanT gene in vanG cluster	3002972	Strict	33.6	115.03	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	yes	chromosome_like	0.9483	0.0364	0.0153
batch02	ERR1713337	k141_462603	k141_462603_5 # 1549 # 2085 # 1 # ID=23573_5;partial=01;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.371	Campylobacter coli chloramphenicol acetyltransferase	3004454	Strict	94.97	86.47	phenicol antibiotic	antibiotic inactivation	chloramphenicol acetyltransferase (CAT)	chloramphenicol	yes	plasmid_like	0.0035	0.9780	0.0186
batch02	ERR1713337	k141_195346	k141_195346_3 # 4810 # 5598 # -1 # ID=24928_3;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.695	vanY gene in vanM cluster	3002961	Strict	39.31	112.45	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin; teicoplanin	yes	plasmid_like	0.3961	0.4205	0.1834
batch02	ERR1713337	k141_552496	k141_552496_4 # 4554 # 7016 # 1 # ID=24970_4;partial=00;start_type=GTG;rbs_motif=TAAA;rbs_spacer=9bp;gc_cont=0.340	vanT gene in vanG cluster	3002972	Strict	35.89	115.17	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	yes	chromosome_like	0.9508	0.0345	0.0148
batch02	ERR1713337	k141_16342	k141_16342_4 # 1686 # 2507 # -1 # ID=25134_4;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.510	linG	3002879	Strict	99.27	100.00	lincosamide antibiotic	antibiotic inactivation	lincosamide nucleotidyltransferase (LNU)	lincomycin	yes	plasmid_like	0.0032	0.9899	0.0069
batch02	ERR1713337	k141_552848	k141_552848_2 # 544 # 1368 # -1 # ID=25461_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.408	gadX	3000508	Strict	98.54	100.00	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	erythromycin; cloxacillin; oxacillin; norfloxacin	yes	plasmid_like	0.3080	0.4841	0.2080
batch02	ERR1713337	k141_374556	k141_374556_2 # 875 # 1240 # 1 # ID=25800_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.426	Klebsiella pneumoniae KpnE	3004580	Strict	82.2	100.83	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	erythromycin; streptomycin; tetracycline; cefepime; ceftriaxone; rifampin; colistin A; colistin B; triclosan; benzalkonium chloride; chlorhexidine	yes	chromosome_like	0.6821	0.2652	0.0526
batch02	ERR1713337	k141_374556	k141_374556_3 # 1227 # 1556 # 1 # ID=25800_3;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.518	Klebsiella pneumoniae KpnF	3004583	Strict	84.4	100.00	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	erythromycin; streptomycin; tetracycline; cefepime; ceftriaxone; rifampin; colistin A; colistin B; triclosan; benzalkonium chloride; chlorhexidine	yes	chromosome_like	0.6821	0.2652	0.0526
batch02	ERR1713337	k141_17110	k141_17110_2 # 1269 # 3281 # -1 # ID=26215_2;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.393	tet(Q)	3000191	Strict	96.58	101.98	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	yes	plasmid_like	0.1037	0.8295	0.0668
batch02	ERR1713337	k141_196165	k141_196165_2 # 1329 # 2132 # 1 # ID=26241_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.311	lnuB	3002836	Strict	99.63	100.00	lincosamide antibiotic	antibiotic inactivation	lincosamide nucleotidyltransferase (LNU)	lincomycin; clindamycin	yes	virus_like	0.0715	0.0802	0.8482
batch02	ERR1713337	k141_287317	k141_287317_2 # 130 # 1005 # 1 # ID=27719_2;partial=00;start_type=GTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.541	vanY gene in vanM cluster	3002961	Strict	35.08	124.89	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin; teicoplanin	yes	chromosome_like	0.5031	0.2117	0.2852
batch02	ERR1713337	k141_18224	k141_18224_1 # 3 # 689 # -1 # ID=28036_1;partial=10;start_type=TTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.360	tet(M)	3000186	Strict	93.89	35.84	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	yes	plasmid_like	0.3511	0.5009	0.1480
batch02	ERR1713337	k141_376029	k141_376029_1 # 1 # 990 # 1 # ID=28054_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.433	vanW gene in vanI cluster	3003724	Strict	29.13	88.20	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin	yes	chromosome_like	0.9340	0.0423	0.0237
batch02	ERR1713337	k141_109269	k141_109269_6 # 5320 # 8448 # -1 # ID=30491_6;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.297	adeF	3000777	Strict	45.44	98.39	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline	yes	chromosome_like	0.7913	0.1712	0.0376
batch02	ERR1713337	k141_378355	k141_378355_34 # 39310 # 42438 # 1 # ID=31583_34;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.419	adeF	3000777	Strict	43.42	98.39	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline	yes	chromosome_like	0.9592	0.0285	0.0123
batch02	ERR1713337	k141_20982	k141_20982_2 # 1843 # 2328 # 1 # ID=32297_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.352	nimE	3007107	Strict	53.7	94.71	nitroimidazole antibiotic	antibiotic inactivation	nitroimidazole reductase	metronidazole	yes	chromosome_like	0.6225	0.2704	0.1071
batch02	ERR1713337	k141_110943	k141_110943_3 # 2074 # 2871 # -1 # ID=33014_3;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.387	RSD2-2	3006983	Strict	99.21	105.16	carbapenem; cephalosporin	antibiotic inactivation	RSD2 beta-lactamase		yes	chromosome_like	0.6822	0.2831	0.0347
batch02	ERR1713337	k141_201275	k141_201275_1 # 131 # 1267 # -1 # ID=34230_1;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.519	vanT gene in vanG cluster	3002972	Strict	30.62	53.09	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	yes	chromosome_like	0.7508	0.1340	0.1153
batch02	ERR1713337	k141_380250	k141_380250_2 # 184 # 1008 # 1 # ID=34515_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.495	OXA-9	3001404	Perfect	100.0	100.00	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	cloxacillin; oxacillin; cefalotin	yes	plasmid_like	0.1963	0.7186	0.0851
batch02	ERR1713337	k141_558833	k141_558833_7 # 5102 # 6214 # 1 # ID=34904_7;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.621	vanT gene in vanG cluster	3002972	Strict	32.42	51.97	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	yes	chromosome_like	0.9743	0.0183	0.0074
batch02	ERR1713337	k141_470311	k141_470311_1 # 3 # 305 # 1 # ID=35341_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.512	vanY gene in vanM cluster	3002961	Strict	44.57	42.92	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin; teicoplanin	yes	chromosome_like	0.8925	0.0728	0.0348
batch02	ERR1713337	k141_470311	k141_470311_3 # 1546 # 2328 # 1 # ID=35341_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.524	vanY gene in vanB cluster	3002956	Strict	34.55	97.01	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	yes	chromosome_like	0.8925	0.0728	0.0348
batch02	ERR1713337	k141_202366	k141_202366_1 # 501 # 824 # 1 # ID=35827_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.346	qacJ	3007014	Strict	40.19	100.00	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride	yes	plasmid_like	0.3329	0.5885	0.0786
batch02	ERR1713337	k141_650589	k141_650589_8 # 9100 # 10215 # -1 # ID=39151_8;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.538	vanT gene in vanG cluster	3002972	Strict	35.62	52.11	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	yes	chromosome_like	0.7711	0.1677	0.0613
batch02	ERR1713337	k141_473282	k141_473282_2 # 71 # 799 # -1 # ID=39607_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.252	vanXY gene in vanG cluster	3003069	Strict	52.23	95.28	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanXY	vancomycin	yes	plasmid_like	0.1594	0.6950	0.1456
