seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k141_116576	1879	No terminal repeats	2	11	0.9937	NA	1	1.7183	T_virB6	NA
k141_36016	5412	DTR	7	11	0.9936	NA	2	4.2686	MOBQ	NA
k141_141679	4807	No terminal repeats	6	11	0.9936	NA	2	4.9444	MOBQ	NA
k141_164614	5939	DTR	7	11	0.9935	NA	2	3.4993	MOBP1	NA
k141_1602	2569	No terminal repeats	3	11	0.9935	NA	1	3.2077	MOBQ	NA
k141_66858	1862	No terminal repeats	4	11	0.9935	NA	2	4.3033	NA	NA
k141_153172	5459	No terminal repeats	5	11	0.9935	NA	1	4.6360	t4cp2	NA
k141_24004	5961	No terminal repeats	10	11	0.9934	NA	0	5.7864	NA	NA
k141_12952	2502	No terminal repeats	4	11	0.9934	NA	2	3.1408	MOBP1	NA
k141_20159	3583	No terminal repeats	2	11	0.9934	NA	1	1.7183	NA	NA
k141_71990	3365	No terminal repeats	4	11	0.9934	NA	0	2.1556	NA	NA
k141_162729	3982	No terminal repeats	8	11	0.9933	NA	0	3.6290	NA	NA
k141_2474	4635	No terminal repeats	7	11	0.9933	NA	0	3.4366	NA	NA
k141_27182	1451	No terminal repeats	2	11	0.9933	NA	2	2.1701	MOBP1	NA
k141_96671	3437	No terminal repeats	7	11	0.9933	NA	1	2.9747	NA	NA
k141_144376	5323	No terminal repeats	9	11	0.9932	NA	0	3.1814	NA	NA
k141_8748	6213	No terminal repeats	10	11	0.9932	NA	0	3.4244	NA	NA
k141_111067	3298	No terminal repeats	5	11	0.9932	NA	1	2.8010	NA	NA
k141_155983	2014	No terminal repeats	5	11	0.9932	NA	1	2.5534	NA	NA
k141_63561	1520	No terminal repeats	2	11	0.9932	NA	1	2.5316	NA	NA
k141_147030	6682	No terminal repeats	8	11	0.9931	NA	0	7.9516	NA	NA
k141_11223	4295	No terminal repeats	5	11	0.9931	NA	0	2.9296	NA	NA
k141_126542	2946	No terminal repeats	4	11	0.9931	NA	0	1.7183	NA	NA
k141_116226	1314	No terminal repeats	2	11	0.9930	NA	2	3.4366	T_virB6	NA
k141_177984	2322	No terminal repeats	3	11	0.9930	NA	1	3.4366	NA	NA
k141_39786	5420	DTR	7	11	0.9929	NA	2	2.2591	MOBV	NA
k141_60074	6974	No terminal repeats	10	11	0.9929	NA	0	4.2614	NA	NA
k141_57033	4203	No terminal repeats	3	11	0.9929	NA	0	2.7791	NA	NA
k141_25067	5185	No terminal repeats	9	11	0.9929	NA	1	4.9002	F_traE	NA
k141_192168	3240	DTR	5	11	0.9929	NA	1	2.3861	NA	NA
k141_187180	1094	No terminal repeats	3	11	0.9928	NA	1	1.7183	NA	NA
k141_181490	7562	No terminal repeats	7	11	0.9928	NA	0	3.4143	NA	NA
k141_146879	40814	No terminal repeats	44	11	0.9928	NA	6	41.9049	I_traI;I_traM;I_traN;traU	NA
k141_191408	6231	No terminal repeats	7	11	0.9927	NA	0	4.3681	NA	NA
k141_73731	5148	No terminal repeats	6	11	0.9927	NA	0	2.7840	NA	NA
k141_98878	3863	No terminal repeats	6	11	0.9927	NA	1	3.2636	NA	NA
k141_138918	7796	No terminal repeats	11	11	0.9927	NA	6	10.7643	T_virB8;T_virB6;virb4;T_virB2	NA
k141_55487	7657	No terminal repeats	10	11	0.9926	NA	0	12.0280	NA	NA
k141_41358	3154	No terminal repeats	5	11	0.9926	NA	1	1.3910	NA	NA
k141_8176	3692	No terminal repeats	4	11	0.9925	NA	2	3.2077	MOBQ	NA
k141_105430	4502	No terminal repeats	3	11	0.9925	NA	0	1.7183	NA	NA
k141_135164	2202	No terminal repeats	5	11	0.9925	NA	1	3.0772	NA	NA
k141_63528	26728	No terminal repeats	20	11	0.9925	NA	1	23.3452	I_traY	NA
k141_25435	2590	No terminal repeats	5	11	0.9925	NA	0	3.4366	NA	NA
k141_98113	3479	No terminal repeats	7	11	0.9925	NA	0	2.5557	NA	NA
k141_178550	1130	No terminal repeats	2	11	0.9925	NA	1	1.7183	NA	NA
k141_137502	8221	No terminal repeats	12	11	0.9924	NA	0	16.4485	NA	NA
k141_51084	6538	No terminal repeats	4	11	0.9924	NA	0	3.4366	NA	NA
k141_174908	8300	No terminal repeats	13	11	0.9923	NA	0	1.4241	NA	NA
k141_148485	3583	No terminal repeats	5	11	0.9923	NA	0	2.5672	NA	NA
k141_144305	2861	No terminal repeats	4	11	0.9923	NA	0	3.1925	NA	NA
k141_158349	1963	No terminal repeats	4	11	0.9922	NA	1	1.7183	NA	NA
k141_176934	10191	No terminal repeats	7	11	0.9922	NA	0	5.0109	NA	NA
k141_105074	2646	No terminal repeats	5	11	0.9922	NA	0	4.1628	NA	NA
k141_163653	1338	No terminal repeats	1	11	0.9922	NA	1	1.7183	MOBP1	NA
k141_22904	15458	No terminal repeats	18	11	0.9921	NA	5	14.4952	MOBH;G_tfc19;G_tfc18;G_tfc22;G_tfc23;G_tfc24;virb4;G_tfc15	NA
k141_108747	1112	No terminal repeats	4	11	0.9921	NA	2	3.2261	MOBQ	NA
k141_3724	9847	No terminal repeats	15	11	0.9921	NA	2	7.3843	MOBQ	NA
k141_104662	5599	No terminal repeats	11	11	0.9921	NA	1	7.1669	NA	NA
k141_192165	3531	DTR	4	11	0.9920	NA	1	2.7941	NA	NA
k141_102432	1326	No terminal repeats	1	11	0.9919	NA	1	0.9293	NA	NA
k141_30011	1118	No terminal repeats	2	11	0.9919	NA	1	1.7183	NA	NA
k141_161839	6856	No terminal repeats	8	11	0.9918	NA	0	1.9048	NA	NA
k141_55123	3604	No terminal repeats	6	11	0.9918	NA	1	1.4079	NA	NA
k141_187195	3490	No terminal repeats	7	11	0.9918	NA	4	6.3088	F_traL;F_traE;F_traK	NA
k141_190	3037	No terminal repeats	6	11	0.9918	NA	0	1.7183	NA	NA
k141_94979	1219	No terminal repeats	2	11	0.9917	NA	1	1.7183	NA	NA
k141_72164	1331	No terminal repeats	3	11	0.9917	NA	1	2.7441	NA	NA
k141_57710	6495	No terminal repeats	9	11	0.9917	NA	0	7.5590	NA	NA
k141_1034	5196	No terminal repeats	5	11	0.9917	NA	0	3.4366	NA	NA
k141_102959	6662	No terminal repeats	6	11	0.9917	NA	0	2.3223	NA	NF000272
k141_170701	5619	No terminal repeats	8	11	0.9916	NA	0	2.3625	NA	NA
k141_27003	3401	No terminal repeats	6	11	0.9916	NA	0	1.7968	NA	NA
k141_94972	1887	No terminal repeats	3	11	0.9916	NA	1	1.7183	NA	NA
k141_114719	2577	No terminal repeats	4	11	0.9916	NA	1	1.7183	MOBP1	NA
k141_91256	1416	No terminal repeats	4	11	0.9916	NA	2	2.9394	MOBQ	NA
k141_129058	1835	DTR	2	11	0.9916	NA	1	0.9293	NA	NA
k141_158429	1087	No terminal repeats	2	11	0.9915	NA	1	1.7183	NA	NA
k141_176404	1132	No terminal repeats	1	11	0.9915	NA	1	1.6920	MOBQ	NA
k141_63308	8563	No terminal repeats	14	11	0.9914	NA	5	13.4718	G_tfc14;G_tfc13;G_tfc12;G_tfc11;G_tfc10;G_tfc9	NA
k141_135900	5618	No terminal repeats	5	11	0.9914	NA	0	2.3425	NA	NA
k141_113730	2958	DTR	2	11	0.9914	NA	1	1.7114	NA	NA
k141_26958	3379	No terminal repeats	3	11	0.9914	NA	0	3.4366	NA	NA
k141_128560	3537	No terminal repeats	3	11	0.9914	NA	1	3.3086	MOBQ	NA
k141_81956	4848	No terminal repeats	6	11	0.9914	NA	0	1.7183	NA	NA
k141_178641	5917	No terminal repeats	5	11	0.9913	NA	0	2.9032	NA	NA
k141_74072	3676	No terminal repeats	5	11	0.9912	NA	0	3.4366	NA	NA
k141_74058	1070	No terminal repeats	3	11	0.9911	NA	1	1.7183	NA	NA
k141_2892	2114	No terminal repeats	5	11	0.9910	NA	2	3.5767	MOBQ	NA
k141_149662	1097	No terminal repeats	2	11	0.9909	NA	1	2.6481	NA	NA
k141_3362	4929	DTR	6	11	0.9909	NA	2	3.2077	MOBQ	NA
k141_39919	1716	No terminal repeats	3	11	0.9909	NA	2	2.0666	NA	NA
k141_25177	2638	No terminal repeats	5	11	0.9909	NA	0	3.0627	NA	NA
k141_11254	1015	No terminal repeats	2	11	0.9908	NA	2	2.6906	T_virB2;virb4	NA
k141_160944	1845	No terminal repeats	2	11	0.9908	NA	1	2.9406	MOBQ	NA
k141_44457	4598	No terminal repeats	8	11	0.9908	NA	1	3.2636	NA	NA
k141_98012	3792	No terminal repeats	4	11	0.9908	NA	0	3.0921	NA	NA
k141_54223	2003	No terminal repeats	3	11	0.9908	NA	2	2.9571	MOBP1	NA
k141_83529	1068	No terminal repeats	3	11	0.9908	NA	1	2.1742	NA	NA
k141_85015	1956	No terminal repeats	1	11	0.9907	NA	1	1.6808	MOBQ	NA
k141_37424	5085	No terminal repeats	9	11	0.9906	NA	0	1.7183	NA	NA
k141_90353	2090	No terminal repeats	4	11	0.9906	NA	3	4.6352	G_tfc5;T_virB1;G_tfc3	NA
k141_156289	5885	No terminal repeats	8	11	0.9906	NA	0	4.5165	NA	NA
k141_121590	1762	No terminal repeats	4	11	0.9906	NA	2	2.8822	T_virB5	NA
k141_186419	1060	No terminal repeats	2	11	0.9905	NA	1	1.9759	NA	NA
k141_170934	2503	No terminal repeats	6	11	0.9905	NA	0	3.0045	NA	NA
k141_133414	3382	No terminal repeats	4	11	0.9904	NA	2	1.5148	MOBV	NA
k141_178571	3150	No terminal repeats	4	11	0.9903	NA	1	1.7183	NA	NA
k141_58872	5962	No terminal repeats	9	11	0.9903	NA	0	4.4350	NA	NA
k141_28941	4331	No terminal repeats	4	11	0.9903	NA	0	1.0459	NA	NA
k141_66207	11656	No terminal repeats	18	11	0.9902	NA	0	7.0656	NA	NA
k141_84882	1184	No terminal repeats	1	11	0.9902	NA	1	1.2565	MOBV	NA
k141_1895	1493	No terminal repeats	2	11	0.9902	NA	1	1.7114	NA	NA
k141_2187	4919	No terminal repeats	5	11	0.9902	NA	0	4.6914	NA	NA
k141_77004	3852	No terminal repeats	3	11	0.9901	NA	1	1.7183	NA	NA
k141_103927	3770	No terminal repeats	7	11	0.9901	NA	0	1.7315	NA	NA
k141_23641	2393	No terminal repeats	6	11	0.9900	NA	1	3.1924	NA	NA
k141_107638	3785	No terminal repeats	3	11	0.9900	NA	0	1.3444	NA	NA
k141_103793	3994	No terminal repeats	7	11	0.9900	NA	0	1.7183	NA	NA
k141_132316	3902	No terminal repeats	6	11	0.9899	NA	0	3.8665	NA	NA
k141_184492	4312	No terminal repeats	6	11	0.9899	NA	0	1.6886	NA	NA
k141_107380	5667	No terminal repeats	9	11	0.9899	NA	0	3.0087	NA	NA
k141_130042	3320	No terminal repeats	4	11	0.9898	NA	1	3.1830	NA	NA
k141_11707	3559	No terminal repeats	5	11	0.9897	NA	2	3.2261	MOBQ	NA
k141_42407	3623	No terminal repeats	2	11	0.9897	NA	0	3.3441	NA	NA
k141_145375	2140	DTR	2	11	0.9896	NA	1	0.9293	NA	NA
k141_5606	6428	No terminal repeats	4	11	0.9896	NA	0	3.4366	NA	NA
k141_129353	4090	No terminal repeats	4	11	0.9895	NA	0	1.5206	NA	NA
k141_191221	2746	No terminal repeats	4	11	0.9894	NA	0	3.0241	NA	NA
k141_182167	3432	No terminal repeats	8	11	0.9894	NA	0	2.4626	NA	NA
k141_12936	6855	No terminal repeats	3	11	0.9893	NA	0	3.3441	NA	NA
k141_23047	1230	No terminal repeats	1	11	0.9893	NA	1	1.7183	MOBP1	NA
k141_102290	1902	No terminal repeats	1	11	0.9891	NA	1	1.6808	MOBQ	NA
k141_33612	1110	No terminal repeats	2	11	0.9891	NA	1	1.7183	NA	NA
k141_182518	1837	No terminal repeats	2	11	0.9891	NA	1	0.9293	NA	NA
k141_86661	3646	No terminal repeats	3	11	0.9891	NA	0	1.7183	NA	NA
k141_170935	5803	No terminal repeats	9	11	0.9891	NA	0	3.1061	NA	NA
k141_99999	1101	No terminal repeats	2	11	0.9890	NA	1	1.7183	NA	NA
k141_35630	2124	No terminal repeats	4	11	0.9889	NA	2	1.7171	MOBV;MOBV	NA
k141_36541	3367	No terminal repeats	3	11	0.9888	NA	0	3.9785	NA	NA
k141_12846	16421	No terminal repeats	17	11	0.9886	NA	0	4.4008	NA	NA
k141_52585	4683	No terminal repeats	6	11	0.9886	NA	1	1.3764	NA	NA
k141_41398	1032	No terminal repeats	4	11	0.9884	NA	2	3.2261	MOBQ	NA
k141_135266	2658	No terminal repeats	5	11	0.9883	NA	0	2.1556	NA	NA
k141_146671	1035	No terminal repeats	3	11	0.9883	NA	1	1.9759	NA	NA
k141_101376	7258	No terminal repeats	7	11	0.9883	NA	0	4.5938	NA	NA
k141_179939	1308	No terminal repeats	1	11	0.9882	NA	1	0.9293	NA	NA
k141_58356	3025	No terminal repeats	5	11	0.9882	NA	1	3.0476	NA	NA
k141_92299	7745	No terminal repeats	11	11	0.9881	NA	1	4.2767	MOBH;G_tfc19	NA
k141_152824	5006	No terminal repeats	4	11	0.9881	NA	1	1.4636	F_traE	NA
k141_59708	10786	No terminal repeats	16	11	0.9881	NA	0	3.3058	NA	NA
k141_171151	1136	No terminal repeats	3	11	0.9880	NA	1	2.9250	T_virB5	NA
k141_40165	6851	No terminal repeats	7	11	0.9880	NA	0	3.9758	NA	NA
k141_180046	1981	No terminal repeats	3	11	0.9880	NA	1	1.7114	NA	NA
k141_170240	4332	No terminal repeats	6	11	0.9880	NA	0	3.7281	NA	NA
k141_27697	2996	No terminal repeats	5	11	0.9879	NA	1	1.5768	NA	NA
k141_168749	1292	No terminal repeats	2	11	0.9879	NA	1	1.1844	NA	NA
k141_129246	7419	No terminal repeats	9	11	0.9879	NA	2	2.1806	NA	NA
k141_5147	2684	No terminal repeats	4	11	0.9879	NA	0	3.2271	NA	NA
k141_176971	7997	No terminal repeats	9	11	0.9878	NA	0	3.4905	NA	NA
k141_41496	3284	No terminal repeats	7	11	0.9877	NA	1	3.3756	NA	NA
k141_74421	3650	No terminal repeats	8	11	0.9874	NA	0	4.9715	NA	NA
k141_10010	2138	No terminal repeats	4	11	0.9874	NA	1	1.9016	NA	NA
k141_121851	1461	No terminal repeats	1	11	0.9874	NA	1	1.3692	NA	NA
k141_169975	10398	No terminal repeats	10	11	0.9873	NA	7	9.7712	F_traB;F_traV;virb4;F_traW;F_traU;F_trbC	NA
k141_96476	3934	No terminal repeats	5	11	0.9873	NA	1	3.2819	MOBP1	NF000153
k141_9679	1359	No terminal repeats	1	11	0.9873	NA	1	1.4636	F_traE	NA
k141_169892	3114	No terminal repeats	4	11	0.9872	NA	0	1.0549	NA	NA
k141_4375	1580	No terminal repeats	2	11	0.9872	NA	2	3.4199	MOBP1	NA
k141_55647	3003	No terminal repeats	3	11	0.9871	NA	0	3.4366	NA	NA
k141_5505	3574	No terminal repeats	5	11	0.9870	NA	0	1.7115	NA	NA
k141_151163	1325	No terminal repeats	2	11	0.9870	NA	1	2.7840	G_tfc2	NA
k141_33713	2794	No terminal repeats	2	11	0.9870	NA	0	1.3058	NA	NA
k141_172884	2927	No terminal repeats	5	11	0.9870	NA	0	1.7183	NA	NA
k141_21596	7334	No terminal repeats	8	11	0.9870	NA	1	3.2369	NA	NA
k141_108542	1621	No terminal repeats	3	11	0.9870	NA	1	3.4366	NA	NA
k141_98522	3130	No terminal repeats	6	11	0.9869	NA	0	3.3912	NA	NA
k141_177914	4643	No terminal repeats	8	11	0.9869	NA	0	1.8721	NA	NA
k141_152922	3365	No terminal repeats	4	11	0.9867	NA	1	1.4990	MOBC	NA
k141_122003	4935	No terminal repeats	6	11	0.9867	NA	0	1.9727	NA	NA
k141_98980	3415	No terminal repeats	4	11	0.9867	NA	0	1.3193	NA	NA
k141_46177	1547	No terminal repeats	2	11	0.9866	NA	1	1.3753	NA	NA
k141_124395	2934	No terminal repeats	4	11	0.9866	NA	0	1.7183	NA	NA
k141_34598	5638	No terminal repeats	7	11	0.9866	NA	0	2.1561	NA	NA
k141_149777	4921	No terminal repeats	6	11	0.9865	NA	1	1.7114	NA	NA
k141_141816	2816	No terminal repeats	4	11	0.9863	NA	0	1.3193	NA	NA
k141_150372	2173	No terminal repeats	2	11	0.9863	NA	1	0.6235	NA	NA
k141_55024	4564	No terminal repeats	6	11	0.9863	NA	0	3.2011	NA	NA
k141_3166	4096	No terminal repeats	7	11	0.9862	NA	0	1.8636	NA	NA
k141_20090	1261	No terminal repeats	4	11	0.9862	NA	1	1.9061	MOBV	NA
k141_171321	3510	No terminal repeats	5	11	0.9860	NA	1	1.4894	MOBQ	NA
k141_120621	8196	No terminal repeats	9	11	0.9860	NA	0	1.3829	NA	NA
k141_113895	1175	No terminal repeats	1	11	0.9859	NA	1	1.5477	T_virB6	NA
k141_74039	1486	No terminal repeats	3	11	0.9859	NA	1	1.7183	NA	NA
k141_171142	1473	No terminal repeats	3	11	0.9858	NA	1	2.9250	T_virB5	NA
k141_122719	4249	No terminal repeats	6	11	0.9856	NA	0	1.9063	NA	NA
k141_176025	5381	No terminal repeats	7	11	0.9856	NA	0	4.6477	NA	NA
k141_189888	1676	No terminal repeats	4	11	0.9856	NA	1	1.4547	NA	NA
k141_99552	9325	No terminal repeats	13	11	0.9855	NA	0	2.7254	NA	NA
k141_80096	3544	No terminal repeats	4	11	0.9855	NA	0	4.1744	NA	NA
k141_94264	1710	No terminal repeats	3	11	0.9854	NA	2	4.8123	MOBP1	NA
k141_37454	1031	No terminal repeats	1	11	0.9854	NA	1	1.4894	MOBQ	NA
k141_153411	2717	No terminal repeats	2	11	0.9854	NA	0	1.7183	NA	NA
k141_184255	1708	No terminal repeats	3	11	0.9854	NA	1	1.7540	NA	NA
k141_154376	3194	No terminal repeats	6	11	0.9853	NA	1	2.3037	NA	NA
k141_30603	1968	No terminal repeats	1	11	0.9852	NA	1	1.5023	NA	NA
k141_35030	1360	No terminal repeats	3	11	0.9852	NA	1	1.6557	NA	NA
k141_79896	3082	No terminal repeats	4	11	0.9850	NA	1	3.3446	NA	NA
k141_18870	17249	No terminal repeats	13	11	0.9850	NA	0	2.2745	NA	NA
k141_99230	3625	No terminal repeats	4	11	0.9849	NA	0	2.0421	NA	NA
k141_79339	2749	No terminal repeats	4	11	0.9848	NA	0	0.9349	NA	NA
k141_66511	2286	No terminal repeats	1	11	0.9846	NA	1	1.7114	NA	NA
k141_103641	2430	No terminal repeats	2	11	0.9846	NA	1	1.3748	MOBB	NA
k141_136155	1727	No terminal repeats	2	11	0.9845	NA	1	1.5453	NA	NA
k141_152473	5384	No terminal repeats	7	11	0.9845	NA	0	0.5618	NA	NA
k141_96957	1518	No terminal repeats	3	11	0.9845	NA	1	2.5659	T_virB1	NA
k141_168691	5832	No terminal repeats	6	11	0.9844	NA	0	2.0246	NA	NA
k141_79888	1030	No terminal repeats	3	11	0.9842	NA	1	1.6480	NA	NA
