seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k141_89835	1407	No terminal repeats	2	11	0.9956	NA	1	3.4366	NA	NA
k141_518185	3554	No terminal repeats	4	11	0.9956	NA	3	3.4036	NA	NA
k141_30301	2998	No terminal repeats	6	11	0.9956	NA	2	6.4272	MOBQ	NA
k141_461128	1095	No terminal repeats	2	11	0.9955	NA	2	2.9394	MOBQ	NA
k141_302556	1333	No terminal repeats	2	11	0.9955	NA	2	3.2373	MOBQ	NA
k141_14653	5364	DTR	6	11	0.9955	NA	3	4.1162	MOBP1	NA
k141_209304	1229	No terminal repeats	2	11	0.9955	NA	2	3.4267	NA	NA
k141_351430	2566	No terminal repeats	5	11	0.9955	NA	0	3.2141	NA	NA
k141_287194	1941	No terminal repeats	2	11	0.9955	NA	1	3.2077	MOBQ	NA
k141_342086	4134	No terminal repeats	3	11	0.9955	NA	2	3.4366	MOBP1	NA
k141_444053	2026	No terminal repeats	4	11	0.9955	NA	2	4.6383	F_traH	NA
k141_39384	1238	No terminal repeats	2	11	0.9954	NA	2	3.1408	MOBP1	NA
k141_414386	3080	No terminal repeats	3	11	0.9954	NA	1	3.4296	NA	NA
k141_325145	11456	No terminal repeats	16	11	0.9954	NA	12	19.4942	F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NA
k141_514183	2696	No terminal repeats	6	11	0.9954	NA	1	5.2821	NA	NA
k141_35147	3702	No terminal repeats	9	11	0.9954	NA	2	8.3273	NA	NA
k141_296980	2363	No terminal repeats	3	11	0.9954	NA	2	3.4366	MOBP1	NA
k141_9839	2595	No terminal repeats	3	11	0.9954	NA	1	3.1262	NA	NA
k141_288096	1319	No terminal repeats	3	11	0.9953	NA	2	4.9444	MOBQ	NA
k141_396626	2510	No terminal repeats	4	11	0.9953	NA	2	4.9260	MOBQ	NA
k141_201749	3539	No terminal repeats	6	11	0.9953	NA	1	6.6443	MOBQ	NA
k141_163861	4275	No terminal repeats	3	11	0.9953	NA	1	3.4103	MOBQ	NA
k141_16469	2835	DTR	4	11	0.9953	NA	3	3.8920	NA	NA
k141_188926	3077	No terminal repeats	7	11	0.9953	NA	3	6.8258	NA	NA
k141_395177	1858	No terminal repeats	3	11	0.9952	NA	1	4.1134	NA	NA
k141_345405	1933	No terminal repeats	5	11	0.9952	NA	1	6.2683	virb4	NA
k141_150872	1335	No terminal repeats	2	11	0.9952	NA	1	3.2127	T_virB5	NA
k141_338448	2529	No terminal repeats	4	11	0.9952	NA	1	3.7698	NA	NA
k141_153618	2466	No terminal repeats	2	11	0.9952	NA	1	1.7761	MOBQ	NA
k141_516010	4438	No terminal repeats	5	11	0.9952	NA	1	5.1532	MOBV	NA
k141_336258	6021	DTR	9	11	0.9952	NA	2	5.6841	MOBV	NA
k141_305360	4130	No terminal repeats	6	11	0.9951	NA	2	5.8580	NA	NA
k141_521699	2687	DTR	3	4	0.9951	NA	2	2.3388	NA	NA
k141_153641	3038	No terminal repeats	6	11	0.9951	NA	1	6.0331	NA	NA
k141_446038	5289	No terminal repeats	5	11	0.9951	NA	0	4.1709	NA	NA
k141_173483	7322	No terminal repeats	8	11	0.9951	NA	1	7.8694	MOBQ	NA
k141_438185	2864	No terminal repeats	7	11	0.9951	NA	4	7.6057	F_traF;F_traH	NA
k141_68878	1203	No terminal repeats	1	11	0.9951	NA	1	1.7183	MOBV	NA
k141_486575	2959	No terminal repeats	4	11	0.9950	NA	0	4.0276	NA	NA
k141_188516	1321	No terminal repeats	2	11	0.9950	NA	2	3.0347	MOBQ	NA
k141_228619	1121	No terminal repeats	1	11	0.9950	NA	1	1.7183	MOBP1	NA
k141_110298	1693	No terminal repeats	3	11	0.9950	NA	1	3.4366	NA	NA
k141_431542	2130	No terminal repeats	4	11	0.9950	NA	4	5.8261	F_traL;F_traE;F_traK	NA
k141_62199	2881	No terminal repeats	5	11	0.9950	NA	3	4.9277	MOBQ	NA
k141_224456	1418	No terminal repeats	2	11	0.9950	NA	1	3.0232	NA	NA
k141_521625	4675	DTR	5	11	0.9949	NA	2	5.1065	NA	NA
k141_399160	1566	No terminal repeats	2	11	0.9948	NA	1	3.2077	MOBQ	NA
k141_373191	1276	No terminal repeats	2	11	0.9948	NA	1	3.2636	NA	NA
k141_116363	1273	No terminal repeats	2	11	0.9948	NA	1	2.7784	NA	NA
k141_78546	2821	No terminal repeats	5	11	0.9948	NA	0	5.9261	NA	NA
k141_424464	2438	No terminal repeats	5	11	0.9948	NA	2	4.7073	F_traN	NA
k141_192666	1534	No terminal repeats	2	11	0.9947	NA	2	3.4366	MOBP1	NA
k141_398750	4401	No terminal repeats	6	11	0.9947	NA	0	5.0791	NA	NA
k141_49685	1288	No terminal repeats	2	11	0.9947	NA	1	3.4366	NA	NA
k141_128927	3878	DTR	4	11	0.9947	NA	1	3.4366	MOBV	NA
k141_489887	3153	No terminal repeats	5	11	0.9947	NA	0	3.0541	NA	NA
k141_167030	2693	No terminal repeats	3	11	0.9947	NA	0	2.5681	NA	NA
k141_25651	2522	No terminal repeats	3	11	0.9947	NA	2	3.2261	MOBQ	NA
k141_277256	2944	No terminal repeats	5	11	0.9947	NA	0	3.1714	NA	NA
k141_153779	1019	No terminal repeats	1	11	0.9947	NA	1	1.7183	NA	NA
k141_327057	1322	No terminal repeats	2	11	0.9947	NA	2	3.3988	MOBP1	NA
k141_297942	5766	No terminal repeats	6	11	0.9946	NA	1	3.7523	MOBQ	NA
k141_363817	2119	No terminal repeats	4	11	0.9946	NA	2	4.1397	NA	NA
k141_236707	6050	No terminal repeats	10	11	0.9946	NA	2	11.8010	B_traO	NA
k141_26802	1908	No terminal repeats	5	11	0.9946	NA	1	4.3112	NA	NA
k141_12500	4991	No terminal repeats	7	11	0.9946	NA	2	4.7146	MOBP1	NA
k141_332887	3218	No terminal repeats	6	11	0.9945	NA	1	4.4645	NA	NA
k141_47476	2509	No terminal repeats	4	11	0.9945	NA	2	4.4055	MOBP1	NA
k141_283353	1280	No terminal repeats	4	11	0.9945	NA	2	4.9444	MOBQ	NA
k141_459297	3421	No terminal repeats	4	11	0.9945	NA	2	2.6476	MOBV	NA
k141_90655	1394	No terminal repeats	3	11	0.9945	NA	2	3.4366	NA	NA
k141_321710	2287	No terminal repeats	3	11	0.9945	NA	2	2.4653	NA	NA
k141_451743	1180	No terminal repeats	2	11	0.9945	NA	2	3.4366	MOBP1	NA
k141_33004	5726	No terminal repeats	7	11	0.9945	NA	1	4.2323	NA	NA
k141_3424	1909	No terminal repeats	2	11	0.9944	NA	2	2.3555	MOBQ	NA
k141_60398	3342	No terminal repeats	5	11	0.9944	NA	1	3.4366	MOBV	NA
k141_222957	4342	No terminal repeats	6	11	0.9944	NA	2	3.7824	NA	NA
k141_480370	3332	No terminal repeats	4	11	0.9944	NA	3	4.8611	T_virB9;T_virB8;T_virB6	NA
k141_191935	1867	No terminal repeats	3	11	0.9944	NA	2	2.9936	MOBP1	NA
k141_400444	1855	No terminal repeats	4	11	0.9943	NA	1	4.7626	NA	NA
k141_18960	3650	No terminal repeats	7	11	0.9943	NA	1	6.4809	NA	NA
k141_397529	4332	No terminal repeats	5	11	0.9943	NA	0	1.7514	NA	NA
k141_179838	1082	No terminal repeats	2	11	0.9943	NA	2	3.1506	NA	NA
k141_464215	5819	DTR	6	11	0.9942	NA	1	4.1893	NA	NA
k141_172932	2002	No terminal repeats	3	11	0.9942	NA	1	2.3059	MOBV	NA
k141_441274	3757	No terminal repeats	8	11	0.9942	NA	4	4.8525	NA	NA
k141_521619	2328	DTR	3	11	0.9942	NA	1	1.5412	NA	NA
k141_234928	1323	No terminal repeats	4	11	0.9942	NA	2	4.9444	MOBQ	NA
k141_199457	3020	No terminal repeats	2	11	0.9941	NA	2	1.9967	NA	NA
k141_166017	3267	No terminal repeats	5	11	0.9941	NA	0	4.3569	NA	NA
k141_38965	3714	No terminal repeats	4	11	0.9941	NA	2	2.9571	MOBP1	NA
k141_500291	3224	No terminal repeats	5	11	0.9941	NA	2	4.0398	MOBP1	NA
k141_183173	2820	No terminal repeats	4	11	0.9941	NA	0	3.4366	NA	NA
k141_357472	10407	No terminal repeats	11	11	0.9941	NA	0	6.8578	NA	NA
k141_348844	13401	No terminal repeats	18	11	0.9941	NA	1	11.1636	NA	NA
k141_485216	1419	No terminal repeats	4	11	0.9941	NA	2	4.6857	F_traF	NA
k141_414090	1206	No terminal repeats	2	11	0.9940	NA	2	3.1506	NA	NA
k141_232278	6045	No terminal repeats	6	11	0.9940	NA	1	2.2711	NA	NA
k141_95901	1726	No terminal repeats	3	11	0.9940	NA	2	3.2406	MOBQ	NA
k141_368433	14411	No terminal repeats	16	11	0.9940	NA	4	13.3673	MOBH;G_tfc19;G_tfc18;G_tfc22;G_tfc23;G_tfc24;virb4	NA
k141_147790	2148	No terminal repeats	2	11	0.9940	NA	1	1.7183	NA	NA
k141_376678	7755	No terminal repeats	10	11	0.9940	NA	2	4.4275	MOBP1	NA
k141_4253	1656	No terminal repeats	3	11	0.9940	NA	2	3.1408	MOBP1	NA
k141_273247	1659	No terminal repeats	2	11	0.9940	NA	1	1.7183	NA	NA
k141_324259	1007	No terminal repeats	2	11	0.9940	NA	2	2.5758	NA	NA
k141_92452	2833	No terminal repeats	5	11	0.9939	NA	1	2.9747	NA	NA
k141_512394	5035	No terminal repeats	8	11	0.9939	NA	2	3.9271	NA	NA
k141_78179	1019	No terminal repeats	3	11	0.9939	NA	1	1.9712	NA	NA
k141_212141	3493	No terminal repeats	1	11	0.9939	NA	0	1.7183	NA	NA
k141_131750	2658	No terminal repeats	4	11	0.9938	NA	1	5.0323	NA	NA
k141_201190	1124	No terminal repeats	2	11	0.9938	NA	1	3.3780	NA	NA
k141_252240	2283	No terminal repeats	5	11	0.9938	NA	1	2.9456	NA	NA
k141_502855	8690	No terminal repeats	10	11	0.9938	NA	0	8.4689	NA	NA
k141_479190	3154	No terminal repeats	5	11	0.9938	NA	1	3.3764	NA	NA
k141_306775	2644	No terminal repeats	3	11	0.9938	NA	0	2.1556	NA	NA
k141_502071	1729	No terminal repeats	4	11	0.9938	NA	1	2.7467	NA	NA
k141_482339	1008	No terminal repeats	1	11	0.9938	NA	1	1.4079	NA	NA
k141_330834	9016	No terminal repeats	11	11	0.9938	NA	4	5.2851	MOBV	NA
k141_266032	2109	No terminal repeats	2	11	0.9938	NA	1	2.8317	virb4	NA
k141_293052	2840	DTR	3	11	0.9938	NA	0	1.7183	NA	NA
k141_63140	2127	No terminal repeats	4	11	0.9937	NA	2	3.3942	NA	NA
k141_185990	1008	No terminal repeats	2	11	0.9937	NA	1	3.2077	MOBQ	NA
k141_100338	4585	No terminal repeats	7	11	0.9937	NA	2	4.7107	MOBP1	NA
k141_111531	2698	No terminal repeats	5	11	0.9937	NA	2	4.2333	NA	NA
k141_397630	1606	No terminal repeats	1	4	0.9937	NA	1	1.7183	MOBP1	NA
k141_78762	2860	No terminal repeats	4	11	0.9937	NA	2	3.1408	MOBP1	NA
k141_459328	8016	DTR	15	11	0.9937	NA	3	5.6261	MOBQ	NA
k141_51344	5994	No terminal repeats	2	11	0.9937	NA	2	3.0688	MOBF;t4cp2	NA
k141_472325	7937	No terminal repeats	11	11	0.9936	NA	1	6.4210	NA	NA
k141_94824	2473	No terminal repeats	3	11	0.9936	NA	2	2.9571	MOBP1	NA
k141_44381	2196	No terminal repeats	4	11	0.9936	NA	2	2.9290	NA	NA
k141_31560	1881	No terminal repeats	3	11	0.9936	NA	1	3.0217	MOBB	NA
k141_317906	1771	No terminal repeats	3	11	0.9936	NA	2	3.3988	MOBP1	NA
k141_219761	3137	No terminal repeats	5	11	0.9936	NA	2	2.1701	MOBP1	NA
k141_456508	1073	No terminal repeats	2	11	0.9935	NA	2	3.4366	MOBP1	NA
k141_163347	3528	No terminal repeats	6	11	0.9935	NA	2	4.2235	MOBP1	NA
k141_73894	5878	No terminal repeats	8	11	0.9935	NA	1	5.4062	NA	NA
k141_422229	6374	No terminal repeats	8	11	0.9935	NA	0	5.5441	NA	NA
k141_387341	2747	No terminal repeats	4	11	0.9934	NA	0	2.4633	NA	NA
k141_460061	1238	No terminal repeats	3	11	0.9934	NA	3	4.3280	F_traE;F_traL	NA
k141_129772	6704	No terminal repeats	7	11	0.9933	NA	0	6.3510	NA	NA
k141_471939	3621	No terminal repeats	4	11	0.9933	NA	0	1.7183	NA	NA
k141_205971	3830	No terminal repeats	7	11	0.9933	NA	0	1.7183	NA	NA
k141_411512	1256	No terminal repeats	2	11	0.9933	NA	1	3.4366	NA	NA
k141_91448	1697	No terminal repeats	2	11	0.9933	NA	1	1.3621	NA	NA
k141_53784	2820	No terminal repeats	7	11	0.9932	NA	0	7.4177	NA	NA
k141_67255	2400	No terminal repeats	3	11	0.9932	NA	2	1.8665	NA	NA
k141_172012	4209	No terminal repeats	5	11	0.9932	NA	2	4.0398	MOBP1	NA
k141_83618	3569	No terminal repeats	3	11	0.9932	NA	1	2.9866	MOBQ	NA
k141_379654	1133	No terminal repeats	1	11	0.9932	NA	1	0.9293	NA	NA
k141_371737	3962	No terminal repeats	6	11	0.9932	NA	0	3.6290	NA	NA
k141_184578	1147	No terminal repeats	3	11	0.9932	NA	3	4.4736	F_traV	NA
k141_293464	3664	No terminal repeats	7	11	0.9932	NA	0	3.4366	NA	NA
k141_521670	4061	DTR	6	11	0.9932	NA	2	4.0398	MOBP1	NA
k141_119774	6275	No terminal repeats	10	11	0.9931	NA	2	9.2389	NA	NA
k141_263377	5050	No terminal repeats	7	11	0.9931	NA	0	1.2136	NA	NA
k141_95886	3735	DTR	5	11	0.9931	NA	2	3.3991	MOBQ	NA
k141_215127	3172	No terminal repeats	4	11	0.9931	NA	0	1.7183	NA	NA
k141_68902	2244	No terminal repeats	5	11	0.9931	NA	1	2.2380	NA	NA
k141_52645	6128	DTR	8	11	0.9931	NA	2	3.5143	NA	NA
k141_502354	3668	No terminal repeats	5	11	0.9931	NA	0	3.0538	NA	NA
k141_52685	2542	No terminal repeats	3	11	0.9931	NA	1	1.7183	MOBP1	NA
k141_288139	4516	No terminal repeats	5	11	0.9931	NA	2	3.2077	MOBQ	NA
k141_265509	1519	No terminal repeats	2	11	0.9931	NA	1	2.6481	NA	NA
k141_351410	1012	No terminal repeats	2	11	0.9931	NA	1	3.4366	NA	NA
k141_7748	1637	No terminal repeats	3	11	0.9931	NA	2	2.9571	MOBP1	NA
k141_7234	4129	No terminal repeats	5	11	0.9930	NA	2	3.1408	MOBP1	NA
k141_273266	2422	No terminal repeats	3	11	0.9930	NA	1	5.1548	I_traW	NA
k141_383363	1011	No terminal repeats	1	11	0.9930	NA	1	1.7183	NA	NA
k141_202378	10593	No terminal repeats	10	11	0.9930	NA	0	6.4209	NA	NA
k141_471795	1013	No terminal repeats	2	11	0.9930	NA	2	3.4366	NA	NA
k141_111452	1652	No terminal repeats	2	11	0.9930	NA	1	3.1819	F_traE	NA
k141_186319	2166	No terminal repeats	2	11	0.9930	NA	1	2.9387	NA	NA
k141_104070	3206	No terminal repeats	5	11	0.9930	NA	0	5.1548	NA	NA
k141_150392	4269	No terminal repeats	10	11	0.9930	NA	0	4.6082	NA	NA
k141_18050	7362	No terminal repeats	6	11	0.9930	NA	0	3.4366	NA	NA
k141_264421	4856	No terminal repeats	6	11	0.9929	NA	2	2.2591	MOBV	NA
k141_209378	4294	No terminal repeats	4	11	0.9929	NA	1	2.6338	MOBP1	NA
k141_252504	15371	No terminal repeats	21	11	0.9929	NA	0	5.3628	NA	NA
k141_10258	2880	No terminal repeats	4	11	0.9929	NA	1	3.2077	MOBQ	NA
k141_208293	3917	No terminal repeats	7	11	0.9929	NA	0	4.7009	NA	NA
k141_28439	2715	No terminal repeats	4	11	0.9929	NA	1	2.2083	NA	NA
k141_108916	42978	No terminal repeats	58	11	0.9929	NA	1	20.2171	NA	NA
k141_329078	2786	No terminal repeats	4	11	0.9929	NA	2	3.2518	MOBQ	NA
k141_154978	7621	No terminal repeats	9	11	0.9928	NA	4	8.4939	T_virB1;T_virB3;virb4	NA
k141_447520	7366	No terminal repeats	11	11	0.9928	NA	0	1.4241	NA	NA
k141_387418	2363	No terminal repeats	2	11	0.9928	NA	1	1.7183	MOBP1	NA
k141_229008	1489	No terminal repeats	3	11	0.9928	NA	2	4.1873	T_virB5;T_virB10	NA
k141_412636	4667	No terminal repeats	5	11	0.9928	NA	0	4.1526	NA	NA
k141_461587	2905	No terminal repeats	6	11	0.9928	NA	0	1.7183	NA	NA
k141_504250	3171	No terminal repeats	5	11	0.9928	NA	5	6.5831	G_tfc10;G_tfc9;G_tfc8;G_tfc7;t4cp1	NA
k141_495304	11359	No terminal repeats	9	11	0.9928	NA	0	6.7806	NA	NA
k141_188385	1413	No terminal repeats	3	11	0.9928	NA	1	3.3086	MOBQ	NA
k141_486233	3234	No terminal repeats	2	11	0.9927	NA	0	3.4366	NA	NA
k141_32882	1138	No terminal repeats	4	11	0.9927	NA	1	2.6922	NA	NA
k141_105183	2559	No terminal repeats	5	11	0.9927	NA	1	2.5534	NA	NA
k141_143746	1448	No terminal repeats	2	11	0.9927	NA	1	1.4141	MOBQ	NA
k141_238539	4390	No terminal repeats	5	11	0.9927	NA	1	2.6692	MOBV	NA
k141_355574	3564	No terminal repeats	3	11	0.9927	NA	1	2.3745	NA	NA
k141_156700	3195	No terminal repeats	4	11	0.9927	NA	1	2.3405	NA	NA
k141_441682	1113	No terminal repeats	3	11	0.9926	NA	2	1.9913	NA	NA
k141_347224	1473	No terminal repeats	2	11	0.9926	NA	1	1.7183	NA	NA
k141_298142	11105	No terminal repeats	13	11	0.9925	NA	0	5.7237	NA	NA
k141_238779	2483	No terminal repeats	4	11	0.9925	NA	2	4.0398	MOBP1	NA
k141_222285	2264	No terminal repeats	3	11	0.9925	NA	1	1.5316	NA	NA
k141_48888	5753	No terminal repeats	8	11	0.9925	NA	2	2.2591	MOBV	NA
k141_125064	1842	No terminal repeats	1	11	0.9925	NA	1	0.9293	NA	NA
k141_467010	2286	No terminal repeats	4	11	0.9925	NA	1	1.3910	NA	NA
k141_136134	5517	No terminal repeats	12	11	0.9924	NA	2	5.6680	MOBQ	NA
k141_250586	3215	No terminal repeats	4	11	0.9923	NA	0	3.1913	NA	NA
k141_153772	1130	No terminal repeats	2	11	0.9923	NA	1	2.2083	NA	NA
k141_336412	9460	No terminal repeats	14	11	0.9923	NA	1	3.8578	NA	NA
k141_137103	5938	No terminal repeats	5	11	0.9923	NA	0	1.7183	NA	NA
k141_466991	2093	No terminal repeats	3	11	0.9923	NA	1	1.3910	NA	NA
k141_370965	1101	No terminal repeats	3	11	0.9922	NA	2	3.2261	MOBQ	NA
k141_178805	7649	No terminal repeats	11	11	0.9922	NA	1	3.1439	NA	NA
k141_472620	4293	No terminal repeats	8	11	0.9922	NA	2	9.4328	G_tfc9;G_tfc8	NA
k141_179830	1109	No terminal repeats	2	11	0.9922	NA	1	3.1819	F_traE	NA
k141_427690	6020	No terminal repeats	8	11	0.9922	NA	0	2.0113	NA	NA
k141_400414	2863	No terminal repeats	6	11	0.9922	NA	0	3.4366	NA	NA
k141_151023	2252	No terminal repeats	4	11	0.9921	NA	1	2.1211	NA	NA
k141_470384	1046	No terminal repeats	2	11	0.9921	NA	1	1.4025	NA	NA
k141_121149	1322	No terminal repeats	1	11	0.9921	NA	1	0.9372	NA	NA
k141_12510	1307	No terminal repeats	2	11	0.9921	NA	1	1.7183	MOBP1	NA
k141_32368	6636	DTR	6	11	0.9920	NA	2	0.4327	NA	NA
k141_220917	4618	No terminal repeats	8	11	0.9920	NA	2	4.7438	MOBP1	NA
k141_254440	4305	No terminal repeats	6	11	0.9920	NA	1	3.4366	MOBP1	NA
k141_481631	1953	No terminal repeats	5	11	0.9920	NA	5	6.1162	G_tfc9;G_tfc10;G_tfc11;G_tfc12;G_tfc13	NA
k141_215665	1285	No terminal repeats	2	11	0.9920	NA	1	1.7183	NA	NA
k141_395522	3913	No terminal repeats	6	11	0.9920	NA	0	3.0808	NA	NA
k141_61231	2051	No terminal repeats	3	11	0.9920	NA	1	2.2278	NA	NA
k141_56331	2803	No terminal repeats	3	11	0.9920	NA	3	4.2201	F_traB;F_traK;F_traE	NA
k141_386637	1391	No terminal repeats	4	11	0.9920	NA	1	1.7183	NA	NA
k141_160256	8024	No terminal repeats	9	11	0.9920	NA	1	7.4613	F_traE	NA
k141_500970	1376	No terminal repeats	3	11	0.9920	NA	2	3.9082	G_tfc3;G_tfc2	NA
k141_361953	1624	No terminal repeats	1	11	0.9919	NA	1	1.3754	MOBB	NA
k141_468463	4090	No terminal repeats	5	11	0.9919	NA	4	5.2215	F_traB;F_traV;virb4	NA
k141_424288	1709	No terminal repeats	4	11	0.9919	NA	2	3.1506	NA	NA
k141_457911	5679	No terminal repeats	10	11	0.9918	NA	0	2.1310	NA	NA
k141_93890	1567	No terminal repeats	2	11	0.9918	NA	1	3.2077	MOBQ	NA
k141_225705	3834	No terminal repeats	8	11	0.9918	NA	1	3.4366	NA	NA
k141_287573	7133	No terminal repeats	7	11	0.9918	NA	0	4.5193	NA	NA
k141_125744	1621	No terminal repeats	3	11	0.9918	NA	2	2.9608	MOBP1	NA
k141_315256	2553	No terminal repeats	5	11	0.9918	NA	0	5.1548	NA	NA
k141_291624	1133	No terminal repeats	3	11	0.9918	NA	3	4.1744	F_traU;F_traW	NA
k141_201888	2231	No terminal repeats	4	11	0.9918	NA	1	3.1985	NA	NA
k141_232600	2821	No terminal repeats	3	11	0.9918	NA	1	1.7183	NA	NA
k141_236842	1562	No terminal repeats	3	11	0.9918	NA	1	1.9759	NA	NA
k141_17683	2745	No terminal repeats	4	11	0.9917	NA	1	1.7183	NA	NA
k141_96212	4520	No terminal repeats	4	11	0.9916	NA	0	2.3117	NA	NA
k141_327737	3175	No terminal repeats	3	11	0.9916	NA	0	1.7183	NA	NA
k141_195784	2621	No terminal repeats	2	11	0.9915	NA	2	2.5091	F_traH;F_traG	NA
k141_56143	2771	No terminal repeats	2	11	0.9915	NA	1	3.2077	MOBQ	NA
k141_270476	8621	No terminal repeats	11	11	0.9915	NA	1	6.4105	NA	NA
k141_387670	4266	No terminal repeats	5	11	0.9915	NA	0	1.0214	NA	NA
k141_124379	2818	No terminal repeats	3	11	0.9915	NA	0	1.3797	NA	NA
k141_69401	2684	No terminal repeats	6	11	0.9914	NA	1	4.5521	MOBQ	NA
k141_208347	4394	No terminal repeats	5	11	0.9914	NA	4	6.1761	T_virB6;T_virB5;virb4;T_virB3	NA
k141_50752	3544	No terminal repeats	6	11	0.9914	NA	1	1.7183	NA	NA
k141_344069	1153	No terminal repeats	1	11	0.9913	NA	1	1.2565	MOBV	NA
k141_73467	7295	No terminal repeats	7	11	0.9913	NA	3	4.5830	MOBQ	NA
k141_426967	5617	No terminal repeats	8	11	0.9913	NA	0	2.3376	NA	NA
k141_161345	1279	No terminal repeats	1	11	0.9913	NA	1	1.0574	NA	NA
k141_71317	1510	No terminal repeats	1	11	0.9913	NA	1	0.9293	NA	NA
k141_458514	6950	No terminal repeats	11	11	0.9912	NA	0	1.7183	NA	NA
k141_106302	11058	No terminal repeats	16	11	0.9912	NA	1	3.0650	NA	NA
k141_415405	1087	No terminal repeats	1	11	0.9912	NA	1	1.7183	MOBP1	NA
k141_161670	4076	No terminal repeats	5	11	0.9912	NA	2	2.7641	MOBQ	NA
k141_319532	8375	No terminal repeats	14	11	0.9911	NA	0	3.5744	NA	NA
k141_124025	1913	No terminal repeats	1	11	0.9911	NA	1	0.9293	NA	NA
k141_376672	1278	No terminal repeats	1	11	0.9911	NA	1	0.9372	NA	NA
k141_506239	2712	No terminal repeats	3	11	0.9911	NA	0	1.1994	NA	NA
k141_164820	1177	No terminal repeats	5	11	0.9911	NA	1	2.8369	NA	NA
k141_158272	1129	No terminal repeats	2	11	0.9911	NA	1	2.6481	NA	NA
k141_165971	1059	No terminal repeats	2	11	0.9910	NA	1	2.2083	NA	NA
k141_462726	1368	No terminal repeats	3	11	0.9910	NA	2	2.3555	MOBQ	NA
k141_489651	1164	No terminal repeats	4	11	0.9910	NA	1	3.4366	NA	NA
k141_455353	1036	No terminal repeats	1	11	0.9910	NA	1	1.7183	MOBP1	NA
k141_32820	1256	No terminal repeats	2	11	0.9909	NA	1	1.7183	NA	NA
k141_83458	1388	No terminal repeats	2	11	0.9909	NA	1	1.7183	NA	NA
k141_370277	1037	No terminal repeats	3	11	0.9909	NA	2	2.3295	MOBP1	NA
k141_143271	4167	No terminal repeats	6	11	0.9909	NA	0	2.4226	NA	NA
k141_521678	1584	DTR	2	11	0.9909	NA	2	2.0623	NA	NA
k141_119925	2850	No terminal repeats	4	11	0.9909	NA	0	1.9876	NA	NA
k141_454996	1523	No terminal repeats	3	11	0.9909	NA	1	1.7183	NA	NA
k141_302710	3159	No terminal repeats	4	11	0.9908	NA	1	1.7183	NA	NA
k141_419981	2117	No terminal repeats	3	4	0.9908	NA	2	2.9936	MOBP1	NA
k141_346248	14759	No terminal repeats	16	11	0.9908	NA	3	11.0209	T_virB3;T_virB2;T_virB11;t4cp2	NF000402
k141_154077	12360	No terminal repeats	8	11	0.9908	NA	0	5.5564	NA	NA
k141_411419	3069	No terminal repeats	3	11	0.9908	NA	0	1.7499	NA	NA
k141_103998	2534	No terminal repeats	3	11	0.9907	NA	0	0.6361	NA	NA
k141_105313	2894	No terminal repeats	5	11	0.9907	NA	1	1.9313	MOBV	NA
