seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k141_56656	1217	No terminal repeats	3	11	0.9933	NA	1	2.5534	NA	NA
k141_58360	1965	No terminal repeats	2	11	0.9933	NA	1	1.7183	NA	NA
k141_32770	1579	No terminal repeats	2	11	0.9933	NA	2	1.8586	NA	NA
k141_71752	2627	No terminal repeats	3	11	0.9933	NA	1	2.7441	NA	NA
k141_37709	1738	No terminal repeats	4	11	0.9931	NA	1	4.1134	NA	NA
k141_1724	4014	No terminal repeats	6	11	0.9930	NA	0	2.7441	NA	NA
k141_42764	1890	No terminal repeats	3	11	0.9928	NA	2	2.9571	MOBP1	NA
k141_71180	2009	No terminal repeats	4	11	0.9926	NA	2	3.4366	MOBP1	NA
k141_94406	1484	No terminal repeats	3	11	0.9926	NA	1	3.2077	MOBQ	NA
k141_81416	1744	No terminal repeats	3	11	0.9923	NA	1	1.9759	NA	NA
k141_99804	2423	DTR	4	11	0.9922	NA	1	3.0772	NA	NA
k141_27403	3011	No terminal repeats	3	11	0.9921	NA	1	2.7941	NA	NA
k141_52103	1703	No terminal repeats	2	11	0.9921	NA	1	1.7183	MOBV	NA
k141_61499	3292	No terminal repeats	6	11	0.9915	NA	1	2.5760	NA	NA
k141_70128	1098	No terminal repeats	3	11	0.9914	NA	1	3.2636	NA	NA
k141_79526	3854	No terminal repeats	6	11	0.9914	NA	1	1.4232	NA	NA
k141_74863	2083	No terminal repeats	2	11	0.9914	NA	1	3.2077	MOBQ	NA
k141_93271	1265	No terminal repeats	2	11	0.9912	NA	1	1.7183	NA	NA
k141_17974	3858	No terminal repeats	4	11	0.9908	NA	0	3.8340	NA	NA
k141_88069	6319	No terminal repeats	6	11	0.9904	NA	1	2.8808	MOBV	NA
k141_63437	9532	No terminal repeats	13	11	0.9897	NA	2	3.2874	MOBV	NA
k141_59238	1010	No terminal repeats	2	11	0.9896	NA	1	1.7183	NA	NA
k141_62610	5029	No terminal repeats	10	11	0.9896	NA	6	10.9209	G_tfc8;G_tfc9;G_tfc10;G_tfc11;G_tfc12;G_tfc13	NA
k141_92441	3679	No terminal repeats	5	11	0.9894	NA	1	2.6315	NA	NA
k141_38493	4415	No terminal repeats	6	11	0.9893	NA	0	3.8003	NA	NA
k141_26095	2790	No terminal repeats	2	11	0.9893	NA	1	1.7183	NA	NA
k141_31722	7275	No terminal repeats	8	11	0.9892	NA	1	2.5534	NA	NA
k141_70387	1726	No terminal repeats	2	11	0.9891	NA	1	1.7183	MOBP1	NA
k141_41037	14371	No terminal repeats	17	11	0.9888	NA	1	4.3487	NA	NA
k141_30498	4497	No terminal repeats	4	11	0.9884	NA	0	3.3441	NA	NA
k141_5082	3788	No terminal repeats	6	11	0.9883	NA	1	1.6903	NA	NA
k141_38258	3366	No terminal repeats	5	11	0.9877	NA	1	1.7114	NA	NA
k141_1189	1712	No terminal repeats	2	11	0.9874	NA	1	1.7183	NA	NA
k141_72169	2555	No terminal repeats	5	11	0.9869	NA	0	1.7183	NA	NA
k141_10576	1716	No terminal repeats	3	11	0.9869	NA	1	1.7183	MOBV	NA
k141_5734	2891	No terminal repeats	4	4	0.9867	NA	0	1.6803	NA	NA
k141_46878	1014	No terminal repeats	1	11	0.9856	NA	1	0.6562	NA	NA
k141_31145	1707	No terminal repeats	4	11	0.9854	NA	2	2.3555	MOBQ	NA
k141_67139	1108	No terminal repeats	2	11	0.9851	NA	1	0.9293	NA	NA
k141_55802	7887	No terminal repeats	11	11	0.9848	NA	1	2.3389	NA	NA
k141_32031	3499	No terminal repeats	6	11	0.9847	NA	1	3.3446	NA	NA
k141_5529	1255	No terminal repeats	1	11	0.9842	NA	1	0.6562	NA	NA
k141_4387	4261	No terminal repeats	5	11	0.9842	NA	1	3.4366	NA	NA
k141_42315	2017	No terminal repeats	4	11	0.9840	NA	3	4.6352	G_tfc5;T_virB1;G_tfc3	NA
k141_76166	1719	No terminal repeats	2	11	0.9838	NA	1	1.7183	MOBP1	NA
k141_76116	2404	No terminal repeats	3	11	0.9832	NA	1	0.6562	NA	NA
k141_59770	3119	No terminal repeats	2	11	0.9830	NA	0	1.2611	NA	NA
k141_24456	3004	No terminal repeats	5	11	0.9828	NA	0	0.8844	NA	NA
k141_24742	2307	No terminal repeats	4	11	0.9828	NA	1	1.7183	NA	NA
k141_98971	2479	No terminal repeats	5	11	0.9828	NA	1	3.3446	NA	NA
k141_32590	3371	No terminal repeats	5	11	0.9827	NA	1	3.7110	F_traE	NA
k141_81585	1118	No terminal repeats	1	11	0.9825	NA	1	1.4894	MOBQ	NA
k141_47144	1315	No terminal repeats	3	11	0.9823	NA	1	1.6805	NA	NA
k141_82722	2527	No terminal repeats	1	11	0.9821	NA	0	1.6258	NA	NA
k141_55337	3093	No terminal repeats	3	11	0.9820	NA	1	0.6562	NA	NA
k141_77906	1281	No terminal repeats	2	11	0.9820	NA	1	1.7183	MOBV	NA
k141_4445	1810	No terminal repeats	1	11	0.9818	NA	1	1.4894	MOBQ	NA
k141_15527	2509	No terminal repeats	2	11	0.9817	NA	1	1.6823	MOBQ	NA
k141_85946	1311	No terminal repeats	3	11	0.9817	NA	1	2.3037	NA	NA
k141_9786	1175	No terminal repeats	2	11	0.9815	NA	1	1.6808	MOBQ	NA
k141_14929	3604	No terminal repeats	1	11	0.9807	NA	0	1.6258	NA	NA
k141_43252	6368	No terminal repeats	10	11	0.9806	NA	1	3.7258	NA	NA
k141_76385	1613	No terminal repeats	3	11	0.9805	NA	1	1.6480	NA	NA
k141_74742	1189	No terminal repeats	3	4	0.9803	NA	1	1.7183	NA	NA
k141_26921	2369	No terminal repeats	3	11	0.9802	NA	1	1.0786	NA	NA
k141_96330	2936	No terminal repeats	4	11	0.9800	NA	2	2.9571	MOBP1	NA
k141_85392	2088	No terminal repeats	3	11	0.9800	NA	1	1.2722	MOBQ	NA
k141_29662	1017	No terminal repeats	1	11	0.9800	NA	1	1.6808	MOBQ	NA
k141_80971	1971	No terminal repeats	2	11	0.9798	NA	1	0.8585	MOBV	NA
k141_23643	3501	No terminal repeats	7	11	0.9795	NA	0	2.4082	NA	NA
k141_3245	3145	No terminal repeats	5	11	0.9792	NA	0	2.6615	NA	NA
k141_26358	1104	No terminal repeats	1	11	0.9791	NA	1	1.4894	MOBQ	NA
k141_68056	6826	No terminal repeats	6	11	0.9790	NA	0	1.7115	NA	NA
k141_46674	2741	No terminal repeats	2	11	0.9789	NA	2	1.1874	NA	NA
k141_62471	1695	No terminal repeats	3	11	0.9788	NA	1	1.1421	NA	NA
k141_24779	4762	No terminal repeats	5	11	0.9778	NA	0	0.3105	NA	NA
k141_48585	1100	No terminal repeats	2	11	0.9777	NA	1	2.6680	MOBH	NA
k141_67807	3115	No terminal repeats	5	11	0.9777	NA	0	2.2125	NA	NA
k141_6779	1767	No terminal repeats	2	11	0.9773	NA	1	1.6654	MOBP2	NA
k141_42271	1757	No terminal repeats	2	11	0.9768	NA	1	2.4199	t4cp2	NA
k141_91837	1083	No terminal repeats	1	11	0.9761	NA	1	1.6808	MOBQ	NA
k141_85128	2487	No terminal repeats	3	11	0.9754	NA	1	1.0786	NA	NA
k141_59957	1153	No terminal repeats	2	11	0.9745	NA	1	1.7183	NA	NA
k141_74273	1052	No terminal repeats	2	11	0.9742	NA	2	2.4073	G_tfc24;G_tfc23	NA
k141_63174	2826	No terminal repeats	4	11	0.9737	NA	0	1.1516	NA	NA
k141_88518	3233	No terminal repeats	4	11	0.9730	NA	0	1.9884	NA	NA
k141_99815	2701	DTR	4	11	0.9728	NA	1	2.0515	NA	NA
k141_21391	3610	No terminal repeats	6	11	0.9725	NA	0	2.3171	NA	NA
k141_20388	2846	No terminal repeats	5	11	0.9721	NA	1	1.6672	NA	NA
k141_34955	1919	No terminal repeats	1	11	0.9720	NA	1	1.2722	MOBQ	NA
k141_86474	5093	No terminal repeats	5	11	0.9714	NA	0	1.7137	NA	NF000402
k141_61215	5262	No terminal repeats	8	11	0.9713	NA	0	3.1247	NA	NA
k141_62133	3585	No terminal repeats	5	11	0.9711	NA	1	1.0833	NA	NA
k141_42775	4302	No terminal repeats	6	11	0.9710	NA	1	1.6654	MOBP2	NA
k141_47722	1569	No terminal repeats	2	11	0.9709	NA	1	2.2747	G_tfc23;G_tfc22	NA
k141_64772	1511	No terminal repeats	2	11	0.9704	NA	1	1.5453	NA	NA
k141_46366	6354	No terminal repeats	7	11	0.9698	NA	0	1.9698	NA	NA
k141_33489	1213	No terminal repeats	2	11	0.9684	NA	1	0.6562	NA	NA
k141_95932	1657	No terminal repeats	3	11	0.9678	NA	1	0.4871	NA	NA
k141_5866	1948	No terminal repeats	4	11	0.9677	NA	1	0.5482	MOBT	NA
k141_25855	4132	No terminal repeats	4	11	0.9674	NA	0	2.7535	NA	NA
k141_81288	4296	No terminal repeats	10	11	0.9668	NA	0	1.4245	NA	NA
k141_32040	3427	No terminal repeats	4	11	0.9665	NA	0	2.3955	NA	NA
k141_93171	5371	No terminal repeats	6	11	0.9659	NA	1	1.4569	FA_orf13	NA
k141_86092	3108	No terminal repeats	3	11	0.9656	NA	2	3.2316	G_tfc7;t4cp1	NA
k141_66357	1405	No terminal repeats	2	11	0.9652	NA	1	1.5654	NA	NA
k141_7016	7342	No terminal repeats	14	11	0.9650	NA	0	1.3365	NA	NA
k141_73954	1685	No terminal repeats	2	11	0.9648	NA	1	1.7183	NA	NA
k141_57897	2709	No terminal repeats	4	11	0.9647	NA	1	4.2271	F_traE	NA
k141_17324	3579	No terminal repeats	3	11	0.9623	NA	0	1.5736	NA	NA
k141_25354	6062	No terminal repeats	7	11	0.9615	NA	0	1.7183	NA	NA
k141_26634	4356	No terminal repeats	8	11	0.9614	NA	0	1.1292	NA	NA
k141_53980	3069	No terminal repeats	3	11	0.9612	NA	0	1.7183	NA	NA
k141_4839	1703	No terminal repeats	3	11	0.9608	NA	1	1.0833	NA	NA
k141_85695	2170	No terminal repeats	4	11	0.9603	NA	1	1.7114	NA	NA
k141_22201	2695	No terminal repeats	4	11	0.9602	NA	0	1.3221	NA	NA
k141_57985	2639	No terminal repeats	2	11	0.9590	NA	0	1.1227	FATA_prgIc	NA
k141_22389	3427	No terminal repeats	4	11	0.9571	NA	0	2.6296	NA	NF000272
k141_84912	1620	No terminal repeats	2	11	0.9570	NA	1	1.4894	MOBQ	NA
k141_99415	2543	No terminal repeats	5	11	0.9549	NA	0	1.0748	NA	NA
k141_40838	4366	No terminal repeats	4	11	0.9549	NA	0	1.7183	NA	NA
k141_63074	2275	No terminal repeats	3	11	0.9542	NA	1	1.5023	NA	NA
k141_62916	2660	No terminal repeats	5	11	0.9542	NA	0	0.8048	NA	NA
k141_3633	4049	No terminal repeats	3	11	0.9540	NA	1	1.0578	NA	NA
k141_71257	1593	No terminal repeats	2	11	0.9523	NA	1	2.1838	NA	NA
k141_61141	3621	No terminal repeats	4	11	0.9515	NA	0	1.7183	NA	NA
k141_31967	4268	No terminal repeats	6	11	0.9502	NA	0	1.7608	NA	NA
k141_32084	1021	No terminal repeats	2	11	0.9493	NA	1	1.6808	MOBQ	NA
k141_46997	1517	No terminal repeats	2	11	0.9485	NA	1	0.8585	MOBV	NA
k141_92266	3873	No terminal repeats	6	11	0.9484	NA	0	1.9862	NA	NA
k141_85223	3884	No terminal repeats	5	11	0.9483	NA	0	1.6799	NA	NA
k141_12830	2586	No terminal repeats	5	11	0.9473	NA	0	0.9791	NA	NA
k141_26788	2522	No terminal repeats	4	11	0.9465	NA	0	2.1042	NA	NA
k141_28617	3535	No terminal repeats	3	11	0.9461	NA	1	1.9430	F_traE	NA
k141_81283	1903	No terminal repeats	1	11	0.9456	NA	1	1.5453	NA	NA
k141_29094	2093	No terminal repeats	3	11	0.9435	NA	1	0.7476	NA	NA
k141_39653	4168	No terminal repeats	5	11	0.9422	NA	0	2.0821	NA	NA
k141_46807	11952	No terminal repeats	14	11	0.9412	NA	1	0.9230	NA	NA
k141_13187	2509	No terminal repeats	3	11	0.9384	NA	0	0.5262	NA	NA
k141_72679	3000	No terminal repeats	4	11	0.9378	NA	0	1.6307	NA	NA
k141_37884	6504	No terminal repeats	11	11	0.9371	NA	0	1.1727	NA	NA
k141_74352	2573	No terminal repeats	2	11	0.9338	NA	0	0.8063	NA	NA
k141_19055	2686	No terminal repeats	6	11	0.9320	NA	0	1.5352	NA	NA
k141_69240	3209	No terminal repeats	4	11	0.9278	NA	0	0.3830	NA	NA
k141_20920	1876	No terminal repeats	4	11	0.9270	NA	1	1.2758	G_tfc24	NA
k141_39881	1082	No terminal repeats	3	11	0.9256	NA	1	1.4636	F_traE	NA
k141_12735	2279	No terminal repeats	4	11	0.9248	NA	2	4.2974	G_tfc15;G_tfc14;G_tfc14;G_tfc13	NA
k141_28292	4568	No terminal repeats	10	11	0.9242	NA	0	5.6308	NA	NA
k141_4584	2968	No terminal repeats	5	11	0.9226	NA	0	1.1799	NA	NA
k141_92226	2533	No terminal repeats	4	11	0.9204	NA	0	1.3937	NA	NA
k141_94674	4417	No terminal repeats	5	11	0.9192	NA	0	2.1499	NA	NA
k141_79830	2540	No terminal repeats	3	11	0.9166	NA	0	0.6641	NA	NA
k141_84578	2977	No terminal repeats	4	11	0.9164	NA	0	1.7183	NA	NA
k141_61152	2310	No terminal repeats	3	11	0.9154	NA	3	3.1717	G_tfc5;t4cp1;t4cp1	NA
k141_92138	2856	No terminal repeats	6	11	0.9137	NA	0	1.6425	NA	NA
k141_25568	4270	No terminal repeats	6	11	0.9129	NA	0	0.4812	NA	NA
k141_39307	1537	No terminal repeats	2	11	0.9102	NA	1	1.4636	F_traE	NA
k141_12988	2199	No terminal repeats	4	11	0.9086	NA	1	1.3266	NA	NA
k141_11044	1127	No terminal repeats	2	11	0.9074	NA	1	1.7114	NA	NA
k141_39789	4508	No terminal repeats	5	11	0.9025	NA	1	1.3266	NA	NA
k141_78674	5195	No terminal repeats	7	11	0.8959	NA	1	3.3252	NA	NA
k141_48621	3527	No terminal repeats	4	11	0.8925	NA	0	1.4013	NA	NA
k141_64210	4843	No terminal repeats	7	11	0.8917	NA	0	0.2570	NA	NA
k141_20019	3055	No terminal repeats	6	11	0.8912	NA	0	0.7537	NA	NF033693
k141_38600	4903	No terminal repeats	5	11	0.8912	NA	0	0.5357	NA	NA
k141_92319	2791	No terminal repeats	5	11	0.8909	NA	1	1.0786	NA	NA
k141_27832	2576	No terminal repeats	3	11	0.8899	NA	0	1.4057	NA	NA
k141_43838	2565	No terminal repeats	4	11	0.8863	NA	0	1.0711	NA	NA
k141_51783	1340	No terminal repeats	3	11	0.8857	NA	1	1.1421	NA	NA
k141_43830	1917	No terminal repeats	5	11	0.8842	NA	1	0.9975	NA	NA
k141_75304	3268	No terminal repeats	3	11	0.8827	NA	1	1.7048	NA	NA
k141_89107	3156	No terminal repeats	6	11	0.8810	NA	0	0.8525	NA	NA
k141_64397	1218	No terminal repeats	4	11	0.8805	NA	1	1.4079	NA	NA
k141_43632	3474	No terminal repeats	7	11	0.8773	NA	0	0.7543	NA	NA
k141_3298	6638	No terminal repeats	6	11	0.8770	NA	0	1.5630	NA	NA
k141_67144	3992	No terminal repeats	6	11	0.8754	NA	0	1.4057	NA	NA
k141_5683	9230	No terminal repeats	13	11	0.8731	NA	0	0.8226	NA	NA
k141_26514	4436	No terminal repeats	6	11	0.8727	NA	0	2.0147	NA	NA
k141_88013	8296	No terminal repeats	10	11	0.8719	NA	0	1.0500	NA	NA
k141_24416	5815	No terminal repeats	6	11	0.8710	NA	0	0.2276	NA	NA
k141_74920	3837	No terminal repeats	5	11	0.8682	NA	0	1.2486	NA	NA
k141_64677	2974	No terminal repeats	5	11	0.8634	NA	1	2.8198	NA	NF033135
k141_92460	2070	No terminal repeats	3	11	0.8539	NA	2	2.1675	virb4;virb4	NA
k141_90599	1815	No terminal repeats	2	11	0.8539	NA	1	1.2286	G_tfc2	NA
k141_28229	10190	No terminal repeats	11	11	0.8516	NA	0	2.1042	NA	NA
k141_43783	3420	No terminal repeats	3	11	0.8504	NA	0	0.9198	NA	NA
k141_56655	1091	No terminal repeats	3	11	0.8502	NA	1	1.1421	NA	NA
k141_65742	1440	No terminal repeats	4	11	0.8501	NA	1	1.6340	NA	NA
k141_41176	2554	No terminal repeats	4	11	0.8469	NA	0	0.7139	NA	NA
k141_47676	4291	No terminal repeats	4	11	0.8453	NA	0	0.7790	NA	NA
k141_905	3613	No terminal repeats	3	11	0.8405	NA	0	0.5486	NA	NA
k141_64758	4915	No terminal repeats	5	11	0.8366	NA	0	0.5272	NA	NA
k141_16198	3367	No terminal repeats	3	11	0.8352	NA	0	1.1690	NA	NA
k141_74525	2511	No terminal repeats	4	11	0.8339	NA	0	0.6841	NA	NA
k141_58987	3922	No terminal repeats	4	11	0.8311	NA	0	0.7352	NA	NA
k141_48256	2780	No terminal repeats	3	11	0.8298	NA	0	0.7287	NA	NA
k141_1767	2218	No terminal repeats	5	11	0.8284	NA	1	1.5384	B_traF	NA
k141_90842	3133	No terminal repeats	3	11	0.8268	NA	0	1.5047	NA	NA
k141_49440	3319	No terminal repeats	6	11	0.8229	NA	0	0.1520	NA	NA
k141_97241	8697	No terminal repeats	10	11	0.8199	NA	0	0.8398	NA	NA
k141_16086	1094	No terminal repeats	2	11	0.8178	NA	1	1.6654	MOBP2	NA
k141_11647	4372	No terminal repeats	6	11	0.8142	NA	0	1.0456	NA	NA
k141_89035	1236	No terminal repeats	2	11	0.8141	NA	1	1.1317	T_virB3	NA
k141_77735	8383	No terminal repeats	9	11	0.8139	NA	0	0.2553	NA	NA
k141_70848	4599	No terminal repeats	4	11	0.8105	NA	0	0.6133	NA	NA
k141_17195	1056	No terminal repeats	3	11	0.8011	NA	1	1.0188	T_virB8	NA
k141_85975	1011	No terminal repeats	3	11	0.7994	NA	1	1.4636	F_traE	NA
k141_74100	1500	No terminal repeats	2	11	0.7945	NA	1	1.4894	MOBQ	NA
k141_13779	11530	No terminal repeats	13	11	0.7938	NA	0	1.2202	NA	NA
k141_47305	2556	No terminal repeats	3	11	0.7934	NA	0	0.9349	NA	NA
k141_88146	1528	No terminal repeats	1	11	0.7910	NA	1	1.1426	NA	NA
k141_19113	1372	No terminal repeats	3	11	0.7888	NA	1	1.4946	NA	NA
k141_26903	6284	No terminal repeats	6	11	0.7885	NA	0	0.5400	NA	NA
k141_62172	4359	No terminal repeats	4	11	0.7856	NA	0	0.2520	NA	NA
k141_59111	2772	No terminal repeats	4	11	0.7844	NA	0	0.5973	NA	NA
k141_9840	2912	No terminal repeats	3	11	0.7778	NA	0	0.6015	NA	NA
k141_58264	4510	No terminal repeats	6	11	0.7756	NA	0	1.6686	NA	NA
k141_50287	5198	No terminal repeats	5	11	0.7630	NA	1	0.2646	NA	NA
k141_30432	3784	No terminal repeats	5	11	0.7610	NA	0	0.9131	NA	NA
k141_29594	3125	No terminal repeats	5	11	0.7530	NA	0	1.6366	NA	NA
k141_23208	2651	No terminal repeats	4	11	0.7508	NA	0	0.3177	NA	NA
k141_98947	3838	No terminal repeats	3	11	0.7492	NA	0	0.8497	NA	NA
k141_91492	3655	No terminal repeats	3	11	0.7485	NA	0	0.3895	NA	NA
k141_10276	2377	No terminal repeats	5	11	0.7444	NA	1	2.2753	NA	NA
k141_88976	3510	No terminal repeats	3	11	0.7443	NA	0	0.2383	NA	NF000456
k141_75736	3874	No terminal repeats	6	11	0.7418	NA	0	0.2276	NA	NA
k141_33711	3496	No terminal repeats	4	11	0.7343	NA	0	0.9587	NA	NA
k141_41448	1952	No terminal repeats	4	11	0.7327	NA	1	2.0191	NA	NA
k141_55096	2887	No terminal repeats	5	11	0.7298	NA	0	0.5438	NA	NA
k141_55444	4146	No terminal repeats	3	11	0.7265	NA	0	0.1963	NA	NA
k141_5823	2608	No terminal repeats	3	11	0.7235	NA	0	0.6816	NA	NA
k141_56242	3575	No terminal repeats	3	11	0.7220	NA	0	0.2449	NA	NA
k141_91844	5958	No terminal repeats	6	11	0.7118	NA	0	0.6979	NA	NA
k141_63119	2678	No terminal repeats	3	11	0.7088	NA	0	0.9068	NA	NA
