ORF_ID	Contig	Start	Stop	Orientation	Cut_Off	Pass_Bitscore	Best_Hit_Bitscore	Best_Hit_ARO	Best_Identities	ARO	Model_type	SNPs_in_Best_Hit_ARO	Other_SNPs	Drug Class	Resistance Mechanism	AMR Gene Family	Percentage Length of Reference Sequence	ID	Model_ID	Nudged	Note	Hit_Start	Hit_End	Antibiotic	AST_Source
k141_166167_3 # 2153 # 3037 # 1 # ID=3836_3;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.365	k141_166167	2153	3037	+	Perfect	500	587.8	mphE	100.0	3003741	protein homolog model	n/a	n/a	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	100.00	gnl|BL_ORD_ID|2688|hsp_num:0	2614			0	882	erythromycin	
k141_125793_5 # 5545 # 6768 # -1 # ID=4449_5;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.297	k141_125793	5545	6768	-	Strict	175	203.0	vanT gene in vanG cluster	33.33	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	57.16	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1038	2127	vancomycin	
k141_289951_2 # 905 # 2065 # -1 # ID=4759_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.376	k141_289951	905	2065	-	Strict	750	781.6	tet(X)	99.48	3000205	protein homolog model	n/a	n/a	glycylcycline; tetracycline antibiotic	antibiotic inactivation	tetracycline inactivation enzyme	99.48	gnl|BL_ORD_ID|764|hsp_num:0	776			6	1164	tigecycline; tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	
k141_166768_2 # 1357 # 2184 # -1 # ID=4824_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.499	k141_166768	1357	2184	-	Perfect	500	563.5	OXA-2	100.0	3001397	protein homolog model	n/a	n/a	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	100.00	gnl|BL_ORD_ID|1024|hsp_num:0	1118			0	825	cloxacillin; oxacillin; ceftazidime; amoxicillin; meropenem; ampicillin; cefalotin	
k141_167118_7 # 6704 # 7411 # 1 # ID=5373_7;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.304	k141_167118	6704	7411	+	Strict	400	482.3	EBR-1	97.87	3000842	protein homolog model	n/a	n/a	carbapenem; cephalosporin; penam	antibiotic inactivation	EBR beta-lactamase	100.00	gnl|BL_ORD_ID|1057|hsp_num:0	1119			0	705		
k141_85549_83 # 106254 # 106598 # 1 # ID=5940_83;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.420	k141_85549	106254	106598	+	Strict	75	92.4	qacJ	45.19	3007014	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	106.54	gnl|BL_ORD_ID|4661|hsp_num:0	5730			6	318	benzalkonium chloride	
k141_210163_1 # 183 # 515 # 1 # ID=7758_1;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.411	k141_210163	183	515	+	Strict	75	85.1	qacG	44.76	3007015	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	102.80	gnl|BL_ORD_ID|4662|hsp_num:0	5731			3	318	benzalkonium chloride	
k141_210706_2 # 468 # 1331 # -1 # ID=8639_2;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=15bp;gc_cont=0.315	k141_210706	468	1331	-	Perfect	500	587.0	aadS	100.0	3004683	protein homolog model	n/a	n/a	aminoglycoside antibiotic	antibiotic inactivation	ANT(6)	100.00	gnl|BL_ORD_ID|2238|hsp_num:0	3382			0	861	streptomycin	
k141_128782_2 # 173 # 1165 # -1 # ID=8654_2;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=4bp;gc_cont=0.337	k141_128782	173	1165	-	Strict	200	202.6	vanH gene in vanA cluster	35.29	3002942	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanH; glycopeptide resistance gene cluster	102.48	gnl|BL_ORD_ID|4670|hsp_num:0	178			54	954	vancomycin; teicoplanin	
k141_128806_1 # 102 # 431 # -1 # ID=8676_1;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.409	k141_128806	102	431	-	Strict	75	95.9	qacJ	43.4	3007014	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	101.87	gnl|BL_ORD_ID|4661|hsp_num:0	5730			0	318	benzalkonium chloride	
k141_210927_2 # 465 # 809 # -1 # ID=8928_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.388	k141_210927	465	809	-	Strict	75	95.9	qacJ	44.34	3007014	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	106.54	gnl|BL_ORD_ID|4661|hsp_num:0	5730			0	318	benzalkonium chloride	
k141_88055_2 # 671 # 1006 # -1 # ID=9247_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.577	k141_88055	671	1006	-	Strict	75	89.0	qacG	42.31	3007015	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	103.74	gnl|BL_ORD_ID|4662|hsp_num:0	5731			6	318	benzalkonium chloride	
k141_294033_5 # 3770 # 4102 # 1 # ID=10515_5;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.514	k141_294033	3770	4102	+	Strict	180	202.6	qacL	92.73	3005098	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	100.00	gnl|BL_ORD_ID|2815|hsp_num:0	3830			0	330		
k141_7389_3 # 426 # 2738 # 1 # ID=10898_3;partial=01;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.307	k141_7389	426	2738	+	Strict	175	194.9	vanT gene in vanG cluster	36.02	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	108.29	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1038	1986	vancomycin	
k141_7509_3 # 1388 # 1798 # 1 # ID=11035_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.550	k141_7509	1388	1798	+	Strict	100	181.4	FosI	65.15	3007370	protein homolog model	n/a	n/a	phosphonic acid antibiotic	antibiotic inactivation	fosfomycin thiol transferase	101.49	gnl|BL_ORD_ID|4906|hsp_num:0	5898			0	396	fosfomycin	
k141_7509_18 # 14585 # 15385 # 1 # ID=11035_18;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.419	k141_7509	14585	15385	+	Perfect	500	530.8	OXA-10	100.0	3001405	protein homolog model	n/a	n/a	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	100.00	gnl|BL_ORD_ID|1453|hsp_num:0	1587			0	798	cloxacillin; oxacillin; cefalotin	
k141_7914_2 # 702 # 1352 # 1 # ID=11657_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.444	k141_7914	702	1352	+	Strict	200	409.8	ANT(3'')-IIc	94.47	3004091	protein homolog model	n/a	n/a	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')	83.78	gnl|BL_ORD_ID|2358|hsp_num:0	2755			0	651	spectinomycin; streptomycin	
k141_213075_2 # 914 # 1243 # -1 # ID=11767_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.355	k141_213075	914	1243	-	Strict	75	105.1	qacG	43.4	3007015	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	101.87	gnl|BL_ORD_ID|4662|hsp_num:0	5731			0	318	benzalkonium chloride	
k141_213490_7 # 5207 # 5551 # -1 # ID=12397_7;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.394	k141_213490	5207	5551	-	Strict	75	92.4	qacG	45.19	3007015	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	106.54	gnl|BL_ORD_ID|4662|hsp_num:0	5731			6	318	benzalkonium chloride	
k141_132462_12 # 9309 # 10073 # -1 # ID=13694_12;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.333	k141_132462	9309	10073	-	Strict	50	58.9	vanY gene in vanM cluster	27.17	3002961	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	109.01	gnl|BL_ORD_ID|1674|hsp_num:0	1713			108	534	vancomycin; teicoplanin	
k141_257029_1 # 124 # 1020 # -1 # ID=15808_1;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=6bp;gc_cont=0.421	k141_257029	124	1020	-	Perfect	500	585.5	CARB-50	100.0	3005584	protein homolog model	n/a	n/a	penam	antibiotic inactivation	CARB beta-lactamase	100.00	gnl|BL_ORD_ID|3366|hsp_num:0	4434			0	894		
k141_134413_3 # 451 # 1677 # 1 # ID=16126_3;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.507	k141_134413	451	1677	+	Strict	700	788.5	EreA2	98.28	3002826	protein homolog model	n/a	n/a	macrolide antibiotic	antibiotic inactivation	macrolide esterase	100.00	gnl|BL_ORD_ID|1398|hsp_num:0	1518			0	1224	erythromycin	
k141_257439_2 # 341 # 673 # -1 # ID=16263_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.625	k141_257439	341	673	-	Strict	75	75.9	qacJ	33.33	3007014	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	102.80	gnl|BL_ORD_ID|4661|hsp_num:0	5730			3	318	benzalkonium chloride	
k141_298048_1 # 3 # 1316 # -1 # ID=16483_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.390	k141_298048	3	1316	-	Strict	300	439.1	tet(44)	49.77	3000556	protein homolog model	n/a	n/a	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	68.44	gnl|BL_ORD_ID|1198|hsp_num:0	1171			204	1512	tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	
k141_52853_2 # 238 # 1062 # 1 # ID=16508_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.450	k141_52853	238	1062	+	Strict	500	533.9	OXA-333	97.45	3001521	protein homolog model	n/a	n/a	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	100.00	gnl|BL_ORD_ID|886|hsp_num:0	965			0	822	cloxacillin; oxacillin; cefalotin	
k141_53438_1 # 298 # 1080 # 1 # ID=17269_1;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.301	k141_53438	298	1080	+	Strict	400	518.8	LnuH	99.62	3004600	protein homolog model	n/a	n/a	lincosamide antibiotic	antibiotic inactivation	lincosamide nucleotidyltransferase (LNU)	100.00	gnl|BL_ORD_ID|4923|hsp_num:0	5916			0	780		
k141_53438_2 # 1371 # 1700 # 1 # ID=17269_2;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=6bp;gc_cont=0.297	k141_53438	1371	1700	+	Strict	75	112.5	qacJ	50.94	3007014	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	101.87	gnl|BL_ORD_ID|4661|hsp_num:0	5730			0	318	benzalkonium chloride	
k141_12605_5 # 1928 # 2620 # 1 # ID=17951_5;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=7bp;gc_cont=0.307	k141_12605	1928	2620	+	Strict	50	118.2	vanW gene in vanG cluster	36.08	3002965	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	81.85	gnl|BL_ORD_ID|4742|hsp_num:0	1622			126	708	vancomycin	
k141_176648_1 # 3 # 1091 # -1 # ID=18690_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.324	k141_176648	3	1091	-	Strict	175	197.2	vanT gene in vanG cluster	36.02	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	50.98	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1038	1986	vancomycin	
k141_299917_3 # 2274 # 2618 # 1 # ID=18911_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.336	k141_299917	2274	2618	+	Strict	75	100.1	qacG	48.08	3007015	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	106.54	gnl|BL_ORD_ID|4662|hsp_num:0	5731			6	318	benzalkonium chloride	
k141_13404_8 # 8338 # 8685 # 1 # ID=18976_8;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.624	k141_13404	8338	8685	+	Strict	75	87.0	qacG	40.38	3007015	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	107.48	gnl|BL_ORD_ID|4662|hsp_num:0	5731			6	318	benzalkonium chloride	
k141_259892_1 # 214 # 537 # -1 # ID=19585_1;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=4bp;gc_cont=0.373	k141_259892	214	537	-	Strict	75	119.0	qacJ	52.34	3007014	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	100.00	gnl|BL_ORD_ID|4661|hsp_num:0	5730			0	321	benzalkonium chloride	
k141_300762_2 # 218 # 2689 # -1 # ID=20095_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.347	k141_300762	218	2689	-	Strict	175	199.1	vanT gene in vanG cluster	35.88	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	115.59	gnl|BL_ORD_ID|1523|hsp_num:0	1561			978	2118	vancomycin	
k141_219556_3 # 1830 # 2144 # 1 # ID=20721_3;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.670	k141_219556	1830	2144	+	Strict	100	168.7	FosI	74.04	3007370	protein homolog model	n/a	n/a	phosphonic acid antibiotic	antibiotic inactivation	fosfomycin thiol transferase	77.61	gnl|BL_ORD_ID|4906|hsp_num:0	5898			87	399	fosfomycin	
k141_97284_1 # 225 # 995 # 1 # ID=21398_1;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.329	k141_97284	225	995	+	Strict	400	487.6	LnuH	94.92	3004600	protein homolog model	n/a	n/a	lincosamide antibiotic	antibiotic inactivation	lincosamide nucleotidyltransferase (LNU)	98.46	gnl|BL_ORD_ID|4923|hsp_num:0	5916			0	768		
k141_220946_2 # 731 # 1519 # -1 # ID=22429_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.582	k141_220946	731	1519	-	Perfect	450	527.7	aadA5	100.0	3002605	protein homolog model	n/a	n/a	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')	100.00	gnl|BL_ORD_ID|1303|hsp_num:0	1420			0	786	spectinomycin; streptomycin	
k141_221861_2 # 1030 # 2100 # 1 # ID=23751_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.289	k141_221861	1030	2100	+	Strict	175	177.6	vanT gene in vanG cluster	34.34	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	50.00	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1029	2118	vancomycin	
k141_304813_3 # 1581 # 3272 # -1 # ID=25310_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.463	k141_304813	1581	3272	-	Strict	600	1067.8	ICR-Mo	95.74	3004569	protein homolog model	n/a	n/a	peptide antibiotic	antibiotic target alteration	intrinsic colistin resistant phosphoethanolamine transferase	100.90	gnl|BL_ORD_ID|2715|hsp_num:0	3271			30	1674	colistin A; colistin B	
k141_223227_3 # 1546 # 2364 # -1 # ID=25589_3;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=3bp;gc_cont=0.297	k141_223227	1546	2364	-	Strict	50	147.9	vanW gene in vanG cluster	36.68	3002965	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	96.80	gnl|BL_ORD_ID|4742|hsp_num:0	1622			84	666	vancomycin	
k141_265096_2 # 1154 # 1933 # 1 # ID=26005_2;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.519	k141_265096	1154	1933	+	Perfect	450	516.5	aadA2	100.0	3002602	protein homolog model	n/a	n/a	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')	100.00	gnl|BL_ORD_ID|1127|hsp_num:0	1227			0	777	spectinomycin; streptomycin	
k141_225351_2 # 677 # 1009 # 1 # ID=29117_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.459	k141_225351	677	1009	+	Strict	190	206.5	qacE	98.18	3005009	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	gnl|BL_ORD_ID|2744|hsp_num:0	3754			0	330		
k141_307762_2 # 1437 # 2294 # 1 # ID=29497_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.374	k141_307762	1437	2294	+	Strict	50	149.8	vanW gene in vanG cluster	31.29	3002965	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	101.42	gnl|BL_ORD_ID|4742|hsp_num:0	1622			3	831	vancomycin	
k141_62785_11 # 11648 # 11989 # -1 # ID=29737_11;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.687	k141_62785	11648	11989	-	Strict	75	76.6	qacJ	34.65	3007014	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	105.61	gnl|BL_ORD_ID|4661|hsp_num:0	5730			6	309	benzalkonium chloride	
k141_63015_2 # 608 # 1858 # -1 # ID=30042_2;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.441	k141_63015	608	1858	-	Strict	50	87.0	vanY gene in vanB cluster	48.48	3002956	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	155.22	gnl|BL_ORD_ID|603|hsp_num:0	556			498	789	vancomycin	
k141_105963_7 # 5302 # 5634 # 1 # ID=31644_7;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.505	k141_105963	5302	5634	+	Strict	180	208.4	qacL	98.18	3005098	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	100.00	gnl|BL_ORD_ID|2815|hsp_num:0	3830			0	330		
k141_147134_2 # 840 # 2600 # -1 # ID=32506_2;partial=00;start_type=TTG;rbs_motif=TAAA;rbs_spacer=9bp;gc_cont=0.291	k141_147134	840	2600	-	Strict	50	79.0	vanW gene in vanG cluster	32.1	3002965	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	208.54	gnl|BL_ORD_ID|4742|hsp_num:0	1622			156	642	vancomycin	
k141_187549_5 # 3734 # 4471 # -1 # ID=32694_5;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.413	k141_187549	3734	4471	-	Strict	50	86.7	vanY gene in vanB cluster	42.06	3002956	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	91.42	gnl|BL_ORD_ID|603|hsp_num:0	556			426	789	vancomycin	
k141_270722_2 # 332 # 661 # 1 # ID=33083_2;partial=00;start_type=ATG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;gc_cont=0.418	k141_270722	332	661	+	Strict	75	84.0	qacJ	38.68	3007014	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	101.87	gnl|BL_ORD_ID|4661|hsp_num:0	5730			0	318	benzalkonium chloride	
k141_310951_3 # 1937 # 2776 # 1 # ID=33599_3;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.399	k141_310951	1937	2776	+	Strict	550	560.8	OXA-275	98.93	3001731	protein homolog model	n/a	n/a	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	99.64	gnl|BL_ORD_ID|2562|hsp_num:0	3441			0	840	cloxacillin; oxacillin; cefalotin	
k141_229581_1 # 177 # 1163 # -1 # ID=34889_1;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.315	k141_229581	177	1163	-	Strict	400	653.7	EreD	99.09	3004608	protein homolog model	n/a	n/a	macrolide antibiotic	antibiotic inactivation	macrolide esterase	80.39	gnl|BL_ORD_ID|1194|hsp_num:0	3305			240	1224	erythromycin	
k141_312150_1 # 149 # 1042 # 1 # ID=35017_1;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.658	k141_312150	149	1042	+	Strict	500	550.4	GPC-1	97.64	3005096	protein homolog model	n/a	n/a	carbapenem	antibiotic inactivation	GPC beta-lactamase	100.00	gnl|BL_ORD_ID|2812|hsp_num:0	3828			0	891		
