seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k141_41467	3172	No terminal repeats	NA	4	11	0.9822	NA	0	6.6647	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_572858	3099	No terminal repeats	NA	5	11	0.9822	NA	0	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_77386	3167	No terminal repeats	NA	4	11	0.9821	NA	1	6.1475	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_836737	2388	No terminal repeats	NA	4	11	0.9821	NA	4	6.3791	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_747736	2047	No terminal repeats	NA	3	15	0.9820	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_942409	5124	No terminal repeats	NA	8	11	0.9820	NA	1	8.1005	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1222305	6449	No terminal repeats	NA	8	11	0.9818	NA	2	10.0826	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_684776	4791	No terminal repeats	NA	6	11	0.9818	NA	4	7.6265	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_590039	4743	No terminal repeats	NA	5	11	0.9817	NA	3	7.9382	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_892401	2154	No terminal repeats	NA	4	11	0.9816	NA	2	6.8616	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_120335	3058	No terminal repeats	NA	7	11	0.9815	NA	0	11.4103	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_973677	4080	No terminal repeats	NA	5	11	0.9815	NA	2	6.2779	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_653672	2631	No terminal repeats	NA	5	11	0.9813	NA	1	7.6290	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_685736	5694	No terminal repeats	NA	11	11	0.9813	NA	1	15.0529	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_191345	3814	No terminal repeats	NA	8	11	0.9811	NA	0	11.6761	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_82494	7494	No terminal repeats	NA	6	11	0.9811	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_922456	3875	No terminal repeats	NA	6	11	0.9811	NA	1	8.9764	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_623562	8308	No terminal repeats	NA	13	11	0.9810	NA	2	14.7368	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_893219	6713	No terminal repeats	NA	6	11	0.9810	NA	2	7.3690	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_867481	2917	No terminal repeats	NA	6	11	0.9810	NA	2	9.5336	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_510829	6382	No terminal repeats	NA	9	11	0.9810	NA	2	8.4830	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_239917	6147	No terminal repeats	NA	10	11	0.9809	NA	6	14.3459	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_968026	2698	No terminal repeats	NA	10	11	0.9809	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_1290	2924	No terminal repeats	NA	5	11	0.9809	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_1155818	9001	No terminal repeats	NA	16	11	0.9808	NA	0	20.6147	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_764169	5767	No terminal repeats	NA	6	11	0.9807	NA	0	7.3626	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_835191	3160	No terminal repeats	NA	5	11	0.9806	NA	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_215596	4368	No terminal repeats	NA	4	11	0.9805	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_130639	3241	No terminal repeats	NA	5	11	0.9803	NA	0	6.4937	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_36052	3675	No terminal repeats	NA	3	11	0.9803	NA	0	5.1043	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Intestiviridae
k141_1124447	10271	No terminal repeats	NA	18	11	0.9803	NA	0	21.9575	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1060903	3367	No terminal repeats	NA	7	11	0.9802	NA	5	8.4107	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_323691	6927	No terminal repeats	NA	9	11	0.9800	NA	7	13.0102	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_745880	3648	No terminal repeats	NA	4	11	0.9800	NA	3	4.8325	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_35017	3832	No terminal repeats	NA	6	11	0.9799	NA	3	6.2737	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1028201	3056	No terminal repeats	NA	5	11	0.9799	NA	1	6.8697	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_680551	4268	No terminal repeats	NA	8	11	0.9798	NA	2	10.2610	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_892692	6165	No terminal repeats	NA	9	11	0.9798	NA	4	14.0246	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1007781	4608	No terminal repeats	NA	3	11	0.9797	NA	0	4.9365	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_452611	3797	No terminal repeats	NA	6	11	0.9797	NA	2	6.5774	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_756635	2168	No terminal repeats	NA	3	11	0.9796	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_383557	1809	No terminal repeats	NA	3	11	0.9796	NA	1	4.7961	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_299941	6516	No terminal repeats	NA	11	11	0.9795	NA	2	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_396565	4300	No terminal repeats	NA	7	11	0.9795	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_159978	2771	No terminal repeats	NA	5	11	0.9795	NA	3	7.8475	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Casjensviridae
k141_285951	2821	No terminal repeats	NA	7	11	0.9794	NA	1	7.3194	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_635141	1974	No terminal repeats	NA	5	11	0.9794	NA	1	4.9425	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1067054	1953	No terminal repeats	NA	6	11	0.9794	NA	2	8.0554	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1079930	2550	No terminal repeats	NA	3	11	0.9792	NA	0	5.0687	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_155999	5895	No terminal repeats	NA	11	11	0.9791	NA	2	10.9903	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_764389	4235	No terminal repeats	NA	6	11	0.9789	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_624302	5703	No terminal repeats	NA	12	11	0.9788	NA	5	13.8716	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_643075	2258	No terminal repeats	NA	4	11	0.9788	NA	2	5.1431	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_742658	1822	No terminal repeats	NA	3	11	0.9787	NA	1	4.8584	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_981919	3932	No terminal repeats	NA	7	11	0.9787	NA	3	10.3047	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1207138	10802	No terminal repeats	NA	11	11	0.9786	NA	6	12.5755	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_964685	2868	No terminal repeats	NA	2	11	0.9786	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1099452	1633	No terminal repeats	NA	2	15	0.9786	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_449535	6881	No terminal repeats	NA	7	11	0.9785	NA	6	8.2897	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_358118	3255	No terminal repeats	NA	3	11	0.9785	NA	0	4.6609	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_688735	4754	No terminal repeats	NA	7	11	0.9785	NA	0	10.2703	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_461952	3715	No terminal repeats	NA	7	11	0.9784	NA	5	9.6437	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1156096	3222	No terminal repeats	NA	7	11	0.9784	NA	2	8.0765	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_647647	4515	No terminal repeats	NA	9	11	0.9783	NA	0	9.7660	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_696058	2609	No terminal repeats	NA	6	11	0.9783	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_710563	2972	No terminal repeats	NA	6	11	0.9783	NA	1	5.5802	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_686915	3804	No terminal repeats	NA	4	11	0.9781	NA	2	3.6498	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_916178	7854	No terminal repeats	NA	12	11	0.9779	NA	6	12.9533	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_919780	7086	No terminal repeats	NA	6	11	0.9779	NA	3	8.1893	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_324104	2011	No terminal repeats	NA	4	11	0.9778	NA	2	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_348954	7826	No terminal repeats	NA	9	11	0.9777	NA	3	15.4645	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_140322	20809	No terminal repeats	NA	25	11	0.9777	NA	13	32.1478	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_35866	5976	No terminal repeats	NA	8	11	0.9777	NA	5	11.5190	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_843273	2047	No terminal repeats	NA	3	11	0.9775	NA	3	5.1472	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_43000	2929	No terminal repeats	NA	6	11	0.9774	NA	2	6.4335	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_581828	5070	No terminal repeats	NA	4	11	0.9774	NA	0	2.9564	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_145429	1470	No terminal repeats	NA	2	15	0.9773	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1142811	2658	No terminal repeats	NA	4	11	0.9773	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_748972	2549	No terminal repeats	NA	4	11	0.9773	NA	2	6.2853	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_757774	4862	No terminal repeats	NA	2	11	0.9773	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_518425	2290	No terminal repeats	NA	4	11	0.9772	NA	1	6.7675	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_791770	5067	No terminal repeats	NA	9	11	0.9772	NA	8	11.3828	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_660202	3525	No terminal repeats	NA	4	11	0.9771	NA	0	4.8164	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_1145138	3288	No terminal repeats	NA	3	11	0.9771	NA	1	4.1395	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_629869	3180	No terminal repeats	NA	3	11	0.9770	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Intestiviridae
k141_1008162	4166	No terminal repeats	NA	6	11	0.9769	NA	1	7.8573	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_105139	5541	No terminal repeats	NA	18	11	0.9769	NA	0	6.4027	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_507993	3534	No terminal repeats	NA	2	11	0.9769	NA	0	2.6858	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_273656	4643	No terminal repeats	NA	5	11	0.9768	NA	2	5.8474	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_37387	3445	No terminal repeats	NA	7	11	0.9768	NA	1	7.1147	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_202795	25384	No terminal repeats	NA	28	11	0.9768	NA	5	28.4735	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_941961	1310	No terminal repeats	NA	3	11	0.9768	NA	1	4.9703	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_749725	6171	No terminal repeats	NA	9	11	0.9767	NA	1	10.2861	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1084719	5611	No terminal repeats	NA	6	11	0.9767	NA	4	8.6503	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_791402	3014	No terminal repeats	NA	6	11	0.9766	NA	0	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_53135	3683	No terminal repeats	NA	5	11	0.9765	NA	2	5.7216	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_691702	1466	No terminal repeats	NA	2	11	0.9765	NA	1	3.2186	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_497628	5508	No terminal repeats	NA	3	11	0.9764	NA	0	3.4357	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1034321	2301	No terminal repeats	NA	3	15	0.9764	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae
k141_837618	3401	No terminal repeats	NA	4	11	0.9763	NA	1	6.5681	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_120350	3247	No terminal repeats	NA	4	11	0.9763	NA	3	4.0783	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_94621	1141	No terminal repeats	NA	2	11	0.9762	NA	1	3.0825	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_574754	3889	No terminal repeats	NA	9	11	0.9762	NA	2	10.5622	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_684834	2567	No terminal repeats	NA	5	11	0.9761	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_636567	3129	No terminal repeats	NA	7	11	0.9761	NA	2	10.0509	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_992602	1649	No terminal repeats	NA	3	11	0.9760	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_454415	1054	No terminal repeats	NA	3	11	0.9760	NA	1	4.9292	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1023932	2931	No terminal repeats	NA	4	11	0.9759	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1227009	3929	No terminal repeats	NA	5	11	0.9759	NA	5	7.4353	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_63532	6024	No terminal repeats	NA	8	11	0.9759	NA	0	5.1522	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1122872	7039	No terminal repeats	NA	10	11	0.9758	NA	5	14.3128	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_112658	3679	No terminal repeats	NA	6	11	0.9758	NA	0	8.1162	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_380654	3708	No terminal repeats	NA	3	11	0.9758	NA	1	4.2844	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_363391	4076	No terminal repeats	NA	9	11	0.9758	NA	2	9.3005	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1018401	1266	No terminal repeats	NA	2	11	0.9757	NA	2	3.1425	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_263323	4264	No terminal repeats	NA	5	11	0.9757	NA	3	6.9008	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_665692	4056	No terminal repeats	NA	8	11	0.9757	NA	0	5.9761	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_805645	2756	No terminal repeats	NA	4	11	0.9757	NA	0	4.9112	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_846356	2032	No terminal repeats	NA	2	11	0.9755	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1088551	1119	No terminal repeats	NA	2	11	0.9755	NA	2	3.1425	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_945657	3477	No terminal repeats	NA	7	11	0.9754	NA	0	7.2502	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_745732	1789	No terminal repeats	NA	2	11	0.9754	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_114818	11391	No terminal repeats	NA	17	11	0.9754	NA	9	26.2703	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_811714	4937	No terminal repeats	NA	5	11	0.9753	NA	2	4.7744	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_582164	4576	No terminal repeats	NA	4	11	0.9753	NA	1	5.6483	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_588256	2667	No terminal repeats	NA	5	11	0.9752	NA	0	5.7909	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_908958	3133	No terminal repeats	NA	7	11	0.9752	NA	3	8.2098	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_638990	2183	No terminal repeats	NA	5	11	0.9752	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_564519	1441	No terminal repeats	NA	3	11	0.9751	NA	1	4.7983	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_693982	1520	No terminal repeats	NA	2	11	0.9751	NA	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_311661	2751	No terminal repeats	NA	6	11	0.9750	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_719919	2200	No terminal repeats	NA	5	11	0.9750	NA	1	8.1259	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_267003	1638	No terminal repeats	NA	3	11	0.9750	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_80438	1321	No terminal repeats	NA	1	15	0.9750	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_719147	3009	No terminal repeats	NA	2	11	0.9749	NA	1	2.9918	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_567539	1669	No terminal repeats	NA	5	11	0.9748	NA	1	6.2576	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
k141_278049	1738	No terminal repeats	NA	4	11	0.9748	NA	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_674604	3409	No terminal repeats	NA	6	11	0.9748	NA	0	6.2386	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1216478	1417	No terminal repeats	NA	4	11	0.9747	NA	1	6.5408	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_777226	8793	No terminal repeats	NA	11	11	0.9746	NA	6	14.5303	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_753392	3171	No terminal repeats	NA	4	11	0.9745	NA	0	3.4344	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_187797	1504	No terminal repeats	NA	2	11	0.9744	NA	1	3.0611	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_87917	2304	No terminal repeats	NA	3	11	0.9744	NA	2	3.8842	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_179928	3547	No terminal repeats	NA	4	11	0.9744	NA	2	4.7064	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_990234	9173	No terminal repeats	NA	17	11	0.9743	NA	5	17.2782	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_163689	1913	No terminal repeats	NA	2	11	0.9742	NA	1	2.8084	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_299877	4669	No terminal repeats	NA	6	11	0.9741	NA	1	8.3314	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_287690	1652	No terminal repeats	NA	2	15	0.9741	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_1202025	3498	No terminal repeats	NA	2	11	0.9741	NA	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_835099	4028	No terminal repeats	NA	8	11	0.9741	NA	4	10.9804	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1117005	2525	No terminal repeats	NA	5	11	0.9741	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Intestiviridae
k141_710836	2399	No terminal repeats	NA	3	11	0.9741	NA	3	3.8252	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_641738	2426	No terminal repeats	NA	3	11	0.9740	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_26647	1400	No terminal repeats	NA	2	11	0.9740	NA	1	2.8235	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_69143	1701	No terminal repeats	NA	4	11	0.9739	NA	1	6.2456	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_711017	4670	No terminal repeats	NA	8	11	0.9738	NA	1	9.1058	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_890925	4308	No terminal repeats	NA	13	11	0.9738	NA	0	8.3249	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_966158	3488	No terminal repeats	NA	5	11	0.9737	NA	0	5.0024	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
