seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k141_148851	3521	No terminal repeats	6	11	0.9946	NA	0	3.9787	NA	NA
k141_109566	8299	No terminal repeats	10	11	0.9946	NA	0	7.9334	NA	NA
k141_58720	7117	No terminal repeats	11	11	0.9945	NA	2	7.5990	MOBQ	NA
k141_186758	4432	No terminal repeats	4	11	0.9945	NA	1	3.4366	NA	NA
k141_242712	4010	DTR	5	11	0.9944	NA	2	4.9444	MOBQ	NA
k141_138337	1632	No terminal repeats	2	11	0.9944	NA	2	3.4366	MOBP1	NA
k141_186141	5102	No terminal repeats	5	11	0.9944	NA	1	1.7183	MOBV	NA
k141_126550	3337	No terminal repeats	4	11	0.9944	NA	1	3.4883	NA	NA
k141_115657	1459	No terminal repeats	3	11	0.9944	NA	1	3.4366	NA	NA
k141_69943	1838	No terminal repeats	3	11	0.9944	NA	1	3.2077	MOBQ	NA
k141_122747	1047	No terminal repeats	2	11	0.9943	NA	1	3.4366	NA	NA
k141_62274	2940	No terminal repeats	5	11	0.9943	NA	0	5.1532	NA	NA
k141_163417	6064	No terminal repeats	9	11	0.9943	NA	0	5.2437	NA	NA
k141_232784	1517	No terminal repeats	1	11	0.9943	NA	1	1.7183	MOBP1	NA
k141_177726	2086	No terminal repeats	3	11	0.9943	NA	1	3.0217	MOBB	NA
k141_143616	3515	No terminal repeats	6	11	0.9942	NA	1	4.4189	NA	NA
k141_242661	8688	DTR	10	11	0.9942	NA	2	5.2808	MOBQ	NA
k141_85642	1578	No terminal repeats	3	11	0.9942	NA	1	3.4366	NA	NA
k141_242680	4546	DTR	6	11	0.9942	NA	2	4.5193	MOBP1	NA
k141_180542	1814	No terminal repeats	3	11	0.9942	NA	1	2.5534	NA	NA
k141_185354	3962	No terminal repeats	6	11	0.9942	NA	2	4.0398	MOBP1	NA
k141_215358	1876	No terminal repeats	3	11	0.9941	NA	2	3.2077	MOBQ	NA
k141_122722	5135	No terminal repeats	7	11	0.9940	NA	2	6.9029	MOBP1	NA
k141_229243	3827	No terminal repeats	5	11	0.9940	NA	2	3.4366	MOBP1	NA
k141_110516	1446	No terminal repeats	3	11	0.9939	NA	1	3.4366	NA	NA
k141_43357	3977	No terminal repeats	4	11	0.9939	NA	2	3.0037	MOBP1	NA
k141_234322	3122	No terminal repeats	2	11	0.9939	NA	0	1.7183	NA	NA
k141_191784	3858	No terminal repeats	7	11	0.9939	NA	1	3.1189	NA	NA
k141_96093	8421	No terminal repeats	9	11	0.9939	NA	2	5.8256	MOBP1	NA
k141_8165	4783	No terminal repeats	4	11	0.9939	NA	0	2.1556	NA	NA
k141_146663	8975	No terminal repeats	10	11	0.9939	NA	1	8.3368	NA	NA
k141_221499	1436	No terminal repeats	3	11	0.9939	NA	1	3.4073	NA	NA
k141_242687	5734	DTR	8	11	0.9938	NA	2	3.5667	MOBP1	NA
k141_71061	3295	No terminal repeats	4	11	0.9938	NA	1	2.9963	MOBP1	NA
k141_17479	4880	DTR	7	11	0.9938	NA	2	4.0398	MOBP1	NA
k141_188041	5342	No terminal repeats	8	11	0.9938	NA	2	4.9444	MOBQ	NA
k141_2460	2528	No terminal repeats	3	11	0.9938	NA	2	1.9967	NA	NA
k141_104920	2584	No terminal repeats	6	11	0.9937	NA	1	2.3719	NA	NA
k141_235835	1996	No terminal repeats	4	11	0.9937	NA	1	2.3952	NA	NA
k141_4230	1924	No terminal repeats	2	11	0.9937	NA	1	2.9963	MOBP1	NA
k141_99421	1035	No terminal repeats	3	11	0.9937	NA	3	4.6447	MOBQ	NA
k141_208309	1051	No terminal repeats	3	11	0.9937	NA	2	3.2261	MOBQ	NA
k141_159616	2201	No terminal repeats	5	11	0.9936	NA	2	2.8505	NA	NA
k141_198536	1295	No terminal repeats	3	11	0.9936	NA	1	3.0935	NA	NA
k141_151325	3258	No terminal repeats	5	11	0.9936	NA	0	0.4660	NA	NA
k141_229663	3617	No terminal repeats	5	11	0.9936	NA	1	3.8349	NA	NA
k141_152564	2171	No terminal repeats	3	11	0.9936	NA	2	2.7641	MOBQ	NA
k141_242710	6861	DTR	7	11	0.9935	NA	1	3.4366	NA	NA
k141_19528	4032	No terminal repeats	2	11	0.9935	NA	0	3.3441	NA	NA
k141_233893	3108	No terminal repeats	5	11	0.9935	NA	1	2.6214	NA	NA
k141_166767	5377	No terminal repeats	3	11	0.9935	NA	0	3.4366	NA	NA
k141_92704	1497	No terminal repeats	2	11	0.9934	NA	2	3.4366	MOBP1	NA
k141_41451	2995	No terminal repeats	3	11	0.9934	NA	0	1.7183	NA	NA
k141_151717	3030	No terminal repeats	5	11	0.9934	NA	0	3.2885	NA	NA
k141_66743	1300	No terminal repeats	3	11	0.9933	NA	1	2.8300	NA	NA
k141_221355	4210	No terminal repeats	5	11	0.9932	NA	1	1.7183	NA	NA
k141_69684	6262	DTR	9	11	0.9932	NA	1	4.6930	NA	NA
k141_10051	6764	No terminal repeats	2	11	0.9932	NA	0	3.3441	NA	NA
k141_196460	1099	No terminal repeats	2	11	0.9932	NA	1	2.8300	NA	NA
k141_135686	5063	No terminal repeats	8	11	0.9932	NA	0	3.0702	NA	NA
k141_163040	4113	DTR	7	11	0.9931	NA	2	3.7849	NA	NA
k141_194674	16806	No terminal repeats	19	11	0.9931	NA	5	15.5541	MOBH;G_tfc19;G_tfc18;G_tfc22;G_tfc23;G_tfc24;virb4;G_tfc15;G_tfc14	NA
k141_13925	4287	No terminal repeats	6	11	0.9931	NA	1	3.1717	NA	NA
k141_158503	1415	No terminal repeats	2	11	0.9930	NA	1	1.7183	NA	NA
k141_162206	3213	No terminal repeats	4	11	0.9930	NA	1	2.3393	MOBQ	NA
k141_179695	2567	No terminal repeats	3	11	0.9930	NA	0	2.0123	NA	NA
k141_125951	1596	No terminal repeats	3	11	0.9930	NA	1	3.4366	NA	NA
k141_179594	2568	No terminal repeats	5	11	0.9929	NA	0	2.9906	NA	NA
k141_227967	2319	No terminal repeats	4	11	0.9929	NA	1	4.7440	T_virB6	NA
k141_45769	1031	No terminal repeats	2	11	0.9929	NA	1	1.7183	NA	NA
k141_101983	4552	No terminal repeats	7	11	0.9927	NA	2	3.2077	MOBQ	NA
k141_95466	1740	No terminal repeats	4	11	0.9927	NA	2	3.2261	MOBQ	NA
k141_7345	5111	No terminal repeats	6	11	0.9927	NA	1	2.1931	NA	NA
k141_113476	4166	No terminal repeats	4	11	0.9927	NA	0	6.8559	NA	NA
k141_30787	2308	No terminal repeats	3	11	0.9927	NA	1	1.7183	NA	NA
k141_187659	3496	No terminal repeats	6	11	0.9927	NA	0	2.4239	NA	NA
k141_242695	4859	DTR	7	11	0.9926	NA	2	4.2487	MOBP1	NA
k141_21575	1322	No terminal repeats	2	11	0.9926	NA	2	2.3555	MOBQ	NA
k141_11648	3137	No terminal repeats	4	11	0.9926	NA	0	3.4366	NA	NA
k141_172035	6910	No terminal repeats	9	11	0.9926	NA	0	5.9984	NA	NA
k141_90002	2574	DTR	5	11	0.9926	NA	2	2.8505	NA	NA
k141_160737	3859	No terminal repeats	8	11	0.9926	NA	0	2.8899	NA	NA
k141_35541	6320	No terminal repeats	11	11	0.9925	NA	3	10.6425	G_tfc10;G_tfc9;G_tfc8	NA
k141_136197	3769	No terminal repeats	3	11	0.9925	NA	2	1.5148	MOBV	NA
k141_1146	2148	No terminal repeats	2	11	0.9925	NA	1	1.7183	NA	NA
k141_153317	6522	No terminal repeats	8	11	0.9924	NA	1	1.7183	NA	NA
k141_41013	1580	No terminal repeats	2	11	0.9923	NA	1	1.7183	NA	NA
k141_112315	8323	No terminal repeats	8	11	0.9923	NA	5	6.4916	T_virB1;T_virB3;virb4;T_virB5	NA
k141_22759	2272	No terminal repeats	6	11	0.9923	NA	1	3.1924	NA	NA
k141_32302	2659	No terminal repeats	5	11	0.9922	NA	0	3.4224	NA	NA
k141_200626	2667	No terminal repeats	2	11	0.9922	NA	0	3.4213	NA	NA
k141_23355	6167	No terminal repeats	8	11	0.9921	NA	0	1.7183	NA	NA
k141_177914	3662	No terminal repeats	2	11	0.9921	NA	1	2.3393	MOBQ	NA
k141_106686	3236	No terminal repeats	4	11	0.9921	NA	2	3.2261	MOBQ	NA
k141_234954	2620	No terminal repeats	4	11	0.9920	NA	4	5.3639	t4cp1;G_tfc7;G_tfc8;G_tfc9	NA
k141_78865	3274	No terminal repeats	6	11	0.9920	NA	0	2.6521	NA	NA
k141_94219	3010	No terminal repeats	3	11	0.9919	NA	0	1.7183	NA	NA
k141_45586	2831	No terminal repeats	3	11	0.9919	NA	0	2.7537	NA	NA
k141_34238	2939	No terminal repeats	6	11	0.9919	NA	1	3.9494	NA	NA
k141_231378	6451	No terminal repeats	11	11	0.9919	NA	2	3.2261	MOBQ	NA
k141_14514	1234	No terminal repeats	2	11	0.9919	NA	1	2.6481	NA	NA
k141_108461	8562	No terminal repeats	8	11	0.9918	NA	2	4.5193	MOBP1	NA
k141_11320	1245	No terminal repeats	1	11	0.9917	NA	1	0.9293	NA	NA
k141_22170	8400	No terminal repeats	13	11	0.9917	NA	0	1.4241	NA	NA
k141_204114	1990	No terminal repeats	4	11	0.9917	NA	1	2.5965	NA	NA
k141_242728	4239	DTR	5	11	0.9917	NA	2	2.9571	MOBP1	NA
k141_22809	1007	No terminal repeats	3	11	0.9917	NA	2	3.2261	MOBQ	NA
k141_18016	1759	No terminal repeats	3	11	0.9917	NA	2	2.3555	MOBQ	NA
k141_4735	2065	No terminal repeats	3	11	0.9917	NA	2	2.9394	MOBQ	NA
k141_217083	1403	No terminal repeats	2	11	0.9917	NA	1	3.2077	MOBQ	NA
k141_33979	6770	No terminal repeats	4	11	0.9916	NA	0	3.3441	NA	NA
k141_126596	3446	No terminal repeats	4	11	0.9916	NA	0	1.7183	NA	NA
k141_71457	1499	No terminal repeats	3	11	0.9916	NA	2	2.9571	MOBP1	NA
k141_32573	5151	No terminal repeats	6	11	0.9915	NA	3	5.2178	t4cp1	NA
k141_149477	4820	No terminal repeats	5	11	0.9915	NA	1	1.7183	NA	NA
k141_42410	2762	No terminal repeats	3	11	0.9915	NA	0	1.7183	NA	NA
k141_100828	2564	No terminal repeats	4	11	0.9914	NA	0	3.4366	NA	NA
k141_170690	2815	No terminal repeats	4	11	0.9914	NA	1	3.0931	MOBB	NA
k141_143373	4667	No terminal repeats	10	11	0.9913	NA	0	4.8603	NA	NA
k141_120049	1729	No terminal repeats	3	11	0.9913	NA	2	2.8640	MOBP1	NA
k141_55766	4064	No terminal repeats	6	11	0.9911	NA	0	3.4366	NA	NA
k141_213619	17976	No terminal repeats	20	11	0.9911	NA	1	4.8749	NA	NA
k141_234313	2635	No terminal repeats	4	11	0.9911	NA	0	1.7183	NA	NA
k141_31947	1647	No terminal repeats	2	11	0.9911	NA	1	1.7183	NA	NA
k141_30529	1638	No terminal repeats	2	11	0.9911	NA	1	2.7381	NA	NA
k141_179044	4939	No terminal repeats	5	11	0.9911	NA	2	2.4573	MOBP1	NA
k141_76048	2708	No terminal repeats	6	11	0.9910	NA	1	3.3446	NA	NA
k141_33042	15467	No terminal repeats	19	11	0.9910	NA	2	5.4930	NA	NA
k141_148606	3020	No terminal repeats	5	11	0.9910	NA	0	2.1166	NA	NA
k141_167190	1252	No terminal repeats	2	11	0.9910	NA	1	3.3872	NA	NA
k141_169762	1901	No terminal repeats	1	11	0.9909	NA	1	1.6808	MOBQ	NA
k141_103646	1639	No terminal repeats	2	11	0.9908	NA	1	1.7183	MOBP1	NA
k141_140611	2314	No terminal repeats	2	11	0.9906	NA	1	2.4967	NA	NA
k141_78039	2416	No terminal repeats	3	11	0.9906	NA	1	3.0935	NA	NA
k141_222000	5795	No terminal repeats	7	11	0.9906	NA	1	2.5534	NA	NA
k141_47369	6131	No terminal repeats	7	11	0.9906	NA	0	2.9074	NA	NA
k141_123154	3813	No terminal repeats	4	11	0.9905	NA	2	3.4366	NA	NA
k141_78787	3097	No terminal repeats	5	11	0.9905	NA	0	4.4668	NA	NA
k141_195582	8244	No terminal repeats	7	11	0.9905	NA	1	3.4297	NA	NA
k141_107150	2731	No terminal repeats	4	11	0.9904	NA	1	3.1438	NA	NA
k141_136815	5428	No terminal repeats	9	11	0.9904	NA	0	2.5885	NA	NA
k141_183298	2565	No terminal repeats	5	11	0.9904	NA	0	1.7183	NA	NA
k141_188911	2583	No terminal repeats	3	11	0.9904	NA	1	1.5453	NA	NA
k141_2505	4932	No terminal repeats	5	11	0.9902	NA	0	5.0472	NA	NA
k141_24311	5315	No terminal repeats	7	11	0.9902	NA	0	3.0882	NA	NA
k141_9800	2998	No terminal repeats	2	11	0.9902	NA	1	1.7183	NA	NA
k141_224459	2143	No terminal repeats	3	11	0.9901	NA	1	2.3952	NA	NA
k141_232915	7771	No terminal repeats	10	11	0.9901	NA	0	3.4366	NA	NA
k141_163189	1736	No terminal repeats	3	11	0.9901	NA	1	2.7441	NA	NA
k141_16829	5329	No terminal repeats	7	11	0.9900	NA	0	4.9226	NA	NA
k141_171789	2747	No terminal repeats	4	11	0.9900	NA	0	2.1166	NA	NA
k141_184030	1029	No terminal repeats	2	4	0.9900	NA	1	1.7183	NA	NA
k141_48879	6089	No terminal repeats	9	11	0.9900	NA	0	3.9513	NA	NA
k141_89408	1748	No terminal repeats	3	11	0.9899	NA	1	1.5597	NA	NA
k141_43530	3818	No terminal repeats	5	11	0.9899	NA	1	3.8079	NA	NA
k141_18132	14820	No terminal repeats	18	11	0.9899	NA	0	4.7711	NA	NA
k141_3009	1127	No terminal repeats	2	11	0.9899	NA	1	2.4199	t4cp2	NA
k141_153348	4014	No terminal repeats	5	11	0.9899	NA	0	1.7183	NA	NA
k141_102160	3446	No terminal repeats	6	11	0.9898	NA	0	3.8665	NA	NA
k141_71484	5547	No terminal repeats	6	11	0.9897	NA	1	2.8808	MOBV	NA
k141_80406	1063	No terminal repeats	2	11	0.9896	NA	1	1.7183	NA	NA
k141_139175	4190	No terminal repeats	5	11	0.9896	NA	1	1.7183	NA	NA
k141_64334	2471	No terminal repeats	5	11	0.9896	NA	2	2.7117	NA	NA
k141_182838	7929	No terminal repeats	12	11	0.9896	NA	0	5.5630	NA	NA
k141_166623	1071	No terminal repeats	3	11	0.9896	NA	1	1.7183	NA	NA
k141_68127	1672	No terminal repeats	4	11	0.9895	NA	4	5.0644	G_tfc12;G_tfc11;G_tfc10;G_tfc9	NA
k141_148394	1164	No terminal repeats	2	11	0.9895	NA	1	2.8278	F_traU	NA
k141_23218	5217	No terminal repeats	7	11	0.9894	NA	0	0.6355	NA	NA
k141_165071	3540	No terminal repeats	6	11	0.9894	NA	0	0.3523	NA	NA
k141_3709	1400	No terminal repeats	2	11	0.9894	NA	1	1.7183	NA	NA
k141_55782	1544	No terminal repeats	1	11	0.9893	NA	1	1.4894	MOBQ	NA
k141_67399	1606	No terminal repeats	3	11	0.9893	NA	2	4.0721	T_virB6;T_virB5	NA
k141_182416	4271	No terminal repeats	5	11	0.9893	NA	1	2.9428	NA	NA
k141_75846	4506	No terminal repeats	6	11	0.9893	NA	1	2.2711	NA	NA
k141_76011	3662	No terminal repeats	5	11	0.9893	NA	0	1.1639	NA	NA
k141_139172	1678	No terminal repeats	3	11	0.9892	NA	1	1.5897	NA	NA
k141_48674	1003	No terminal repeats	1	11	0.9891	NA	1	1.6920	MOBQ	NA
k141_74398	2503	No terminal repeats	2	11	0.9891	NA	0	1.7183	NA	NA
k141_133489	1308	No terminal repeats	2	11	0.9890	NA	1	2.6796	G_tfc3	NA
k141_238630	3523	No terminal repeats	5	11	0.9890	NA	0	1.3005	NA	NA
k141_38727	3229	No terminal repeats	3	11	0.9890	NA	1	0.7016	T_virB11;t4cp2	NA
k141_86649	1270	No terminal repeats	1	11	0.9889	NA	1	0.6235	NA	NA
k141_145640	1309	No terminal repeats	1	11	0.9889	NA	1	1.2929	MOBV	NA
k141_63099	1019	No terminal repeats	1	4	0.9887	NA	1	1.6808	MOBQ	NA
k141_242716	4221	DTR	6	11	0.9887	NA	0	1.5206	NA	NA
k141_116640	2538	No terminal repeats	3	11	0.9886	NA	0	2.7537	NA	NA
k141_18977	8019	No terminal repeats	7	11	0.9886	NA	0	4.5938	NA	NA
k141_219750	5495	No terminal repeats	11	11	0.9886	NA	0	3.0671	NA	NA
k141_195877	1095	No terminal repeats	3	11	0.9885	NA	2	2.9571	MOBP1	NA
k141_179915	6364	No terminal repeats	9	11	0.9885	NA	1	2.5760	NA	NA
k141_96814	7038	No terminal repeats	9	11	0.9884	NA	1	4.5050	NA	NA
k141_120989	2769	No terminal repeats	5	11	0.9884	NA	4	5.7021	G_tfc3;T_virB1;G_tfc5;t4cp1	NA
k141_116546	6053	No terminal repeats	8	11	0.9883	NA	0	1.7183	NA	NA
k141_233306	1391	No terminal repeats	2	11	0.9883	NA	1	2.5612	NA	NA
k141_60430	1152	No terminal repeats	2	11	0.9883	NA	2	2.4284	F_traH;F_traF	NA
k141_165237	4008	No terminal repeats	2	11	0.9882	NA	0	3.3441	NA	NA
k141_221390	2391	No terminal repeats	3	11	0.9882	NA	1	3.1318	F_traE	NA
k141_202536	2971	No terminal repeats	5	11	0.9882	NA	1	1.5768	NA	NA
k141_242657	9079	DTR	7	11	0.9882	NA	2	3.2077	MOBQ	NA
k141_240795	1794	No terminal repeats	2	11	0.9878	NA	1	1.7183	NA	NA
k141_180821	3432	No terminal repeats	6	11	0.9877	NA	0	0.6707	NA	NA
k141_122578	2946	No terminal repeats	5	11	0.9877	NA	0	1.7183	NA	NA
k141_22178	1548	No terminal repeats	1	11	0.9876	NA	1	1.7114	NA	NA
k141_62178	2686	No terminal repeats	3	11	0.9875	NA	1	1.3764	NA	NA
k141_100315	1828	No terminal repeats	2	11	0.9875	NA	1	0.9020	NA	NA
k141_131618	3161	No terminal repeats	5	11	0.9875	NA	1	3.3446	NA	NA
k141_63133	1275	No terminal repeats	4	11	0.9874	NA	1	1.7183	NA	NA
k141_151390	1275	No terminal repeats	2	11	0.9872	NA	1	0.9293	NA	NA
k141_145224	2428	No terminal repeats	3	11	0.9872	NA	1	1.5453	NA	NA
k141_38868	4172	No terminal repeats	6	11	0.9872	NA	0	2.5582	NA	NA
k141_90678	1723	No terminal repeats	4	11	0.9871	NA	1	0.9818	NA	NA
k141_72332	4438	No terminal repeats	5	11	0.9870	NA	0	1.8794	NA	NA
k141_143292	3396	No terminal repeats	7	11	0.9867	NA	0	1.7183	NA	NA
k141_66835	2664	No terminal repeats	4	11	0.9867	NA	1	1.5453	NA	NA
k141_126494	3294	No terminal repeats	4	11	0.9867	NA	0	2.5951	NA	NA
k141_138526	1083	No terminal repeats	2	11	0.9866	NA	1	1.7183	NA	NA
k141_234470	1045	No terminal repeats	1	11	0.9866	NA	1	1.7183	NA	NA
k141_2068	2862	No terminal repeats	5	11	0.9865	NA	0	1.4204	NA	NA
k141_184277	6111	No terminal repeats	6	11	0.9865	NA	0	2.2160	NA	NA
k141_158492	1085	No terminal repeats	3	11	0.9864	NA	1	3.3446	NA	NA
k141_138932	4562	No terminal repeats	6	11	0.9864	NA	0	0.9338	NA	NA
k141_40578	3878	No terminal repeats	6	11	0.9864	NA	1	2.8233	NA	NA
k141_106548	1212	No terminal repeats	1	11	0.9864	NA	1	1.6920	MOBQ	NA
k141_151334	1545	No terminal repeats	4	11	0.9863	NA	2	0.5619	T_virB11;T_virB2;T_virB3	NA
k141_34533	2495	No terminal repeats	4	11	0.9862	NA	1	4.1364	MOBH	NA
k141_64294	4704	No terminal repeats	8	11	0.9860	NA	0	0.8907	NA	NA
k141_55933	1228	No terminal repeats	3	11	0.9860	NA	1	2.9250	T_virB5	NA
k141_17236	5048	No terminal repeats	8	11	0.9859	NA	1	1.5314	NA	NA
k141_238135	2604	No terminal repeats	4	11	0.9859	NA	0	1.7183	NA	NA
k141_122007	4258	No terminal repeats	5	11	0.9858	NA	3	3.1901	T_virB9;T_virB8	NA
k141_204459	3302	No terminal repeats	6	11	0.9858	NA	0	1.3035	NA	NA
k141_118892	5930	No terminal repeats	7	11	0.9857	NA	0	3.5468	NA	NF000272
k141_192768	2866	No terminal repeats	6	11	0.9854	NA	0	1.7183	NA	NA
k141_70204	10695	No terminal repeats	9	11	0.9854	NA	2	3.7595	NA	NA
k141_27955	3969	No terminal repeats	5	11	0.9854	NA	1	1.7183	NA	NA
k141_103738	6853	No terminal repeats	7	11	0.9854	NA	1	1.0578	NA	NA
k141_35438	7096	No terminal repeats	8	11	0.9854	NA	0	3.6858	NA	NF000272
k141_127519	2606	No terminal repeats	3	11	0.9853	NA	0	1.3058	NA	NA
k141_46282	4482	No terminal repeats	5	11	0.9852	NA	0	1.6603	NA	NA
k141_137550	2096	No terminal repeats	2	11	0.9852	NA	1	1.6808	MOBQ	NA
k141_190263	1001	No terminal repeats	1	11	0.9851	NA	1	1.3692	NA	NA
k141_242248	6645	No terminal repeats	5	11	0.9851	NA	1	1.9436	NA	NA
k141_9525	1043	No terminal repeats	1	11	0.9850	NA	1	0.6562	NA	NA
k141_2417	2564	No terminal repeats	3	11	0.9847	NA	0	1.7183	NA	NA
k141_13381	3598	No terminal repeats	4	11	0.9847	NA	0	1.9142	NA	NA
k141_225294	4255	No terminal repeats	4	11	0.9847	NA	1	1.7114	NA	NA
k141_51674	1027	No terminal repeats	2	11	0.9847	NA	1	1.7114	NA	NA
k141_53174	1137	No terminal repeats	1	11	0.9846	NA	1	1.6823	MOBQ	NA
k141_97328	1154	No terminal repeats	2	11	0.9845	NA	1	1.7114	NA	NA
k141_75338	2839	No terminal repeats	3	11	0.9844	NA	2	1.1874	NA	NA
k141_179418	9102	No terminal repeats	8	11	0.9842	NA	0	0.3625	NA	NA
k141_153967	3630	No terminal repeats	6	11	0.9842	NA	0	1.5273	NA	NA
k141_167517	5952	No terminal repeats	7	11	0.9841	NA	0	6.3510	NA	NA
k141_92729	2584	No terminal repeats	6	11	0.9840	NA	1	2.8791	NA	NA
k141_64271	1039	No terminal repeats	1	11	0.9837	NA	1	1.7114	NA	NA
k141_71536	9989	No terminal repeats	8	11	0.9836	NA	0	5.3599	NA	NA
k141_230346	3117	No terminal repeats	4	11	0.9835	NA	1	1.7183	NA	NA
k141_215753	8287	No terminal repeats	6	11	0.9835	NA	0	2.8252	NA	NA
k141_220006	4951	No terminal repeats	6	11	0.9835	NA	0	2.3226	NA	NA
k141_217006	2037	No terminal repeats	1	11	0.9834	NA	1	0.6562	NA	NA
k141_87991	3285	No terminal repeats	6	11	0.9834	NA	0	2.6521	NA	NA
k141_148295	5759	No terminal repeats	5	11	0.9834	NA	1	1.0515	NA	NA
k141_68396	10247	No terminal repeats	15	11	0.9832	NA	1	6.0516	T_virB10	NA
k141_153399	1473	No terminal repeats	2	11	0.9830	NA	2	2.5484	F_traB;F_traV	NA
k141_165288	2667	No terminal repeats	2	15	0.9830	NA	0	1.2611	NA	NA
k141_242220	5032	No terminal repeats	3	11	0.9829	NA	1	1.7183	FA_orf15	NA
k141_131438	2840	No terminal repeats	4	11	0.9828	NA	0	1.3185	NA	NA
k141_117574	5209	No terminal repeats	6	11	0.9828	NA	1	4.3635	NA	NA
k141_164596	2346	No terminal repeats	5	11	0.9827	NA	1	1.6654	MOBP2	NA
k141_216337	1615	No terminal repeats	4	11	0.9825	NA	1	1.5453	NA	NA
k141_237639	4607	No terminal repeats	6	11	0.9825	NA	1	3.2879	MOBH	NA
k141_98439	5485	No terminal repeats	5	11	0.9825	NA	0	4.1341	NA	NA
k141_207896	4873	No terminal repeats	6	11	0.9824	NA	0	1.7183	NA	NA
k141_113244	1136	No terminal repeats	2	11	0.9824	NA	1	2.7840	G_tfc2	NA
k141_114506	1584	No terminal repeats	4	11	0.9824	NA	1	1.7183	NA	NA
k141_17868	3401	No terminal repeats	6	11	0.9824	NA	1	3.2409	NA	NA
k141_232832	2289	No terminal repeats	3	11	0.9822	NA	1	1.7114	NA	NA
k141_92137	9262	No terminal repeats	13	11	0.9822	NA	0	2.9669	NA	NA
k141_21465	4903	No terminal repeats	9	11	0.9822	NA	0	1.4388	NA	NA
k141_200289	1876	No terminal repeats	3	11	0.9817	NA	1	0.6562	NA	NA
k141_219474	8124	No terminal repeats	6	11	0.9817	NA	0	2.6296	NA	NF000272
k141_106435	2725	No terminal repeats	3	11	0.9816	NA	1	1.9002	NA	NA
k141_143207	2432	No terminal repeats	3	11	0.9816	NA	1	1.4894	MOBQ	NA
k141_104974	5901	No terminal repeats	11	11	0.9816	NA	0	0.9616	NA	NA
k141_17909	3547	No terminal repeats	4	11	0.9816	NA	0	1.1516	NA	NA
