seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k141_127019	2684	No terminal repeats	6	11	0.9937	NA	0	4.3704	NA	NA
k141_665674	1977	No terminal repeats	3	11	0.9937	NA	1	3.4366	FATA_trsF	NA
k141_721047	1101	No terminal repeats	2	11	0.9937	NA	1	2.9387	NA	NA
k141_457285	1749	No terminal repeats	3	11	0.9936	NA	1	2.2707	MOBQ	NA
k141_1069817	1259	No terminal repeats	2	11	0.9936	NA	1	2.3745	NA	NA
k141_262290	5053	No terminal repeats	8	11	0.9936	NA	2	2.2842	MOBP1	NA
k141_580256	2113	No terminal repeats	4	11	0.9936	NA	1	3.4366	MOBV	NA
k141_818056	9441	No terminal repeats	11	11	0.9936	NA	0	6.4259	NA	NA
k141_184818	1478	No terminal repeats	2	11	0.9936	NA	1	1.7183	NA	NA
k141_304812	1064	No terminal repeats	2	4	0.9935	NA	2	2.1701	MOBP1	NA
k141_569196	5400	No terminal repeats	5	11	0.9935	NA	2	3.5658	NA	NA
k141_898329	1229	No terminal repeats	3	11	0.9934	NA	1	3.4366	NA	NA
k141_244641	1087	No terminal repeats	2	11	0.9934	NA	1	1.5174	NA	NA
k141_893886	2439	No terminal repeats	5	11	0.9934	NA	1	2.9571	NA	NA
k141_353202	4131	No terminal repeats	8	11	0.9934	NA	2	4.9444	MOBQ	NA
k141_158712	3871	DTR	5	11	0.9934	NA	0	3.4366	NA	NA
k141_520404	1408	No terminal repeats	2	11	0.9933	NA	2	3.4366	MOBP1	NA
k141_29583	2400	No terminal repeats	4	11	0.9933	NA	2	2.9205	NA	NA
k141_47632	1246	No terminal repeats	1	11	0.9932	NA	1	1.7183	MOBV	NA
k141_167472	3784	No terminal repeats	6	11	0.9932	NA	1	4.0783	NA	NA
k141_163606	2844	No terminal repeats	2	11	0.9931	NA	0	1.7183	NA	NA
k141_40755	8519	No terminal repeats	10	11	0.9931	NA	1	3.4366	NA	NA
k141_555636	1543	No terminal repeats	4	4	0.9931	NA	2	4.5325	NA	NA
k141_992609	4646	No terminal repeats	7	11	0.9931	NA	1	2.7175	NA	NA
k141_976389	1055	No terminal repeats	1	11	0.9931	NA	1	1.7183	NA	NA
k141_129607	3588	No terminal repeats	5	11	0.9930	NA	0	3.3423	NA	NA
k141_966551	2762	No terminal repeats	3	11	0.9930	NA	2	1.5215	MOBV	NA
k141_405841	9383	No terminal repeats	10	11	0.9930	NA	4	9.4434	G_tfc14;G_tfc15;virb4;G_tfc24;G_tfc23;G_tfc22;G_tfc18;G_tfc19	NA
k141_194151	3617	No terminal repeats	4	11	0.9929	NA	2	3.4366	NA	NA
k141_232253	3742	No terminal repeats	4	11	0.9929	NA	1	2.3016	MOBQ	NA
k141_548954	2441	No terminal repeats	5	11	0.9929	NA	1	1.8208	NA	NA
k141_795015	1271	No terminal repeats	3	11	0.9929	NA	1	2.7441	NA	NA
k141_977472	6567	No terminal repeats	9	11	0.9928	NA	1	2.8022	F_traE	NA
k141_356465	1657	No terminal repeats	2	11	0.9928	NA	2	3.4366	MOBP1	NA
k141_168905	1086	No terminal repeats	1	11	0.9928	NA	1	1.7183	NA	NA
k141_854805	1339	No terminal repeats	1	11	0.9928	NA	1	1.6894	NA	NA
k141_772622	3766	No terminal repeats	2	11	0.9927	NA	2	1.8392	NA	NA
k141_402911	2711	No terminal repeats	4	11	0.9927	NA	1	3.2636	NA	NA
k141_1053982	3164	No terminal repeats	6	11	0.9927	NA	1	3.0772	NA	NA
k141_658493	2564	No terminal repeats	2	11	0.9927	NA	1	1.7183	MOBP1	NA
k141_448451	3478	No terminal repeats	4	11	0.9927	NA	0	2.1401	NA	NA
k141_462715	10844	No terminal repeats	12	11	0.9927	NA	1	2.2969	NA	NA
k141_583934	5043	No terminal repeats	7	11	0.9927	NA	0	2.9794	NA	NA
k141_13829	4883	No terminal repeats	6	11	0.9927	NA	0	1.7183	NA	NA
k141_488055	8183	No terminal repeats	11	11	0.9926	NA	1	5.2547	NA	NA
k141_780101	2643	No terminal repeats	4	11	0.9926	NA	0	1.7183	NA	NA
k141_223032	2677	No terminal repeats	2	11	0.9926	NA	2	2.0566	NA	NA
k141_848816	3240	No terminal repeats	4	11	0.9926	NA	0	1.7183	NA	NA
k141_259255	2872	No terminal repeats	4	11	0.9926	NA	2	3.2308	MOBP2	NA
k141_638106	3296	No terminal repeats	6	11	0.9926	NA	0	2.2589	NA	NA
k141_261455	2623	No terminal repeats	3	11	0.9926	NA	1	1.7183	NA	NA
k141_12942	4126	No terminal repeats	6	11	0.9926	NA	2	5.7278	NA	NA
k141_1023640	3006	No terminal repeats	5	11	0.9926	NA	0	2.4320	NA	NA
k141_991801	1036	No terminal repeats	1	11	0.9925	NA	1	1.7183	MOBP1	NA
k141_960716	1749	No terminal repeats	1	11	0.9925	NA	1	0.9293	NA	NA
k141_813171	6658	No terminal repeats	9	11	0.9924	NA	1	7.2726	MOBH;G_tfc19	NA
k141_435124	3394	No terminal repeats	3	11	0.9924	NA	1	1.6029	MOBV	NA
k141_107643	6220	No terminal repeats	5	11	0.9924	NA	0	2.1556	NA	NA
k141_42126	2968	No terminal repeats	3	11	0.9924	NA	1	1.7183	MOBV	NA
k141_943787	4023	No terminal repeats	4	11	0.9924	NA	0	1.7183	NA	NA
k141_573110	4688	No terminal repeats	5	11	0.9924	NA	0	3.0528	NA	NA
k141_329599	8445	No terminal repeats	9	11	0.9924	NA	2	3.1196	MOBP1	NA
k141_369969	12068	No terminal repeats	14	11	0.9923	NA	1	3.6481	NA	NA
k141_154088	2714	No terminal repeats	4	11	0.9923	NA	0	1.7183	NA	NA
k141_300443	6626	No terminal repeats	9	11	0.9923	NA	1	4.5956	MOBQ	NA
k141_211041	1216	No terminal repeats	2	11	0.9923	NA	1	3.2409	NA	NA
k141_261513	1600	No terminal repeats	4	4	0.9923	NA	1	5.1453	FATA_trsC;FATA_trsD	NA
k141_10515	1707	No terminal repeats	2	11	0.9923	NA	1	1.4547	NA	NA
k141_561336	1553	No terminal repeats	2	11	0.9923	NA	1	1.4141	MOBQ	NA
k141_943618	2711	No terminal repeats	3	11	0.9923	NA	0	1.7183	NA	NA
k141_758969	1706	No terminal repeats	2	11	0.9921	NA	1	1.7183	NA	NA
k141_817712	14001	No terminal repeats	18	11	0.9921	NA	0	3.9645	NA	NA
k141_40650	11166	No terminal repeats	15	11	0.9921	NA	1	3.8578	NA	NA
k141_115033	2561	No terminal repeats	4	11	0.9920	NA	1	2.8338	MOBQ	NA
k141_725464	6144	No terminal repeats	7	11	0.9920	NA	2	3.6838	MOBP1	NA
k141_600348	2573	No terminal repeats	5	11	0.9920	NA	0	3.2220	NA	NA
k141_369489	43884	No terminal repeats	42	11	0.9920	NA	3	15.3071	MOBP2	NA
k141_178637	1679	No terminal repeats	1	11	0.9920	NA	1	0.9372	NA	NA
k141_1106187	8241	No terminal repeats	13	11	0.9920	NA	2	3.6920	MOBQ	NF000165
k141_488584	2744	No terminal repeats	4	11	0.9919	NA	2	2.7641	MOBQ	NA
k141_604410	1230	No terminal repeats	1	11	0.9919	NA	1	1.7183	MOBP1	NA
k141_718750	1003	No terminal repeats	1	11	0.9918	NA	1	1.7183	MOBP1	NA
k141_846337	4670	No terminal repeats	8	11	0.9918	NA	1	5.9136	NA	NA
k141_222268	2750	No terminal repeats	5	11	0.9918	NA	1	2.0761	NA	NA
k141_614965	3527	No terminal repeats	6	11	0.9918	NA	1	4.7646	FATA_trsL	NA
k141_741561	1753	No terminal repeats	2	11	0.9917	NA	2	1.7866	MOBP1	NA
k141_618827	1938	No terminal repeats	1	11	0.9917	NA	1	1.1044	NA	NA
k141_902528	3788	No terminal repeats	9	11	0.9917	NA	0	2.8899	NA	NA
k141_377060	1146	No terminal repeats	2	11	0.9917	NA	1	2.0114	MOBQ	NF040806
k141_853665	2170	No terminal repeats	4	11	0.9917	NA	1	2.5347	NA	NA
k141_1020584	2195	No terminal repeats	3	11	0.9916	NA	1	1.7183	NA	NA
k141_399729	1159	No terminal repeats	3	11	0.9916	NA	1	1.7183	NA	NA
k141_258862	1348	No terminal repeats	2	11	0.9915	NA	1	3.1508	MOBP1	NA
k141_443746	2600	No terminal repeats	4	11	0.9914	NA	1	1.7183	NA	NA
k141_896451	2623	No terminal repeats	3	11	0.9914	NA	0	1.7183	NA	NA
k141_1018470	5980	No terminal repeats	8	11	0.9914	NA	2	2.8230	MOBQ	NA
k141_48605	1622	No terminal repeats	2	11	0.9914	NA	1	2.2598	MOBP1	NA
k141_737000	2980	No terminal repeats	6	11	0.9914	NA	0	1.7183	NA	NA
k141_702554	2953	No terminal repeats	3	11	0.9914	NA	0	1.5524	NA	NA
k141_937575	1374	No terminal repeats	2	4	0.9913	NA	1	2.2330	NA	NA
k141_719445	4718	No terminal repeats	6	11	0.9913	NA	1	3.2205	NA	NA
k141_3918	14890	No terminal repeats	21	11	0.9913	NA	3	10.4050	T_virB5	NA
k141_498645	9692	No terminal repeats	15	11	0.9912	NA	6	15.9512	G_tfc8;G_tfc9;G_tfc10;G_tfc11;G_tfc12;G_tfc13;G_tfc14	NA
k141_126240	1047	No terminal repeats	2	11	0.9912	NA	1	3.1318	F_traE	NA
k141_52627	2285	No terminal repeats	3	11	0.9912	NA	1	3.0211	MOBB	NA
k141_1111982	1701	No terminal repeats	3	11	0.9912	NA	1	1.7835	NA	NA
k141_490561	2793	No terminal repeats	5	11	0.9912	NA	1	4.3203	NA	NA
k141_344279	14296	No terminal repeats	16	11	0.9911	NA	1	1.7183	NA	NA
k141_49577	2068	No terminal repeats	3	11	0.9911	NA	1	2.9226	MOBP1	NA
k141_481505	3185	No terminal repeats	6	11	0.9911	NA	0	2.1774	NA	NA
k141_599387	16763	No terminal repeats	17	11	0.9911	NA	12	17.4126	F_traG;F_traH;F_traF;F_trbC;F_trbC;F_traU;F_traW;virb4;F_traV;F_traB;F_traK	NA
k141_103267	1980	No terminal repeats	5	11	0.9911	NA	2	3.3991	MOBQ	NA
k141_1009784	1183	No terminal repeats	3	11	0.9911	NA	2	1.9913	NA	NA
k141_1101433	1882	No terminal repeats	2	11	0.9910	NA	2	1.7071	MOBV	NA
k141_917911	1256	No terminal repeats	3	11	0.9910	NA	1	1.7183	NA	NA
k141_568528	1570	No terminal repeats	3	11	0.9910	NA	2	2.9394	MOBQ	NA
k141_499197	1265	No terminal repeats	2	11	0.9909	NA	2	2.9936	MOBP1	NA
k141_718265	9147	No terminal repeats	10	11	0.9909	NA	0	1.7183	NA	NA
k141_1059356	3299	No terminal repeats	5	11	0.9908	NA	1	1.6557	NA	NA
k141_394390	4336	No terminal repeats	5	11	0.9908	NA	1	2.7470	NA	NA
k141_144012	5403	No terminal repeats	10	11	0.9908	NA	0	5.0523	NA	NA
k141_1022768	1070	No terminal repeats	3	11	0.9908	NA	1	2.2268	NA	NA
k141_704199	5513	No terminal repeats	3	11	0.9908	NA	0	1.7183	NA	NA
k141_471801	1023	No terminal repeats	1	11	0.9908	NA	1	1.5314	NA	NA
k141_519514	4046	No terminal repeats	5	11	0.9907	NA	1	1.1327	NA	NA
k141_299512	4434	No terminal repeats	6	11	0.9907	NA	1	1.7183	NA	NA
k141_738203	2181	No terminal repeats	4	11	0.9907	NA	1	3.3086	MOBQ	NA
k141_932531	2267	No terminal repeats	4	11	0.9906	NA	2	3.4168	NA	NA
k141_656283	8589	No terminal repeats	10	11	0.9906	NA	1	1.7183	NA	NA
k141_481489	1681	No terminal repeats	2	11	0.9906	NA	1	3.1318	F_traE	NA
k141_362974	2830	No terminal repeats	4	11	0.9906	NA	0	1.7183	NA	NA
k141_407455	1235	No terminal repeats	2	11	0.9905	NA	1	3.2409	NA	NA
k141_32718	5803	No terminal repeats	7	11	0.9903	NA	2	1.8586	NA	NA
k141_729754	4068	No terminal repeats	5	11	0.9903	NA	1	1.7183	NA	NA
k141_773717	6694	DTR	8	15	0.9903	NA	0	3.3345	NA	NA
k141_519610	1549	No terminal repeats	1	11	0.9903	NA	1	1.6869	NA	NA
k141_201393	4901	No terminal repeats	8	11	0.9903	NA	2	3.0527	MOBP1	NA
k141_853547	3623	No terminal repeats	4	11	0.9903	NA	0	1.7183	NA	NA
k141_1039833	2860	DTR	3	11	0.9903	NA	0	1.7183	NA	NA
k141_1114191	6003	DTR	8	11	0.9903	NA	3	4.8831	MOBQ	NA
k141_1072318	2251	No terminal repeats	3	11	0.9902	NA	1	1.7183	NA	NA
k141_288167	2894	No terminal repeats	7	11	0.9902	NA	0	4.1849	NA	NA
k141_573272	2651	No terminal repeats	5	11	0.9899	NA	0	0.8158	NA	NA
k141_76150	2553	No terminal repeats	4	11	0.9899	NA	0	1.3058	NA	NA
k141_1085568	4295	No terminal repeats	8	11	0.9899	NA	0	1.7183	NA	NA
k141_590501	2081	No terminal repeats	1	11	0.9899	NA	1	1.0535	MOBV	NA
k141_1000259	1232	No terminal repeats	1	11	0.9898	NA	1	0.9293	NA	NA
k141_246124	1435	No terminal repeats	3	11	0.9898	NA	2	2.4143	MOBQ	NA
k141_313579	2719	No terminal repeats	3	11	0.9898	NA	0	1.7183	NA	NA
k141_187867	3134	No terminal repeats	4	11	0.9898	NA	1	1.4547	NA	NA
k141_735947	1168	No terminal repeats	2	11	0.9898	NA	1	1.7183	MOBV	NA
k141_625416	1495	No terminal repeats	3	11	0.9898	NA	1	1.7183	NA	NA
k141_647170	2784	No terminal repeats	5	11	0.9897	NA	0	1.7183	NA	NA
k141_991779	3119	No terminal repeats	4	11	0.9897	NA	1	3.1438	NA	NA
k141_341893	4660	No terminal repeats	8	11	0.9897	NA	1	2.2234	NA	NA
k141_814494	1107	No terminal repeats	2	11	0.9896	NA	2	2.8877	MOBP1	NA
k141_895345	1734	No terminal repeats	2	11	0.9895	NA	1	3.1332	NA	NA
k141_351694	5737	No terminal repeats	5	11	0.9895	NA	0	2.4785	NA	NF012174
k141_504697	1172	No terminal repeats	1	11	0.9895	NA	1	1.3764	NA	NA
k141_434719	1642	No terminal repeats	4	11	0.9895	NA	1	3.4366	NA	NA
k141_400575	3521	No terminal repeats	4	11	0.9894	NA	0	1.4207	NA	NA
k141_634193	7080	No terminal repeats	10	11	0.9894	NA	0	4.0955	NA	NA
k141_682585	3830	No terminal repeats	4	11	0.9894	NA	0	1.7183	NA	NA
k141_100941	3392	No terminal repeats	2	11	0.9893	NA	0	1.6673	NA	NA
k141_177813	11077	No terminal repeats	12	11	0.9893	NA	1	5.7342	NA	NA
k141_1114247	4060	DTR	7	11	0.9893	NA	1	2.2454	MOBV	NA
k141_1057669	2943	No terminal repeats	4	11	0.9893	NA	2	2.1952	MOBQ	NA
k141_204114	3291	No terminal repeats	5	11	0.9892	NA	0	3.1913	NA	NA
k141_868069	2960	No terminal repeats	5	11	0.9891	NA	2	2.2540	MOBQ	NA
k141_208688	2596	No terminal repeats	2	11	0.9891	NA	1	1.1044	NA	NA
k141_119771	5521	No terminal repeats	7	11	0.9891	NA	1	1.4006	NA	NA
k141_213118	2953	No terminal repeats	4	11	0.9891	NA	0	1.7183	NA	NA
k141_842622	35804	No terminal repeats	37	11	0.9891	NA	2	18.9490	FATA_prgL;FATA_prgIc	NA
k141_274346	1026	No terminal repeats	2	11	0.9891	NA	1	2.8300	NA	NA
k141_958656	4049	No terminal repeats	3	11	0.9891	NA	0	3.3779	NA	NA
k141_1022716	2085	No terminal repeats	4	11	0.9890	NA	1	0.9502	NA	NA
k141_947398	3015	No terminal repeats	1	11	0.9889	NA	0	1.7183	NA	NA
k141_278077	4683	No terminal repeats	7	11	0.9889	NA	1	1.2023	NA	NA
k141_440855	1442	No terminal repeats	3	11	0.9889	NA	1	3.1729	NA	NA
k141_433704	3425	No terminal repeats	3	11	0.9889	NA	0	1.7183	NA	NA
k141_276116	1809	No terminal repeats	1	11	0.9888	NA	1	1.4894	MOBQ	NA
k141_302626	4377	No terminal repeats	5	11	0.9888	NA	2	2.7641	MOBQ	NA
k141_715233	1059	No terminal repeats	2	11	0.9888	NA	2	2.9387	MOBP1	NA
k141_190569	2955	No terminal repeats	3	11	0.9887	NA	2	1.3301	MOBP1	NA
k141_962183	3278	No terminal repeats	8	11	0.9887	NA	0	3.8980	NA	NA
k141_618746	3328	No terminal repeats	5	11	0.9887	NA	2	2.6476	NA	NA
k141_1038566	1120	No terminal repeats	3	11	0.9887	NA	2	2.9394	MOBQ	NA
k141_982674	1558	No terminal repeats	1	11	0.9886	NA	1	1.6823	MOBQ	NA
k141_162513	4991	No terminal repeats	6	11	0.9886	NA	0	0.9805	NA	NA
k141_1114265	2118	DTR	4	11	0.9886	NA	2	1.4952	NA	NA
k141_255353	4709	No terminal repeats	7	11	0.9885	NA	3	2.9154	MOBV	NA
k141_143754	8279	No terminal repeats	11	11	0.9885	NA	0	1.7183	NA	NA
k141_802023	4598	No terminal repeats	6	11	0.9885	NA	0	1.7183	NA	NA
k141_1065759	12236	No terminal repeats	12	11	0.9885	NA	0	5.6231	NA	NA
k141_1066567	1882	No terminal repeats	4	11	0.9884	NA	1	2.7256	NA	NA
k141_472393	2699	No terminal repeats	4	11	0.9884	NA	0	2.4354	NA	NA
k141_1084822	4836	No terminal repeats	5	11	0.9884	NA	0	1.7183	NA	NA
k141_503735	3207	No terminal repeats	6	11	0.9883	NA	2	3.4366	T_virB6	NA
k141_652860	2170	No terminal repeats	3	11	0.9883	NA	1	1.6557	NA	NA
k141_428746	2808	No terminal repeats	4	11	0.9883	NA	1	1.9813	NA	NA
k141_52331	1982	No terminal repeats	2	11	0.9882	NA	1	1.7183	NA	NA
k141_573812	3371	No terminal repeats	4	11	0.9882	NA	0	1.7183	NA	NA
k141_872702	5838	No terminal repeats	11	11	0.9880	NA	4	5.8323	F_traE;F_traL	NA
k141_1086682	3725	No terminal repeats	6	11	0.9880	NA	1	0.8585	MOBV	NA
k141_159342	3478	No terminal repeats	7	11	0.9880	NA	0	1.9042	NA	NA
k141_308258	1335	No terminal repeats	2	11	0.9879	NA	1	1.4141	MOBQ	NA
k141_711867	2242	No terminal repeats	2	11	0.9879	NA	1	1.6823	MOBQ	NA
k141_247646	4909	No terminal repeats	8	11	0.9879	NA	0	1.5485	NA	NA
k141_839329	1288	No terminal repeats	1	11	0.9878	NA	1	1.6823	MOBQ	NA
k141_30667	1123	No terminal repeats	1	11	0.9878	NA	1	1.5486	NA	NA
k141_275665	6885	No terminal repeats	8	11	0.9878	NA	0	1.7183	NA	NA
k141_814547	2846	No terminal repeats	2	11	0.9877	NA	1	0.9372	NA	NA
k141_473958	5641	No terminal repeats	6	11	0.9877	NA	0	1.7183	NA	NA
k141_114446	4186	No terminal repeats	5	11	0.9877	NA	0	1.7183	NA	NA
k141_52881	5589	No terminal repeats	8	11	0.9876	NA	0	2.3376	NA	NA
k141_192234	6448	No terminal repeats	5	11	0.9876	NA	0	1.1636	NA	NA
k141_210167	2665	No terminal repeats	2	11	0.9876	NA	1	1.0535	MOBV	NA
k141_952364	2590	No terminal repeats	5	11	0.9875	NA	0	1.4204	NA	NA
k141_178448	6966	No terminal repeats	7	11	0.9875	NA	0	2.3807	NA	NA
k141_155988	2949	No terminal repeats	4	11	0.9875	NA	1	4.8983	NA	NA
k141_913650	1658	No terminal repeats	2	11	0.9874	NA	1	1.4894	MOBQ	NA
k141_59276	2609	No terminal repeats	4	11	0.9874	NA	0	0.9361	NA	NA
k141_788331	1201	No terminal repeats	1	11	0.9874	NA	1	1.4894	MOBQ	NA
k141_15924	12449	No terminal repeats	6	11	0.9873	NA	0	1.7183	NA	NA
k141_764919	9560	No terminal repeats	9	11	0.9872	NA	1	3.4366	NA	NA
k141_508552	1316	No terminal repeats	3	11	0.9871	NA	2	3.4366	FA_orf13;FA_orf17b	NA
k141_822173	3203	No terminal repeats	4	11	0.9871	NA	0	3.3441	NA	NA
k141_598206	7122	No terminal repeats	9	11	0.9871	NA	1	3.2579	NA	NA
k141_1161	5524	No terminal repeats	8	11	0.9871	NA	1	0.9020	NA	NA
k141_475280	3458	No terminal repeats	7	11	0.9871	NA	0	0.7316	NA	NA
k141_852000	1767	No terminal repeats	1	11	0.9870	NA	1	1.7114	NA	NA
k141_965811	7029	No terminal repeats	9	11	0.9870	NA	1	2.7740	NA	NA
k141_201327	2814	No terminal repeats	7	11	0.9869	NA	0	3.0671	NA	NA
k141_433818	2076	No terminal repeats	5	11	0.9869	NA	1	3.3446	NA	NA
k141_575893	7180	No terminal repeats	10	11	0.9869	NA	1	5.5833	NA	NA
k141_676214	1282	No terminal repeats	2	11	0.9868	NA	1	3.0391	NA	NA
k141_184744	2790	No terminal repeats	3	11	0.9868	NA	0	2.6068	NA	NA
