seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k141_121951	4265	No terminal repeats	NA	4	11	0.9826	NA	1	6.4429	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_156789	3237	No terminal repeats	NA	6	11	0.9826	NA	1	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_135417	4780	No terminal repeats	NA	10	11	0.9825	NA	0	13.7463	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Intestiviridae
k141_3446	17304	No terminal repeats	NA	12	15	0.9825	NA	1	16.8954	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_57811	13034	No terminal repeats	NA	26	11	0.9825	NA	0	36.0792	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_112232	6483	No terminal repeats	NA	4	11	0.9825	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_178319	2565	No terminal repeats	NA	6	11	0.9824	NA	1	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_48911	15533	No terminal repeats	NA	19	11	0.9824	NA	2	24.8460	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_125682	2508	No terminal repeats	NA	3	11	0.9824	NA	1	5.1548	Unclassified
k141_173304	4305	No terminal repeats	NA	4	11	0.9823	NA	0	6.4652	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_6059	4972	No terminal repeats	NA	9	15	0.9823	NA	0	9.8887	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_150095	4619	No terminal repeats	NA	4	11	0.9823	NA	1	6.4429	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_6436	6425	No terminal repeats	NA	8	11	0.9823	NA	0	8.2313	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_3100	3885	No terminal repeats	NA	8	11	0.9823	NA	0	9.9867	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_144497	20113	No terminal repeats	NA	28	15	0.9822	NA	3	28.7355	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_70683	5527	DTR	NA	8	11	0.9822	NA	2	10.3097	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
k141_29651	4350	No terminal repeats	NA	9	11	0.9822	NA	0	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_39866	6036	No terminal repeats	NA	17	11	0.9821	NA	0	11.8071	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_68390	3702	No terminal repeats	NA	6	11	0.9821	NA	2	6.4245	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1630	18344	No terminal repeats	NA	20	11	0.9821	NA	5	25.1134	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_124981	9459	No terminal repeats	NA	13	11	0.9820	NA	3	17.0731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
k141_3562	2525	No terminal repeats	NA	4	15	0.9820	NA	0	4.7099	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_135262	3965	No terminal repeats	NA	6	11	0.9820	NA	0	6.9379	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_153189	3599	No terminal repeats	NA	6	15	0.9820	NA	0	6.6967	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_116519	6780	No terminal repeats	NA	15	11	0.9820	NA	0	20.6194	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_65701	4908	No terminal repeats	NA	8	15	0.9820	NA	2	10.2555	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_36628	6757	No terminal repeats	NA	8	11	0.9820	NA	0	10.1011	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_68591	5418	No terminal repeats	NA	4	15	0.9820	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_145748	1861	No terminal repeats	NA	3	15	0.9819	NA	2	4.8125	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2191	6915	No terminal repeats	NA	10	11	0.9819	NA	0	11.9674	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_110698	8036	No terminal repeats	NA	8	11	0.9819	NA	0	10.4942	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_14546	1796	No terminal repeats	NA	3	11	0.9818	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_166718	6171	No terminal repeats	NA	4	11	0.9818	NA	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_39105	3317	No terminal repeats	NA	5	11	0.9818	NA	0	6.8725	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_159394	7505	No terminal repeats	NA	3	11	0.9818	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_23803	5693	No terminal repeats	NA	9	11	0.9817	NA	0	7.7135	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_79541	3366	No terminal repeats	NA	4	11	0.9817	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_24871	4913	No terminal repeats	NA	4	15	0.9816	NA	2	4.7763	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_113273	3989	No terminal repeats	NA	8	11	0.9816	NA	0	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1770	2773	No terminal repeats	NA	5	11	0.9816	NA	1	6.6788	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_76827	19154	No terminal repeats	NA	20	11	0.9816	NA	1	14.2057	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_165300	2453	No terminal repeats	NA	4	15	0.9816	NA	1	6.6967	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae
k141_70246	10028	No terminal repeats	NA	7	11	0.9816	NA	4	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_9508	14267	No terminal repeats	NA	4	15	0.9815	NA	0	5.0631	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_49611	3232	No terminal repeats	NA	5	11	0.9815	NA	0	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_104059	3467	No terminal repeats	NA	8	11	0.9815	NA	0	8.3829	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Intestiviridae
k141_147635	3764	No terminal repeats	NA	4	11	0.9814	NA	2	6.4198	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae
k141_93099	16403	No terminal repeats	NA	18	15	0.9814	NA	1	21.1923	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_159455	2758	No terminal repeats	NA	5	11	0.9814	NA	0	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_83048	26252	No terminal repeats	NA	18	15	0.9814	NA	2	19.0447	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae
k141_131694	3842	No terminal repeats	NA	8	11	0.9813	NA	0	6.7207	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_32929	3732	No terminal repeats	NA	6	11	0.9813	NA	3	9.5060	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_158290	5489	No terminal repeats	NA	4	15	0.9813	NA	0	6.6254	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_67592	1431	No terminal repeats	NA	3	11	0.9813	NA	1	4.9065	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_44708	3856	No terminal repeats	NA	10	11	0.9812	NA	0	13.7463	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_10843	4078	No terminal repeats	NA	10	11	0.9812	NA	0	10.2813	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_14035	2602	No terminal repeats	NA	3	15	0.9812	NA	2	4.5862	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_72453	13292	No terminal repeats	NA	13	11	0.9812	NA	4	15.9734	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_99282	2465	No terminal repeats	NA	3	11	0.9811	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_115262	23153	No terminal repeats	NA	31	11	0.9811	NA	1	37.5397	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_56352	3085	No terminal repeats	NA	3	11	0.9811	NA	2	5.1431	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_90403	22205	No terminal repeats	NA	20	11	0.9811	NA	2	8.8976	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_26178	6152	No terminal repeats	NA	9	11	0.9811	NA	2	11.8832	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_125350	5727	No terminal repeats	NA	5	11	0.9811	NA	2	8.0164	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_71276	7169	No terminal repeats	NA	5	15	0.9810	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae
k141_103934	2782	No terminal repeats	NA	4	11	0.9810	NA	2	5.1535	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_123117	2825	No terminal repeats	NA	5	11	0.9810	NA	1	6.3582	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_108408	2675	No terminal repeats	NA	5	15	0.9810	NA	0	6.7157	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_164309	6328	No terminal repeats	NA	12	11	0.9810	NA	0	10.2558	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_61711	13255	No terminal repeats	NA	11	15	0.9810	NA	0	6.8417	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_9333	1772	No terminal repeats	NA	4	11	0.9810	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_106198	5283	No terminal repeats	NA	11	11	0.9809	NA	1	6.4198	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae
k141_166642	56836	No terminal repeats	NA	56	11	0.9809	NA	6	42.3831	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2643	8483	No terminal repeats	NA	11	11	0.9809	NA	2	9.9360	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_167617	2093	No terminal repeats	NA	5	11	0.9808	NA	1	7.9894	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_125430	4027	No terminal repeats	NA	5	11	0.9808	NA	2	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_71175	4509	No terminal repeats	NA	8	11	0.9808	NA	0	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_10787	2604	No terminal repeats	NA	5	11	0.9808	NA	0	6.5278	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_68579	4820	No terminal repeats	NA	13	11	0.9807	NA	1	14.7272	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_80748	9259	No terminal repeats	NA	10	11	0.9807	NA	1	12.5298	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_79254	5526	No terminal repeats	NA	6	11	0.9806	NA	1	6.2486	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_151631	3023	No terminal repeats	NA	8	11	0.9806	NA	0	9.4330	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_145014	16219	No terminal repeats	NA	35	11	0.9806	NA	0	48.1072	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_159119	4722	No terminal repeats	NA	4	11	0.9806	NA	3	4.8715	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_41606	1928	No terminal repeats	NA	7	11	0.9806	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_11553	2670	No terminal repeats	NA	4	11	0.9806	NA	0	5.1525	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
k141_17069	1525	No terminal repeats	NA	3	11	0.9805	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae
k141_160595	3339	No terminal repeats	NA	7	11	0.9805	NA	2	8.4390	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_3190	3303	No terminal repeats	NA	6	11	0.9804	NA	3	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_117612	5366	No terminal repeats	NA	13	11	0.9804	NA	1	9.1403	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_9901	2905	No terminal repeats	NA	4	11	0.9803	NA	0	6.3590	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_12712	1641	No terminal repeats	NA	5	11	0.9803	NA	2	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_137385	3683	No terminal repeats	NA	4	11	0.9803	NA	2	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae
k141_121382	2597	No terminal repeats	NA	10	11	0.9803	NA	0	11.7780	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_136657	6364	No terminal repeats	NA	6	11	0.9802	NA	0	8.5818	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_71262	3397	No terminal repeats	NA	3	11	0.9801	NA	0	4.3943	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_10346	11064	No terminal repeats	NA	12	11	0.9801	NA	0	9.1039	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_19778	1703	No terminal repeats	NA	2	11	0.9801	NA	1	3.2423	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_11158	3458	No terminal repeats	NA	8	11	0.9800	NA	5	11.7389	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_120819	7798	No terminal repeats	NA	13	11	0.9800	NA	0	7.2316	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_79655	3330	No terminal repeats	NA	6	11	0.9800	NA	1	9.8107	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_161441	4057	No terminal repeats	NA	9	11	0.9800	NA	0	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_107678	1606	No terminal repeats	NA	4	11	0.9800	NA	2	4.7903	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_126419	5141	No terminal repeats	NA	5	11	0.9800	NA	1	4.3279	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_95049	2608	No terminal repeats	NA	3	15	0.9799	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_89125	4549	No terminal repeats	NA	7	11	0.9799	NA	0	10.2931	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_172983	9759	No terminal repeats	NA	2	15	0.9798	NA	0	3.1819	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae
k141_157964	3225	No terminal repeats	NA	5	15	0.9797	NA	0	4.8336	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_66633	6884	No terminal repeats	NA	7	11	0.9797	NA	1	10.3041	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_25971	3846	No terminal repeats	NA	4	11	0.9797	NA	2	6.2460	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_171101	2650	No terminal repeats	NA	7	11	0.9797	NA	4	11.1100	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_99801	2020	No terminal repeats	NA	3	15	0.9796	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae
k141_162342	2622	No terminal repeats	NA	2	15	0.9796	NA	0	3.2409	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae
k141_12124	14976	No terminal repeats	NA	17	11	0.9795	NA	0	8.2975	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_162698	3303	No terminal repeats	NA	8	11	0.9795	NA	0	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_149537	6988	No terminal repeats	NA	7	11	0.9795	NA	3	5.1340	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_99609	6785	No terminal repeats	NA	3	15	0.9795	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae
k141_111020	4921	No terminal repeats	NA	9	11	0.9795	NA	0	9.7262	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_136178	3950	No terminal repeats	NA	8	11	0.9795	NA	0	8.3477	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_138289	3300	No terminal repeats	NA	5	15	0.9795	NA	1	4.9974	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_52948	2512	No terminal repeats	NA	7	11	0.9794	NA	0	8.5914	Unclassified
k141_143919	5609	No terminal repeats	NA	5	11	0.9794	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae
k141_91109	1815	No terminal repeats	NA	6	11	0.9794	NA	1	5.7350	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2435	7412	No terminal repeats	NA	9	11	0.9793	NA	3	6.2646	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_100031	3049	No terminal repeats	NA	7	11	0.9793	NA	1	6.6497	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_161308	3106	No terminal repeats	NA	5	11	0.9793	NA	0	8.3003	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_159847	3081	No terminal repeats	NA	6	11	0.9793	NA	0	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_166791	2871	No terminal repeats	NA	4	11	0.9793	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_66723	2979	No terminal repeats	NA	4	11	0.9793	NA	1	6.8711	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_68937	7846	No terminal repeats	NA	9	11	0.9792	NA	0	6.6516	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_87898	2556	No terminal repeats	NA	5	11	0.9791	NA	2	5.1431	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_6916	3562	No terminal repeats	NA	4	11	0.9791	NA	3	5.9014	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_37729	2502	No terminal repeats	NA	6	11	0.9791	NA	2	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_143863	35498	No terminal repeats	NA	31	11	0.9791	NA	5	10.2370	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_159781	1942	No terminal repeats	NA	3	11	0.9790	NA	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_24571	29820	No terminal repeats	NA	40	11	0.9790	NA	1	10.3908	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_144472	6132	No terminal repeats	NA	11	11	0.9790	NA	2	8.5487	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_140273	5755	No terminal repeats	NA	18	11	0.9790	NA	0	15.4645	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_56567	12508	No terminal repeats	NA	25	11	0.9790	NA	1	7.6317	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae
k141_136223	2966	No terminal repeats	NA	4	11	0.9789	NA	0	4.8793	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
k141_152354	2578	No terminal repeats	NA	5	11	0.9789	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_136214	3711	No terminal repeats	NA	5	11	0.9789	NA	0	6.8692	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_145810	9662	No terminal repeats	NA	11	4	0.9789	NA	2	6.8665	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_146800	11523	No terminal repeats	NA	22	11	0.9788	NA	2	11.9603	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_145977	3370	No terminal repeats	NA	5	11	0.9788	NA	0	8.2112	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_97954	3204	No terminal repeats	NA	6	11	0.9788	NA	0	6.8568	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_96799	2304	No terminal repeats	NA	3	11	0.9788	NA	1	5.0100	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_102231	2840	No terminal repeats	NA	2	11	0.9787	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_53790	7378	No terminal repeats	NA	6	11	0.9787	NA	1	4.4274	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_135427	5074	No terminal repeats	NA	8	11	0.9787	NA	1	10.1649	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
